Experiment: Feb_5_Batch_expt_zeroed vial 14, Fri Feb  5 18:54:24 2021
0.0037,48773
0.0094,48683
0.0147,48788
0.0204,48658
0.026,48754
0.0314,48842
0.0371,48774
0.0428,48744
0.0481,48755
0.0538,48841
0.0594,48834
0.0648,48798
0.0705,48824
0.0758,48874
0.0815,48901
0.0871,48821
0.0925,48903
0.0982,48872
0.1038,48929
0.1092,48909
0.1149,48844
0.1205,48849
0.1259,48901
0.1315,48919
0.1372,48934
0.1426,48776
0.1482,48915
0.1538,48820
0.1592,48956
0.1649,48872
0.1702,48855
0.1759,48889
0.1815,48921
0.1872,48843
0.1926,48945
0.1982,48937
0.2039,48858
0.2093,48726
0.2149,48927
0.2203,48831
