Experiment: Apr28_cal_tst_expt vial 4, Thu Apr 28 17:02:30 2022
0.0027,28048
0.0078,28128
0.0131,28120
0.0188,28128
0.0244,28074
0.03,28056
0.0354,28170
0.041,28133
0.0466,28104
0.052,28140
0.0576,28111
0.0632,28113
0.0689,28060
0.0742,28053
0.0799,28086
0.0855,28005
0.0911,28101
0.0964,28098
0.1021,28146
0.1077,28062
0.1134,28129
0.1187,28157
0.1243,28195
0.1299,28053
0.1356,28089
0.1409,28099
0.1465,28172
0.1521,28210
0.1577,28186
0.1633,28215
0.1687,28184
0.1743,28228
0.1799,28206
0.1855,28126
0.1909,28241
0.1965,28230
0.2022,28220
0.2078,28196
0.2131,28244
0.2188,28151
0.2244,28169
0.23,28208
0.2354,28192
0.241,28245
0.2467,28215
0.252,28132
0.2577,28144
0.2633,28197
0.2689,28230
0.2743,27978
0.2799,28045
0.2855,28197
0.2911,28104
0.2965,28205
0.3021,28227
0.3078,28163
0.3134,28212
0.3187,28148
0.3243,28204
0.33,28181
0.3353,28079
0.341,28229
0.3466,28182
0.3522,28252
0.3576,27774
0.3632,28086
0.3688,28199
0.3745,28148
0.3798,28158
0.3854,28192
0.391,28141
0.3967,28234
0.4023,28202
0.4076,28125
0.4133,28191
0.4189,28180
0.4243,28119
0.4299,28220
0.4355,28129
0.4409,27365
0.4465,28160
0.4521,28118
0.4578,28209
0.4631,28228
0.4688,28214
0.4744,28228
0.48,28131
0.4854,28232
0.491,28236
0.4966,28247
0.5022,28232
0.5076,28254
0.5132,28229
0.5188,28259
0.5245,28266
0.5298,28249
0.5354,28182
0.541,28228
0.5467,28139
0.552,28238
0.5576,28204
0.5633,28176
0.5689,28252
0.5742,28251
0.5799,28236
0.5854,28265
0.591,28233
0.5966,28210
0.6022,28264
0.6076,28247
0.6132,28213
0.6188,28263
0.6244,28282
0.63,28187
0.6354,28130
0.641,28225
0.6466,28245
0.6522,28259
0.6576,28275
0.6632,28279
0.6688,28262
0.6744,28236
0.6798,28243
0.6854,28125
0.691,28242
0.6966,28246
0.7022,28244
0.7076,28250
0.7132,28244
0.7188,28269
0.7244,28248
0.73,28270
0.7354,28243
0.741,28267
0.7467,28283
0.7522,28285
0.7576,28290
0.7632,28243
0.7688,28301
0.7744,28278
0.7798,28285
0.7854,28288
0.791,28240
0.7966,28271
0.8023,28265
0.8076,28289
0.8132,28285
0.8188,28297
0.8245,28261
0.8298,28272
0.8354,28229
0.8411,28287
0.8467,28287
0.852,28245
0.8576,28258
0.8633,28285
0.8689,28290
0.8742,28303
0.8799,28303
0.8855,28299
0.8911,27986
0.8967,28300
0.9021,28289
0.9077,28289
0.9133,28299
0.919,28306
0.9243,28288
0.9299,28294
0.9355,28292
0.9409,28288
0.9465,28304
0.9522,28312
0.9578,28302
0.9631,28297
0.9688,28289
0.9744,28310
0.98,28300
0.9854,28308
0.991,28306
0.9966,28316
1.0022,28308
1.0076,28307
1.0133,28301
1.0188,28312
1.0244,28310
1.0298,28316
1.0354,28316
1.041,28316
1.0467,28319
1.052,28318
1.0577,28319
1.0633,28326
1.0689,28313
1.0743,28318
1.0799,28320
1.0855,28318
1.0911,28320
1.0965,28321
1.1021,28318
1.1077,28320
1.1133,28322
1.1187,28312
1.1243,28314
1.1299,28326
1.1355,28326
1.1412,28322
1.1465,28324
1.1522,28326
1.1578,28325
1.1631,28327
1.1688,28328
1.1744,28326
1.18,28331
1.1854,28326
1.191,28323
1.1966,28324
1.2023,28326
1.2076,28330
1.2132,28327
1.2189,28323
1.2245,28327
1.2298,28334
1.2355,28330
1.2411,28327
1.2465,28328
1.2521,28336
1.2577,28234
1.2634,26638
1.2687,28194
1.2743,28183
