Experiment: Apr28_cal_tst_expt vial 8, Thu Apr 28 17:02:30 2022
0.0027,29321
0.0078,29324
0.0131,29326
0.0188,29325
0.0244,29314
0.03,29317
0.0354,29325
0.041,29321
0.0466,29322
0.052,29321
0.0576,29324
0.0632,29322
0.0689,29315
0.0742,29320
0.0799,29318
0.0855,29315
0.0911,29320
0.0964,29312
0.1021,29315
0.1077,29315
0.1134,29316
0.1187,29304
0.1243,29311
0.1299,29021
0.1356,29035
0.1409,28671
0.1465,28946
0.1521,28826
0.1577,28881
0.1633,28893
0.1687,28926
0.1743,28822
0.1799,29029
0.1855,29052
0.1909,28852
0.1965,28987
0.2022,28982
0.2078,29009
0.2131,29053
0.2188,28903
0.2244,29017
0.23,28768
0.2354,28799
0.241,29110
0.2467,28932
0.252,29147
0.2577,29159
0.2633,29204
0.2689,29160
0.2743,29150
0.2799,29187
0.2855,29144
0.2911,29177
0.2965,29107
0.3021,29212
0.3078,29128
0.3134,29188
0.3187,29161
0.3243,29208
0.33,29217
0.3353,29153
0.341,29197
0.3466,29178
0.3522,29178
0.3576,29179
0.3632,29182
0.3688,29202
0.3745,29170
0.3798,29209
0.3854,29193
0.391,29202
0.3967,29181
0.4023,29172
0.4076,29160
0.4133,29162
0.4189,29161
0.4243,29198
0.4299,29204
0.4355,29197
0.4409,29221
0.4465,29194
0.4521,29209
0.4578,29211
0.4631,29217
0.4688,29210
0.4744,29178
0.48,29188
0.4854,29222
0.491,29209
0.4966,29233
0.5022,29224
0.5076,29207
0.5132,29206
0.5188,29190
0.5245,29209
0.5298,29199
0.5354,29199
0.541,29212
0.5467,29190
0.552,29197
0.5576,29211
0.5633,29211
0.5689,29220
0.5742,29218
0.5799,29219
0.5854,29217
0.591,29200
0.5966,29218
0.6022,29214
0.6076,29218
0.6132,29218
0.6188,29205
0.6244,29213
0.63,29220
0.6354,29218
0.641,29216
0.6466,29215
0.6522,29199
0.6576,29216
0.6632,29217
0.6688,29213
0.6744,29214
0.6798,29215
0.6854,29201
0.691,29212
0.6966,29202
0.7022,29216
0.7076,29213
0.7132,29203
0.7188,29208
0.7244,29208
0.73,29201
0.7354,29212
0.741,29210
0.7467,29220
0.7522,29206
0.7576,29214
0.7632,29193
0.7688,29221
0.7744,29210
0.7798,29211
0.7854,29208
0.791,29212
0.7966,29211
0.8023,29198
0.8076,29207
0.8132,29212
0.8188,29208
0.8245,29211
0.8298,29212
0.8354,29201
0.8411,29204
0.8467,29209
0.852,29210
0.8576,29209
0.8633,29208
0.8689,29213
0.8742,29213
0.8799,29210
0.8855,29209
0.8911,29209
0.8967,29208
0.9021,29204
0.9077,29201
0.9133,29211
0.919,29199
0.9243,29203
0.9299,29197
0.9355,29205
0.9409,29204
0.9465,29207
0.9522,29205
0.9578,29211
0.9631,29202
0.9688,29203
0.9744,29198
0.98,29196
0.9854,29204
0.991,29199
0.9966,29201
1.0022,29201
1.0076,29198
1.0133,29195
1.0188,29194
1.0244,29196
1.0298,29196
1.0354,29194
1.041,29193
1.0467,29193
1.052,29192
1.0577,29189
1.0633,29194
1.0689,29190
1.0743,29187
1.0799,29196
1.0855,29192
1.0911,29195
1.0965,29199
1.1021,29186
1.1077,29197
1.1133,29189
1.1187,29192
1.1243,29191
1.1299,29200
1.1355,29194
1.1412,29193
1.1465,29193
1.1522,29191
1.1578,29191
1.1631,29185
1.1688,29179
1.1744,29186
1.18,29190
1.1854,29186
1.191,29185
1.1966,29179
1.2023,29192
1.2076,29186
1.2132,29189
1.2189,29181
1.2245,29187
1.2298,29178
1.2355,29176
1.2411,29181
1.2465,29180
1.2521,29192
1.2577,29183
1.2634,29182
1.2687,29189
1.2743,29189
1.2799,29187
1.2856,29185
1.291,29178
1.2966,29177
1.3022,29177
1.3076,29174
1.3132,29182
1.3188,29181
1.3245,29167
1.3298,29166
1.3354,29168
1.341,29167
1.3467,29172
1.352,29174
1.3577,29165
1.3633,29162
1.3689,29170
1.3743,29160
1.3799,29161
1.3855,29164
1.3912,29165
1.3965,29165
1.4021,29163
1.4077,29162
1.4131,29162
1.4187,29162
1.4244,29164
1.43,29163
1.4356,29161
1.441,29157
1.4466,29171
1.4522,29162
1.4578,29168
1.4632,29163
1.4688,29160
1.4745,29157
1.4798,29158
1.4854,29161
1.4911,29157
1.4967,29164
1.502,29156
1.5077,29153
1.5133,29155
1.5189,29150
1.5243,29148
1.5299,29153
1.5355,29151
1.5412,29152
1.5465,29142
1.5521,29149
1.5577,29147
1.5634,29150
1.5687,29143
1.5743,29143
1.58,29152
1.5856,29144
1.5909,29143
1.5966,29140
1.6022,29142
1.6078,29138
1.6132,29142
1.6188,29145
1.6244,29144
1.63,29139
1.6354,29137
1.641,29135
1.6466,29142
1.6523,29141
1.6576,29138
1.6632,29135
1.6688,29138
1.6745,29133
1.6798,29137
1.6855,29132
1.6911,29133
1.6967,29134
1.7021,29131
1.7077,29142
1.7133,29139
1.7189,29137
1.7243,29129
1.7299,29138
1.7355,29132
1.7411,29135
1.7465,29123
1.7521,29129
1.7578,29124
1.7631,29121
1.7687,29125
1.7744,29120
1.78,29124
1.7854,29119
1.791,29112
1.7966,29111
1.8023,29128
1.8076,29115
1.8132,29111
1.8189,29116
1.8242,29118
1.8299,29113
1.8355,29121
1.8411,29121
1.8465,29117
1.8521,29115
1.8577,29117
1.8634,29108
1.8687,29117
1.8744,29104
1.88,29097
1.8854,29108
1.891,29107
1.8966,29101
1.9022,29110
1.9076,29098
1.9132,29102
1.9189,29101
1.9245,29092
1.9298,29101
1.9355,29096
1.9411,29099
1.9465,29092
1.9521,29095
1.9577,29095
1.9634,29100
1.9687,29092
1.9743,29094
1.9799,29089
1.9856,29085
1.9909,29089
1.9966,29087
2.0022,29089
2.0079,29079
2.0132,29085
2.0189,29080
2.0245,29089
2.0298,29082
2.0354,29078
2.0411,29080
2.0467,29076
2.052,29079
2.0576,29075
2.0633,29072
2.0689,29066
2.0742,29068
2.0799,29063
2.0855,29067
2.0911,29061
2.0965,29065
2.1021,29067
2.1076,29060
2.1132,29061
2.1188,29055
2.1244,29056
2.1301,29058
2.1354,29061
2.141,29064
2.1467,29058
2.1523,29060
2.1576,29055
2.1632,29045
2.1688,29057
2.1744,29057
2.1798,29058
2.1854,29063
2.191,29054
2.1966,29041
2.2023,29050
2.2076,29046
2.2132,29043
2.2188,29047
2.2244,29048
2.23,29037
2.2354,29045
2.241,29042
2.2466,29040
2.2522,29042
2.2576,29032
2.2632,29042
2.2688,29034
2.2744,29027
2.2801,29033
2.2854,29040
2.291,29030
2.2966,29033
2.3023,29030
2.3076,29024
2.3132,29018
2.3188,29024
2.3245,29024
2.3298,29013
2.3354,29019
2.341,29019
2.3467,29018
2.352,29024
2.3576,29016
2.3633,29015
2.3689,29012
2.3745,29012
2.3799,29003
2.3855,29010
2.3911,29020
2.3965,29013
2.4021,29007
2.4077,29008
2.4133,28999
2.4187,29002
2.4243,28990
2.4299,29005
2.4356,28995
2.4409,28996
2.4465,28987
2.4522,28992
2.4578,28991
2.4634,28993
2.4688,28991
2.4744,28982
2.48,28989
2.4854,28989
2.491,28994
2.4966,28989
2.5022,28978
2.5076,28979
2.5132,28987
2.5188,28978
2.5245,28983
2.5298,28975
2.5354,28973
2.5411,28981
2.5467,28966
2.552,28973
2.5577,28970
2.5633,28965
2.5689,28966
2.5743,28967
2.5799,28970
2.5855,28970
2.5911,28953
2.5965,28958
2.6021,28949
2.6077,28958
2.6133,28944
2.619,28949
2.6243,28949
2.6299,28951
2.6355,28939
2.6412,28943
2.6465,28942
2.6521,28934
2.6578,28937
2.6634,28938
2.6687,28928
2.6743,28934
2.68,28924
2.6856,28923
2.6911,28920
2.6965,28926
2.7021,28924
2.7077,28917
2.7134,28911
2.7187,28921
2.7243,28915
2.73,28911
2.7356,28919
2.7409,28926
2.7466,28912
2.7522,28911
2.7578,28910
2.7632,28897
2.7688,28896
2.7744,28906
2.7798,28898
2.7854,28890
2.7911,28893
2.7967,28903
2.8021,28894
2.8077,28883
2.8133,28888
2.8189,28893
2.8245,28890
2.8299,28890
2.8355,28885
2.8411,28887
2.8465,28891
2.8521,28882
2.8577,28886
2.8634,28877
2.8687,28874
2.8743,28867
2.8799,28866
2.8856,28865
2.8909,28866
2.8965,28870
2.9022,28860
2.9078,28856
2.9132,28860
2.9188,28858
2.9244,28861
2.93,28852
2.9354,28853
2.941,28852
2.9466,28845
2.9522,28848
2.9576,28842
2.9632,28839
2.9688,28844
2.9744,28846
2.98,28831
2.9854,28827
2.991,28825
2.9966,28835
3.0023,28831
3.0076,28822
3.0133,28819
3.0189,28820
3.0243,28814
3.0299,28824
3.0355,28820
3.0411,28810
3.0465,28814
3.0521,28812
3.0577,28803
3.0634,28799
3.0687,28808
3.0743,28804
3.08,28795
3.0856,28795
3.0909,28794
3.0966,28803
3.1022,28796
3.1078,28781
3.1132,28778
3.1188,28784
3.1244,28781
3.1301,28774
3.1354,28781
3.141,28775
3.1466,28773
3.1523,28760
3.1576,28769
3.1632,28761
3.1689,28766
3.1745,28768
3.1798,28756
3.1855,28766
3.1911,28749
3.1967,28755
3.2021,28747
3.2077,28737
3.2133,28751
3.2189,28744
3.2243,28746
3.2299,28740
3.2355,28739
3.2411,28731
3.2465,28732
3.2521,28722
3.2577,28725
3.2634,28728
3.2687,28723
3.2743,28723
3.28,28715
3.2856,28706
3.2912,28712
3.2966,28706
3.3022,28704
3.3078,28695
3.3132,28700
3.3188,28691
3.3244,28691
3.3298,28679
3.3354,28686
3.341,28692
3.3467,28684
3.352,28669
3.3577,28673
3.3633,28686
3.3689,28680
3.3745,28675
3.3799,28674
3.3855,28667
3.3911,28657
3.3967,28666
3.4021,28656
3.4077,28650
3.4133,28648
3.419,28649
3.4243,28644
3.4299,28642
3.4356,28645
3.4412,28646
3.4465,28642
3.4521,28628
3.4577,28632
3.4634,28626
3.4687,28622
3.4744,28630
3.48,28612
3.4856,28612
3.4909,28604
3.4966,28608
3.5022,28604
3.5078,28608
3.5132,28599
3.5188,28604
3.5244,28605
3.53,28603
3.5354,28598
3.541,28590
3.5466,28593
3.5523,28578
3.5576,28572
3.5632,28585
3.5689,28584
3.5745,28587
3.5799,28578
3.5855,28578
3.5911,28567
3.5967,28563
3.6021,28560
3.6077,28559
3.6133,28563
3.6187,28556
3.6243,28558
3.6298,28545
3.6355,28554
3.6411,28565
3.6467,28550
3.6521,28550
3.6576,28537
