Experiment: Feb_23_chemo_expt vial 6, Tue Feb 23 14:42:27 2021
0.0045,1622
0.0102,1619
0.0159,1612
0.0215,1607
0.0269,1599
0.0325,1604
0.0382,1609
0.0435,1608
0.0492,1603
0.0548,1604
0.0604,1610
0.0658,1606
0.0714,1604
0.0771,1606
0.0825,1610
0.0881,1606
0.0937,1601
0.0991,1607
0.1047,1609
0.1104,1604
0.1157,1604
0.1214,1609
0.127,1609
0.1327,1603
0.138,1605
0.1437,1609
0.1493,1607
0.1547,1601
0.1603,1605
0.166,1611
0.1713,1605
0.177,1603
0.1824,1607
0.188,1610
0.1936,1605
0.1993,1603
