Experiment: Feb_23_chemo_expt vial 0, Tue Feb 23 14:42:27 2021
0.0045,1610
0.0102,1617
0.0159,1617
0.0215,1624
0.0269,1636
0.0325,1638
0.0382,1630
0.0435,1636
0.0492,1635
0.0548,1633
0.0604,1637
0.0658,1632
0.0714,1633
0.0771,1636
0.0825,1633
0.0881,1633
0.0937,1637
0.0991,1632
0.1047,1636
0.1104,1635
0.1157,1631
0.1214,1636
0.127,1632
0.1327,1635
0.138,1639
0.1437,1633
0.1493,1636
0.1547,1635
0.1603,1634
0.166,1635
0.1713,1632
0.177,1634
0.1824,1634
0.188,1635
0.1936,1634
0.1993,1635
