Experiment: Feb_23_chemo_expt vial 14, Tue Feb 23 14:42:27 2021
0.0045,1606
0.0102,1611
0.0159,1613
0.0215,1623
0.0269,1628
0.0325,1625
0.0382,1623
0.0435,1629
0.0492,1625
0.0548,1621
0.0604,1628
0.0658,1625
0.0714,1623
0.0771,1629
0.0825,1624
0.0881,1625
0.0937,1627
0.0991,1625
0.1047,1624
0.1104,1627
0.1157,1624
0.1214,1625
0.127,1628
0.1327,1623
0.138,1625
0.1437,1628
0.1493,1623
0.1547,1626
0.1603,1628
0.166,1623
0.1713,1626
0.177,1626
0.1824,1625
0.188,1627
0.1936,1626
0.1993,1624
