Experiment: Feb_23_chemo_expt vial 13, Tue Feb 23 14:42:27 2021
0.0045,1628
0.0102,1623
0.0159,1629
0.0215,1630
0.0269,1623
0.0325,1625
0.0382,1629
0.0435,1630
0.0492,1625
0.0548,1624
0.0604,1628
0.0658,1631
0.0714,1627
0.0771,1620
0.0825,1621
0.0881,1629
0.0937,1630
0.0991,1624
0.1047,1623
0.1104,1625
0.1157,1632
0.1214,1628
0.127,1622
0.1327,1623
0.138,1630
0.1437,1628
0.1493,1625
0.1547,1622
0.1603,1625
0.166,1630
0.1713,1628
0.177,1622
0.1824,1624
0.188,1629
0.1936,1630
0.1993,1624
