Experiment: Feb_23_chemo_expt vial 10, Tue Feb 23 14:42:27 2021
0.0045,1604
0.0102,1608
0.0159,1609
0.0215,1616
0.0269,1618
0.0325,1617
0.0382,1618
0.0435,1617
0.0492,1617
0.0548,1618
0.0604,1616
0.0658,1619
0.0714,1615
0.0771,1620
0.0825,1616
0.0881,1618
0.0937,1617
0.0991,1617
0.1047,1620
0.1104,1620
0.1157,1619
0.1214,1617
0.127,1619
0.1327,1618
0.138,1617
0.1437,1618
0.1493,1620
0.1547,1618
0.1603,1619
0.166,1616
0.1713,1619
0.177,1617
0.1824,1620
0.188,1618
0.1936,1618
0.1993,1620
