Experiment: Feb_23_chemo_expt vial 9, Tue Feb 23 14:42:27 2021
0.0045,1614
0.0102,1609
0.0159,1613
0.0215,1617
0.0269,1624
0.0325,1624
0.0382,1620
0.0435,1623
0.0492,1624
0.0548,1622
0.0604,1625
0.0658,1625
0.0714,1622
0.0771,1624
0.0825,1623
0.0881,1625
0.0937,1624
0.0991,1622
0.1047,1625
0.1104,1624
0.1157,1624
0.1214,1624
0.127,1622
0.1327,1623
0.138,1622
0.1437,1624
0.1493,1624
0.1547,1622
0.1603,1623
0.166,1622
0.1713,1622
0.177,1624
0.1824,1621
0.188,1625
0.1936,1623
0.1993,1622
