Experiment: Apr29_heat_tst_expt vial 15, Fri Apr 29 15:10:13 2022
0.0028,102
0.0084,104
0.0141,103
0.0194,105
0.0251,102
0.0307,104
0.0361,106
0.0417,103
0.0474,104
0.0528,105
0.0584,105
0.0641,105
0.0695,103
0.0751,103
0.0808,104
0.0861,100
0.0918,101
0.0972,104
0.1028,103
0.1085,104
0.1138,102
0.1195,105
0.1252,105
0.1306,103
0.1362,107
0.1419,103
0.1472,108
0.1529,104
0.1583,105
0.1639,105
0.1696,106
0.175,104
0.1806,103
0.1863,106
0.1917,105
0.1973,106
0.203,107
0.2084,103
0.2139,106
0.2196,104
0.225,104
0.2306,106
0.2363,108
0.2417,103
0.2473,106
0.253,106
0.2583,107
0.264,104
0.2696,102
0.2751,105
