Experiment: Apr29_heat_tst_expt vial 13, Fri Apr 29 15:10:13 2022
0.0028,28405
0.0084,28418
0.0141,28413
0.0194,28427
0.0251,28428
0.0307,28430
0.0361,28439
0.0417,28433
0.0474,28430
0.0528,28432
0.0584,28439
0.0641,28449
0.0695,28442
0.0751,28443
0.0808,28434
0.0861,28444
0.0918,28435
0.0972,28442
0.1028,28440
0.1085,28429
0.1138,28434
0.1195,28443
0.1252,28437
0.1306,28445
0.1362,28445
0.1419,28451
0.1472,28449
0.1529,28446
0.1583,28443
0.1639,28443
0.1696,28429
0.175,28438
0.1806,28441
0.1863,28438
0.1917,28439
0.1973,28442
0.203,28441
0.2084,28437
0.2139,28436
0.2196,28450
0.225,28439
0.2306,28445
0.2363,28444
0.2417,28438
0.2473,28442
0.253,28435
0.2583,28438
0.264,28430
0.2696,28431
0.2751,28430
