Experiment: Apr29_heat_tst_expt vial 9, Fri Apr 29 15:10:13 2022
0.0028,104
0.0084,103
0.0141,106
0.0194,104
0.0251,102
0.0307,104
0.0361,105
0.0417,104
0.0474,101
0.0528,103
0.0584,104
0.0641,107
0.0695,105
0.0751,105
0.0808,105
0.0861,98
0.0918,100
0.0972,102
0.1028,103
0.1085,107
0.1138,103
0.1195,102
0.1252,104
0.1306,103
0.1362,108
0.1419,105
0.1472,105
0.1529,101
0.1583,104
0.1639,105
0.1696,103
0.175,105
0.1806,105
0.1863,102
0.1917,106
0.1973,107
0.203,105
0.2084,105
0.2139,103
0.2196,105
0.225,105
0.2306,102
0.2363,100
0.2417,103
0.2473,105
0.253,107
0.2583,102
0.264,104
0.2696,101
0.2751,106
