Experiment: Apr29_heat_tst_expt vial 10, Fri Apr 29 15:10:13 2022
0.0028,103
0.0084,108
0.0141,107
0.0194,105
0.0251,104
0.0307,103
0.0361,106
0.0417,102
0.0474,104
0.0528,106
0.0584,103
0.0641,105
0.0695,104
0.0751,102
0.0808,103
0.0861,99
0.0918,101
0.0972,105
0.1028,101
0.1085,101
0.1138,102
0.1195,106
0.1252,106
0.1306,104
0.1362,105
0.1419,106
0.1472,104
0.1529,102
0.1583,102
0.1639,103
0.1696,101
0.175,106
0.1806,104
0.1863,107
0.1917,105
0.1973,106
0.203,104
0.2084,103
0.2139,104
0.2196,103
0.225,105
0.2306,103
0.2363,104
0.2417,105
0.2473,104
0.253,105
0.2583,103
0.264,104
0.2696,103
0.2751,106
