Experiment: Apr29_heat_tst_expt vial 14, Fri Apr 29 15:10:13 2022
0.0028,4917
0.0084,4942
0.0141,4919
0.0194,4927
0.0251,4917
0.0307,4930
0.0361,4927
0.0417,4900
0.0474,4903
0.0528,4913
0.0584,4918
0.0641,4913
0.0695,4911
0.0751,4901
0.0808,4869
0.0861,4907
0.0918,4910
0.0972,4907
0.1028,4898
0.1085,4904
0.1138,4897
0.1195,4904
0.1252,4901
0.1306,4917
0.1362,4921
0.1419,4895
0.1472,4884
0.1529,4911
0.1583,4912
0.1639,4885
0.1696,4884
0.175,4906
0.1806,4918
0.1863,4910
0.1917,4900
0.1973,4913
0.203,4910
0.2084,4907
0.2139,4906
0.2196,4902
0.225,4891
0.2306,4903
0.2363,4888
0.2417,4897
0.2473,4916
0.253,4894
0.2583,4898
0.264,4908
0.2696,4886
0.2751,4882
