Experiment: Apr29_heat_tst_expt vial 6, Fri Apr 29 15:10:13 2022
0.0028,103
0.0084,104
0.0141,105
0.0194,109
0.0251,104
0.0307,102
0.0361,105
0.0417,105
0.0474,103
0.0528,103
0.0584,104
0.0641,101
0.0695,103
0.0751,107
0.0808,103
0.0861,100
0.0918,102
0.0972,100
0.1028,104
0.1085,105
0.1138,104
0.1195,108
0.1252,105
0.1306,102
0.1362,106
0.1419,107
0.1472,106
0.1529,103
0.1583,105
0.1639,103
0.1696,106
0.175,105
0.1806,104
0.1863,105
0.1917,106
0.1973,107
0.203,106
0.2084,106
0.2139,107
0.2196,106
0.225,105
0.2306,106
0.2363,104
0.2417,105
0.2473,106
0.253,102
0.2583,106
0.264,103
0.2696,102
0.2751,105
