Experiment: Apr29_heat_tst_expt vial 0, Fri Apr 29 15:10:13 2022
0.0028,27082
0.0084,27088
0.0141,27112
0.0194,27105
0.0251,27119
0.0307,27059
0.0361,27053
0.0417,27113
0.0474,27149
0.0528,27112
0.0584,27223
0.0641,27244
0.0695,27223
0.0751,27216
0.0808,27227
0.0861,27239
0.0918,27254
0.0972,27167
0.1028,27258
0.1085,27248
0.1138,27253
0.1195,27265
0.1252,27246
0.1306,27169
0.1362,27255
0.1419,27256
0.1472,27189
0.1529,27256
0.1583,27247
0.1639,27190
0.1696,27244
0.175,27259
0.1806,27238
0.1863,27250
0.1917,27257
0.1973,27214
0.203,27261
0.2084,27243
0.2139,27226
0.2196,27215
0.225,27270
0.2306,27204
0.2363,27238
0.2417,27210
0.2473,27267
0.253,27255
0.2583,27278
0.264,27227
0.2696,27258
0.2751,27174
