Experiment: Apr29_heat_tst_expt vial 3, Fri Apr 29 15:10:13 2022
0.0028,28648
0.0084,28652
0.0141,28653
0.0194,28641
0.0251,28665
0.0307,28675
0.0361,28676
0.0417,28699
0.0474,28675
0.0528,28694
0.0584,28701
0.0641,28710
0.0695,28701
0.0751,28696
0.0808,28694
0.0861,28697
0.0918,28700
0.0972,28711
0.1028,28718
0.1085,28729
0.1138,28725
0.1195,28724
0.1252,28708
0.1306,28724
0.1362,28729
0.1419,28721
0.1472,28716
0.1529,28709
0.1583,28703
0.1639,28700
0.1696,28695
0.175,28714
0.1806,28703
0.1863,28707
0.1917,28722
0.1973,28693
0.203,28714
0.2084,28717
0.2139,28717
0.2196,28715
0.225,28711
0.2306,28728
0.2363,28720
0.2417,28713
0.2473,28722
0.253,28728
0.2583,28735
0.264,28713
0.2696,28706
0.2751,28706
