Experiment: Apr29_heat_tst_expt vial 5, Fri Apr 29 15:10:13 2022
0.0028,27825
0.0084,27831
0.0141,27837
0.0194,27849
0.0251,27855
0.0307,27867
0.0361,27876
0.0417,27889
0.0474,27896
0.0528,27910
0.0584,27906
0.0641,27915
0.0695,27924
0.0751,27928
0.0808,27931
0.0861,27928
0.0918,27935
0.0972,27931
0.1028,27943
0.1085,27937
0.1138,27941
0.1195,27945
0.1252,27943
0.1306,27954
0.1362,27958
0.1419,27957
0.1472,27948
0.1529,27948
0.1583,27946
0.1639,27945
0.1696,27938
0.175,27937
0.1806,27944
0.1863,27951
0.1917,27954
0.1973,27945
0.203,27960
0.2084,27961
0.2139,27969
0.2196,27968
0.225,27956
0.2306,27968
0.2363,27959
0.2417,27962
0.2473,27969
0.253,27963
0.2583,27972
0.264,27961
0.2696,27957
0.2751,27949
