Experiment: Apr29_heat_tst_expt vial 2, Fri Apr 29 15:10:13 2022
0.0028,28684
0.0084,28730
0.0141,28715
0.0194,28725
0.0251,28743
0.0307,28749
0.0361,28762
0.0417,28771
0.0474,28761
0.0528,28772
0.0584,28783
0.0641,28794
0.0695,28786
0.0751,28782
0.0808,28789
0.0861,28782
0.0918,28795
0.0972,28808
0.1028,28819
0.1085,28820
0.1138,28820
0.1195,28818
0.1252,28817
0.1306,28822
0.1362,28816
0.1419,28815
0.1472,28823
0.1529,28810
0.1583,28809
0.1639,28802
0.1696,28799
0.175,28814
0.1806,28802
0.1863,28819
0.1917,28816
0.1973,28799
0.203,28819
0.2084,28825
0.2139,28820
0.2196,28818
0.225,28826
0.2306,28825
0.2363,28827
0.2417,28824
0.2473,28834
0.253,28821
0.2583,28833
0.264,28824
0.2696,28817
0.2751,28816
