Experiment: Apr29_heat_tst_expt vial 4, Fri Apr 29 15:10:13 2022
0.0028,104
0.0084,101
0.0141,103
0.0194,104
0.0251,101
0.0307,103
0.0361,105
0.0417,104
0.0474,102
0.0528,104
0.0584,107
0.0641,104
0.0695,101
0.0751,104
0.0808,108
0.0861,101
0.0918,98
0.0972,102
0.1028,102
0.1085,104
0.1138,104
0.1195,110
0.1252,105
0.1306,104
0.1362,105
0.1419,106
0.1472,105
0.1529,105
0.1583,107
0.1639,104
0.1696,103
0.175,106
0.1806,104
0.1863,107
0.1917,104
0.1973,107
0.203,105
0.2084,103
0.2139,105
0.2196,104
0.225,108
0.2306,107
0.2363,103
0.2417,104
0.2473,108
0.253,106
0.2583,106
0.264,104
0.2696,107
0.2751,106
