Experiment: Apr24_2022_tst_expt vial 12, Sun Apr 24 16:07:10 2022
0.0019,27452
0.0065,27453
0.0119,27449
0.0175,27449
0.0232,27455
0.0288,27454
0.0342,27455
0.0398,27459
0.0455,27463
0.0508,27461
0.0565,27481
0.0621,27482
0.0675,27493
0.0731,27475
0.0787,27463
0.0844,27465
0.0897,27477
0.0954,27473
0.101,27490
0.1063,27509
0.112,27508
0.1176,27500
0.1232,27498
0.1286,27503
0.1342,27503
0.1399,27498
0.1455,27526
0.1509,27540
0.1565,27535
0.1621,27532
0.1675,27544
0.1731,27535
0.1786,27538
0.1843,27534
0.1896,27536
0.1953,27537
0.2009,27548
0.2066,27557
0.2119,27563
0.2176,27562
0.2232,27555
0.2286,27555
0.2342,27551
0.2398,27555
0.2454,27560
0.2508,27566
0.2564,27583
0.2621,27584
0.2677,27571
0.2731,27583
0.2787,27588
0.2843,27594
0.2897,27595
0.2953,27606
0.3008,27472
0.3065,27591
0.3121,27605
0.3175,27595
0.3231,27595
0.3287,27601
0.3344,27604
0.3398,27597
0.3452,27598
0.3508,27608
0.3565,27612
0.3621,27608
0.3675,27610
0.373,27619
0.3787,27624
0.3843,27625
0.3899,27628
0.3953,27630
0.4009,27628
0.4066,27634
0.4119,27628
0.4176,27646
0.423,27633
0.4287,27630
0.4343,27624
0.4397,27626
0.4453,27631
0.4509,27625
0.4566,27598
0.4619,27589
0.4676,27613
0.4732,27605
0.4788,27616
0.4842,27614
0.4898,27642
0.4955,27908
0.5008,28026
0.5065,28107
0.5121,28123
0.5177,27994
0.5231,27848
0.5287,27710
0.5344,27716
0.5397,27734
0.5454,27741
0.551,27749
0.5564,27754
0.562,27777
0.5677,27803
0.573,27821
0.5787,27820
0.5843,27839
0.5899,27856
0.5953,27862
0.6009,27873
0.6066,27917
0.6119,27924
0.6176,27924
0.6232,27921
0.6288,27971
0.6342,28009
0.6398,28015
0.6455,28014
0.6508,28010
0.6565,28017
0.6621,28021
0.6675,28027
0.6732,28032
0.6789,28036
0.6843,28031
0.6897,28038
0.6953,28050
0.7009,28045
0.7064,28048
0.712,28057
0.7177,27982
0.723,28058
0.7287,28066
0.7342,28075
0.7398,28069
0.7452,28073
0.7508,28083
0.7564,28084
0.762,28089
0.7675,28095
0.7731,28099
0.7787,28110
0.7844,28111
0.7897,28118
0.7954,28119
0.801,28128
0.8064,28158
0.8121,28178
0.8176,28190
