Experiment: Apr24_2022_tst_expt vial 2, Sun Apr 24 16:07:10 2022
0.0019,28563
0.0065,28570
0.0119,28571
0.0175,28622
0.0232,28646
0.0288,28833
0.0342,28908
0.0398,28956
0.0455,28994
0.0508,29039
0.0565,29095
0.0621,29121
0.0675,29125
0.0731,29148
0.0787,29116
0.0844,29125
0.0897,29157
0.0954,29175
0.101,29179
0.1063,29179
0.112,29186
0.1176,29196
0.1232,29198
0.1286,29177
0.1342,29187
0.1399,29186
0.1455,29171
0.1509,29189
0.1565,29146
0.1621,29125
0.1675,29133
0.1731,29009
0.1786,29055
0.1843,29067
0.1896,29065
0.1953,29146
0.2009,29167
0.2066,29163
0.2119,29200
0.2176,29204
0.2232,29135
0.2286,29217
0.2342,29226
0.2398,29247
0.2454,29236
0.2508,29253
0.2564,29246
0.2621,29248
0.2677,29261
0.2731,29269
0.2787,29263
0.2843,29292
0.2897,29285
0.2953,29288
0.3008,29302
0.3065,29291
0.3121,29297
0.3175,29307
0.3231,29307
0.3287,29292
0.3344,29292
0.3398,29302
0.3452,29301
0.3508,29291
0.3565,29291
0.3621,29308
0.3675,29310
0.373,29304
0.3787,29313
0.3843,29301
0.3899,29306
0.3953,29303
0.4009,29313
0.4066,29323
0.4119,29308
0.4176,29305
0.423,29300
0.4287,29296
0.4343,29292
0.4397,29285
0.4453,29284
0.4509,29278
0.4566,29284
0.4619,29279
0.4676,29274
0.4732,29275
0.4788,29279
0.4842,29282
0.4898,29280
0.4955,29274
0.5008,29281
0.5065,29277
0.5121,29277
0.5177,29268
0.5231,29274
0.5287,29267
0.5344,29277
0.5397,29265
0.5454,29269
0.551,29270
0.5564,29262
0.562,29266
0.5677,29265
0.573,29261
0.5787,29269
0.5843,29223
0.5899,29219
0.5953,29214
0.6009,29212
0.6066,29214
0.6119,29220
0.6176,29216
0.6232,29210
0.6288,29209
0.6342,29163
0.6398,29217
0.6455,29218
0.6508,29212
0.6565,29214
0.6621,29203
0.6675,29200
0.6732,29194
0.6789,29197
0.6843,29182
0.6897,29188
0.6953,29183
0.7009,29185
0.7064,29184
0.712,29179
0.7177,29179
0.723,28991
0.7287,29176
0.7342,29178
0.7398,29174
0.7452,29169
0.7508,29169
0.7564,29166
0.762,29163
0.7675,29168
0.7731,29153
0.7787,29150
0.7844,29153
0.7897,29146
0.7954,29145
0.801,29162
0.8064,29165
0.8121,29149
0.8176,29150
