Experiment: Apr24_2022_tst_expt vial 4, Sun Apr 24 16:07:10 2022
0.0019,1671
0.0065,2086
0.0119,1317
0.0175,1921
0.0232,708
0.0288,1174
0.0342,584
0.0398,2210
0.0455,1156
0.0508,520
0.0565,833
0.0621,1353
0.0675,651
0.0731,739
0.0787,932
0.0844,740
0.0897,499
0.0954,1812
0.101,753
0.1063,219
0.112,770
0.1176,1535
0.1232,2383
0.1286,1184
0.1342,840
0.1399,1068
0.1455,1136
0.1509,583
0.1565,567
0.1621,387
0.1675,942
0.1731,1394
0.1786,1034
0.1843,944
0.1896,320
0.1953,333
0.2009,1106
0.2066,1054
0.2119,1548
0.2176,1218
0.2232,663
0.2286,433
0.2342,1211
0.2398,1278
0.2454,776
0.2508,618
0.2564,1231
0.2621,1240
0.2677,1594
0.2731,1002
0.2787,618
0.2843,132
0.2897,2276
0.2953,689
0.3008,239
0.3065,381
0.3121,579
0.3175,478
0.3231,933
0.3287,1593
0.3344,337
0.3398,1429
0.3452,443
0.3508,782
0.3565,813
0.3621,810
0.3675,2373
0.373,1082
0.3787,820
0.3843,1422
0.3899,1165
0.3953,1124
0.4009,1093
0.4066,1124
0.4119,1358
0.4176,2746
0.423,851
0.4287,1108
0.4343,890
0.4397,354
0.4453,1321
0.4509,122
0.4566,635
0.4619,529
0.4676,664
0.4732,831
0.4788,1381
0.4842,1162
0.4898,1709
0.4955,1355
0.5008,687
0.5065,436
0.5121,635
0.5177,1770
0.5231,440
0.5287,142
0.5344,819
0.5397,181
0.5454,2555
0.551,613
0.5564,157
0.562,3067
0.5677,1291
0.573,1341
0.5787,748
0.5843,1535
0.5899,695
0.5953,1310
0.6009,1050
0.6066,1426
0.6119,282
0.6176,225
0.6232,442
0.6288,692
0.6342,213
0.6398,910
0.6455,850
0.6508,537
0.6565,2261
0.6621,1768
0.6675,2814
0.6732,570
0.6789,1483
0.6843,938
0.6897,196
0.6953,986
0.7009,907
0.7064,256
0.712,902
0.7177,2762
0.723,103
0.7287,28558
0.7342,28425
0.7398,28407
0.7452,27979
0.7508,28284
0.7564,28278
0.762,28283
0.7675,28285
0.7731,28283
0.7787,28276
0.7844,28270
0.7897,28268
0.7954,28284
0.801,28308
0.8064,28738
0.8121,28715
0.8176,28698
