Experiment: Apr24_2022_tst_expt vial 1, Sun Apr 24 16:07:10 2022
0.0019,28079
0.0065,28086
0.0119,28087
0.0175,28085
0.0232,28087
0.0288,28078
0.0342,28088
0.0398,28090
0.0455,28091
0.0508,28085
0.0565,28086
0.0621,28089
0.0675,28087
0.0731,28097
0.0787,28086
0.0844,28094
0.0897,28091
0.0954,28085
0.101,28106
0.1063,28097
0.112,28092
0.1176,28080
0.1232,28082
0.1286,28080
0.1342,28080
0.1399,28079
0.1455,28077
0.1509,28079
0.1565,28083
0.1621,28074
0.1675,28080
0.1731,28053
0.1786,28054
0.1843,28068
0.1896,28064
0.1953,28066
0.2009,28065
0.2066,28066
0.2119,28063
0.2176,28060
0.2232,28039
0.2286,28064
0.2342,28068
0.2398,28070
0.2454,28067
0.2508,28080
0.2564,28075
0.2621,28080
0.2677,28089
0.2731,28095
0.2787,28092
0.2843,28095
0.2897,28111
0.2953,28122
0.3008,28124
0.3065,28127
0.3121,28151
0.3175,28162
0.3231,28169
0.3287,28175
0.3344,28183
0.3398,28184
0.3452,28193
0.3508,28191
0.3565,28188
0.3621,28200
0.3675,28203
0.373,28206
0.3787,28212
0.3843,28225
0.3899,28213
0.3953,28219
0.4009,28228
0.4066,28230
0.4119,28231
0.4176,28229
0.423,28240
0.4287,28246
0.4343,28241
0.4397,28244
0.4453,28241
0.4509,28241
0.4566,28242
0.4619,28252
0.4676,28247
0.4732,28253
0.4788,28266
0.4842,28260
0.4898,28263
0.4955,28266
0.5008,28270
0.5065,28272
0.5121,28277
0.5177,28286
0.5231,28284
0.5287,28287
0.5344,28292
0.5397,28270
0.5454,28289
0.551,28289
0.5564,28291
0.562,28289
0.5677,28283
0.573,28269
0.5787,28265
0.5843,28248
0.5899,28224
0.5953,28213
0.6009,28188
0.6066,28183
0.6119,28174
0.6176,28135
0.6232,28114
0.6288,28111
0.6342,28097
0.6398,28065
0.6455,28049
0.6508,28028
0.6565,28018
0.6621,28051
0.6675,27980
0.6732,27971
0.6789,27967
0.6843,27950
0.6897,27952
0.6953,27931
0.7009,27924
0.7064,27927
0.712,27921
0.7177,27925
0.723,27788
0.7287,27930
0.7342,27897
0.7398,28099
0.7452,28074
0.7508,28080
0.7564,28156
0.762,28167
0.7675,28256
0.7731,28373
0.7787,28393
0.7844,28350
0.7897,28301
0.7954,28214
0.801,28102
0.8064,27951
0.8121,28015
0.8176,28191
