Experiment: Apr24_2022_tst_expt vial 5, Sun Apr 24 16:07:10 2022
0.0019,27977
0.0065,27979
0.0119,27981
0.0175,27989
0.0232,27994
0.0288,27983
0.0342,27988
0.0398,28000
0.0455,28000
0.0508,28002
0.0565,28010
0.0621,28011
0.0675,28009
0.0731,28014
0.0787,28014
0.0844,28010
0.0897,28017
0.0954,28018
0.101,28020
0.1063,28021
0.112,28022
0.1176,28023
0.1232,28020
0.1286,28015
0.1342,28010
0.1399,28010
0.1455,28020
0.1509,28026
0.1565,28010
0.1621,28016
0.1675,28025
0.1731,28016
0.1786,28024
0.1843,28014
0.1896,28020
0.1953,28021
0.2009,28021
0.2066,28022
0.2119,28019
0.2176,28019
0.2232,28017
0.2286,28018
0.2342,28018
0.2398,28025
0.2454,28018
0.2508,28021
0.2564,28023
0.2621,28019
0.2677,28026
0.2731,28031
0.2787,28009
0.2843,27974
0.2897,28023
0.2953,28025
0.3008,28030
0.3065,28029
0.3121,28032
0.3175,28036
0.3231,28023
0.3287,28025
0.3344,28034
0.3398,28025
0.3452,28030
0.3508,28035
0.3565,28026
0.3621,28030
0.3675,28031
0.373,28031
0.3787,28034
0.3843,28041
0.3899,28038
0.3953,28035
0.4009,28040
0.4066,28038
0.4119,28039
0.4176,28034
0.423,28042
0.4287,28035
0.4343,28029
0.4397,28036
0.4453,28035
0.4509,28035
0.4566,28039
0.4619,28030
0.4676,28029
0.4732,28020
0.4788,28034
0.4842,28032
0.4898,28035
0.4955,28032
0.5008,28034
0.5065,28038
0.5121,28039
0.5177,28036
0.5231,28034
0.5287,28030
0.5344,28047
0.5397,28039
0.5454,28031
0.551,28043
0.5564,28038
0.562,28034
0.5677,28031
0.573,28027
0.5787,28034
0.5843,28030
0.5899,28026
0.5953,28030
0.6009,28028
0.6066,28026
0.6119,28035
0.6176,28028
0.6232,28031
0.6288,28037
0.6342,28039
0.6398,28030
0.6455,28043
0.6508,28046
0.6565,28039
0.6621,28032
0.6675,28033
0.6732,28042
0.6789,28010
0.6843,28039
0.6897,28039
0.6953,28035
0.7009,28031
0.7064,28043
0.712,28042
0.7177,28020
0.723,28009
0.7287,478
0.7342,1559
0.7398,322
0.7452,341
0.7508,561
0.7564,439
0.762,164
0.7675,1360
0.7731,592
0.7787,723
0.7844,571
0.7897,723
0.7954,541
0.801,643
0.8064,572
0.8121,910
0.8176,173
