Experiment: Apr24_2022_tst_expt vial 11, Sun Apr 24 16:07:10 2022
0.0019,27606
0.0065,27596
0.0119,27582
0.0175,27578
0.0232,27544
0.0288,27536
0.0342,27505
0.0398,27478
0.0455,27493
0.0508,27479
0.0565,27485
0.0621,27481
0.0675,27478
0.0731,27469
0.0787,27454
0.0844,27442
0.0897,27478
0.0954,27475
0.101,27463
0.1063,27455
0.112,27441
0.1176,27439
0.1232,27433
0.1286,27456
0.1342,27448
0.1399,27475
0.1455,27484
0.1509,27489
0.1565,27549
0.1621,27562
0.1675,27570
0.1731,27550
0.1786,27548
0.1843,27564
0.1896,27537
0.1953,27533
0.2009,27574
0.2066,27544
0.2119,27620
0.2176,27648
0.2232,27653
0.2286,27657
0.2342,27662
0.2398,27683
0.2454,27678
0.2508,27674
0.2564,27684
0.2621,27692
0.2677,27661
0.2731,27697
0.2787,27623
0.2843,27621
0.2897,27623
0.2953,27643
0.3008,27641
0.3065,27577
0.3121,27494
0.3175,27498
0.3231,27380
0.3287,27344
0.3344,27344
0.3398,27240
0.3452,27182
0.3508,27161
0.3565,27116
0.3621,27110
0.3675,27133
0.373,27110
0.3787,27110
0.3843,27122
0.3899,27122
0.3953,27118
0.4009,27110
0.4066,27122
0.4119,27104
0.4176,27090
0.423,27124
0.4287,27086
0.4343,27056
0.4397,27092
0.4453,27049
0.4509,27067
0.4566,27037
0.4619,27056
0.4676,27044
0.4732,27057
0.4788,27029
0.4842,27044
0.4898,27021
0.4955,26995
0.5008,26999
0.5065,27012
0.5121,27051
0.5177,27033
0.5231,27045
0.5287,27018
0.5344,26996
0.5397,26998
0.5454,27011
0.551,27006
0.5564,26992
0.562,27015
0.5677,26974
0.573,27001
0.5787,26999
0.5843,26999
0.5899,26976
0.5953,26956
0.6009,26967
0.6066,26948
0.6119,26927
0.6176,26987
0.6232,26993
0.6288,26967
0.6342,26977
0.6398,26939
0.6455,26936
0.6508,26934
0.6565,26961
0.6621,26992
0.6675,26959
0.6732,26952
0.6789,26952
0.6843,27043
0.6897,26959
0.6953,27006
0.7009,26978
0.7064,26958
0.712,27006
0.7177,26932
0.723,26832
0.7287,26894
0.7342,26936
0.7398,26938
0.7452,26907
0.7508,26919
0.7564,26925
0.762,26933
0.7675,26925
0.7731,26972
0.7787,26924
0.7844,26914
0.7897,26960
0.7954,26983
0.801,26967
0.8064,26990
0.8121,26362
0.8176,26984
