Experiment: Apr24_2022_tst_expt vial 0, Sun Apr 24 16:07:10 2022
0.0019,27645
0.0065,27641
0.0119,27655
0.0175,27636
0.0232,27633
0.0288,27633
0.0342,27627
0.0398,27617
0.0455,27616
0.0508,27598
0.0565,27584
0.0621,27574
0.0675,27553
0.0731,27546
0.0787,27545
0.0844,27545
0.0897,27540
0.0954,27537
0.101,27536
0.1063,27527
0.112,27527
0.1176,27514
0.1232,27522
0.1286,27522
0.1342,27518
0.1399,27508
0.1455,27517
0.1509,27516
0.1565,27466
0.1621,27472
0.1675,27481
0.1731,27475
0.1786,27472
0.1843,27472
0.1896,27476
0.1953,27477
0.2009,27477
0.2066,27472
0.2119,27474
0.2176,27468
0.2232,27465
0.2286,27473
0.2342,27476
0.2398,27479
0.2454,27472
0.2508,27483
0.2564,27487
0.2621,27479
0.2677,27484
0.2731,27485
0.2787,27475
0.2843,27479
0.2897,27482
0.2953,27487
0.3008,27481
0.3065,27487
0.3121,27478
0.3175,27487
0.3231,27486
0.3287,27484
0.3344,27481
0.3398,27484
0.3452,27489
0.3508,27488
0.3565,27489
0.3621,27492
0.3675,27484
0.373,27484
0.3787,27501
0.3843,27492
0.3899,27487
0.3953,27493
0.4009,27492
0.4066,27498
0.4119,27497
0.4176,27488
0.423,27498
0.4287,27495
0.4343,27499
0.4397,27497
0.4453,27498
0.4509,27490
0.4566,27494
0.4619,27499
0.4676,27484
0.4732,27484
0.4788,27494
0.4842,27486
0.4898,27483
0.4955,27484
0.5008,27476
0.5065,27471
0.5121,27480
0.5177,27479
0.5231,27476
0.5287,27477
0.5344,27476
0.5397,27478
0.5454,27473
0.551,27482
0.5564,27469
0.562,27473
0.5677,27484
0.573,27470
0.5787,27476
0.5843,27465
0.5899,27464
0.5953,27463
0.6009,27465
0.6066,27468
0.6119,27474
0.6176,27468
0.6232,27470
0.6288,27474
0.6342,27482
0.6398,27475
0.6455,27471
0.6508,27471
0.6565,27478
0.6621,27480
0.6675,27473
0.6732,27470
0.6789,27474
0.6843,27475
0.6897,27466
0.6953,27468
0.7009,27465
0.7064,27474
0.712,27469
0.7177,27463
0.723,27430
0.7287,27536
0.7342,27527
0.7398,27512
0.7452,27519
0.7508,27521
0.7564,27505
0.762,27502
0.7675,27502
0.7731,27494
0.7787,27500
0.7844,27499
0.7897,27501
0.7954,27496
0.801,27507
0.8064,27501
0.8121,27487
0.8176,27490
