Experiment: Mar_23_T2_osmo_expt vial 5, Tue Mar 23 18:19:48 2021
0.0016,168
0.0069,165
0.0125,169
0.0179,169
0.0235,170
0.0292,169
0.0348,168
0.0401,169
0.0458,167
0.0514,170
0.057,170
0.0624,171
0.068,170
0.0736,169
0.0793,168
0.0846,169
0.0902,170
0.0959,172
0.1015,170
0.1068,170
0.1124,172
0.1181,170
0.1234,171
0.129,169
0.1346,170
0.1403,169
0.1459,169
0.1512,170
0.1569,168
0.1625,171
0.1681,171
0.1735,169
0.1791,171
0.1847,170
0.1904,168
0.1957,169
0.2013,172
0.207,169
0.2123,170
0.2179,171
0.2236,170
0.2292,168
0.2346,167
0.2401,170
0.2457,169
0.2514,167
0.257,171
0.2623,168
0.2679,169
0.2735,170
0.2792,172
0.2848,170
0.2901,168
0.2957,172
0.3014,169
0.307,171
0.3123,170
0.318,173
0.3235,169
0.3292,168
0.3348,170
0.3401,171
0.3458,169
0.3513,169
0.357,170
0.3623,171
0.368,169
0.3736,171
0.3792,172
0.3848,169
0.3901,166
0.3958,170
0.4014,170
0.407,168
0.4126,169
0.4179,168
0.4236,168
0.4292,167
0.4348,170
0.4401,170
0.4458,169
0.4514,169
0.4568,169
0.4624,169
0.468,169
0.4737,171
0.479,164
0.4846,169
0.4903,170
0.4959,172
0.5012,170
0.5069,170
0.5125,170
0.5181,172
0.5234,170
0.5291,169
0.5347,172
0.5401,170
0.5458,171
0.5514,170
0.557,168
0.5623,172
0.568,172
0.5736,170
0.5792,170
0.5846,171
0.5902,168
0.5959,170
0.6015,170
0.6068,172
0.6125,169
0.6181,170
0.6237,170
0.629,170
0.6347,167
0.6403,166
0.6457,168
0.6513,169
0.6569,169
0.6625,172
0.6679,170
0.6735,172
0.6791,171
0.6847,171
0.6901,169
0.6957,169
0.7013,168
0.7069,171
0.7125,169
0.7179,172
0.7235,171
0.7291,171
0.7348,172
0.7401,168
0.7457,169
0.7514,171
0.757,171
0.7623,171
0.768,170
0.7736,169
0.7792,169
0.7846,172
0.7902,172
0.7958,169
0.8015,170
0.8068,169
0.8124,170
0.8181,169
0.8234,169
0.829,170
0.8347,170
0.8403,171
0.8459,170
0.8513,168
0.8569,168
0.8625,170
0.8679,170
0.8735,170
0.8792,168
0.8848,168
0.8902,170
0.8958,170
0.9014,170
0.9068,171
0.9124,171
0.9181,170
0.9237,170
0.929,170
0.9347,172
0.9403,168
0.9459,170
0.9513,170
0.9569,170
0.9625,170
0.9681,173
0.9735,170
0.9791,170
0.9847,169
0.9903,174
0.9957,169
1.0013,168
1.007,171
1.0126,170
1.0179,171
1.0235,172
1.0292,167
1.0348,167
1.0401,169
1.0458,169
1.0514,171
1.057,171
1.0626,172
1.068,169
1.0736,169
1.0792,170
1.0848,170
1.0902,168
1.0958,171
1.1014,171
1.1068,167
1.1124,170
1.1181,171
1.1237,169
1.129,171
1.1347,169
1.1403,169
1.1459,170
1.1513,171
1.157,167
1.1623,170
1.1679,169
1.1736,170
1.1792,168
1.1845,169
1.1901,172
1.1958,169
1.2014,169
1.207,168
1.2124,172
1.218,170
1.2237,168
1.2293,168
1.2346,169
1.2402,169
1.2459,170
1.2515,169
1.2568,172
1.2625,168
1.2681,171
1.2737,171
1.279,167
1.2847,170
1.2903,171
1.2957,169
1.3013,167
1.3069,168
1.3125,172
1.3179,169
1.3235,167
1.3292,169
1.3348,169
1.3401,167
1.3458,167
1.3514,167
1.357,170
1.3624,170
1.368,172
1.3736,169
1.379,169
1.3846,168
1.3903,166
1.3959,168
1.4012,170
1.4069,169
1.4125,168
1.4181,170
1.4235,169
1.4291,168
1.4348,168
1.4401,168
1.4458,167
1.4514,169
1.457,168
1.4624,169
1.468,169
1.4736,169
1.4792,171
1.4846,170
1.4903,167
1.4959,168
1.5012,172
1.5069,169
1.5125,170
1.5181,169
1.5235,170
1.5291,170
1.5348,172
1.5401,169
1.5458,168
1.5514,169
1.5568,170
1.5624,169
1.568,170
1.5736,168
1.5793,171
1.5846,171
1.5902,171
1.5959,171
1.6015,171
1.6068,170
1.6124,169
1.6181,171
1.6237,169
1.6291,170
1.6347,167
1.6403,169
1.6457,170
1.6513,168
1.6569,168
1.6626,170
1.6679,171
1.6736,169
1.6792,170
1.6848,169
1.6902,166
1.6958,170
1.7015,171
1.7068,172
1.7124,170
1.7181,171
1.7237,168
1.729,173
1.7346,170
1.7403,170
1.7459,170
1.7513,170
1.7569,169
1.7624,170
1.768,170
1.7736,171
1.7793,171
1.7846,169
1.7902,173
1.7958,169
1.8014,169
1.8071,169
1.8124,170
1.818,167
1.8236,167
1.8293,168
1.8346,168
1.8402,168
1.8458,169
1.8514,169
1.8571,168
1.8624,167
1.868,168
1.8736,169
1.8792,167
1.8846,168
1.8902,171
1.8958,169
1.9014,168
1.9071,170
1.9124,166
1.918,169
1.9237,166
1.9292,167
1.9349,169
1.9402,168
1.9458,166
1.9515,168
1.9568,167
1.9624,168
1.9681,168
1.9737,170
1.979,168
1.9847,171
1.9903,167
1.9959,167
2.0069,167
2.0126,164
2.018,169
2.0236,167
2.0292,166
2.0348,169
2.0402,169
2.0458,169
2.0515,170
2.0568,168
2.0624,168
2.0681,167
2.0737,166
2.0791,164
2.0847,166
2.0904,167
2.096,167
2.1013,169
2.107,168
2.1126,165
2.1179,169
2.1236,167
2.1292,168
2.1348,167
2.1401,168
2.1458,167
2.1514,167
2.157,166
2.1624,166
2.168,167
2.1736,166
2.1793,169
2.1846,169
2.1902,168
2.1959,168
2.2015,167
2.2069,167
2.2125,167
2.2181,169
2.2235,168
2.2291,166
2.2347,166
2.2404,168
2.2457,168
2.2514,167
2.257,165
2.2627,167
2.268,167
2.2737,169
2.2793,169
2.2847,169
2.2903,168
2.2959,167
2.3015,168
2.3069,169
2.3125,167
2.3182,167
2.3235,167
2.3291,170
2.3348,170
2.3404,169
2.3457,168
2.3514,170
2.357,170
