Experiment: Mar_23_T2_osmo_expt vial 0, Tue Mar 23 18:19:48 2021
0.0016,12006
0.0069,12027
0.0125,12030
0.0179,11995
0.0235,12031
0.0292,11990
0.0348,11955
0.0401,11991
0.0458,12038
0.0514,12060
0.057,12022
0.0624,12037
0.068,12020
0.0736,12045
0.0793,12053
0.0846,12031
0.0902,12036
0.0959,12050
0.1015,12053
0.1068,12047
0.1124,12052
0.1181,12057
0.1234,12040
0.129,12096
0.1346,12083
0.1403,12047
0.1459,12031
0.1512,12062
0.1569,12074
0.1625,12065
0.1681,12079
0.1735,12068
0.1791,12050
0.1847,12115
0.1904,12092
0.1957,12041
0.2013,12067
0.207,12083
0.2123,12060
0.2179,12082
0.2236,12137
0.2292,12061
0.2346,12036
0.2401,12114
0.2457,12120
0.2514,12068
0.257,12069
0.2623,12118
0.2679,12055
0.2735,12083
0.2792,12135
0.2848,12118
0.2901,12132
0.2957,12081
0.3014,12056
0.307,12085
0.3123,12125
0.318,12115
0.3235,12092
0.3292,12081
0.3348,12093
0.3401,12110
0.3458,12114
0.3513,12094
0.357,12064
0.3623,12100
0.368,12137
0.3736,12118
0.3792,12088
0.3848,12098
0.3901,12136
0.3958,12126
0.4014,12090
0.407,12092
0.4126,12093
0.4179,12082
0.4236,12106
0.4292,12105
0.4348,12088
0.4401,12108
0.4458,12124
0.4514,12119
0.4568,12143
0.4624,12141
0.468,12088
0.4737,12149
0.479,12163
0.4846,12082
0.4903,12132
0.4959,12137
0.5012,12134
0.5069,12128
0.5125,12106
0.5181,12097
0.5234,12138
0.5291,12146
0.5347,12066
0.5401,12082
0.5458,12186
0.5514,12126
0.557,12099
0.5623,12185
0.568,12128
0.5736,12099
0.5792,12129
0.5846,12147
0.5902,12091
0.5959,12085
0.6015,12125
0.6068,12124
0.6125,12094
0.6181,12114
0.6237,12143
0.629,12118
0.6347,12120
0.6403,12118
0.6457,12151
0.6513,12121
0.6569,12147
0.6625,12121
0.6679,12081
0.6735,12160
0.6791,12126
0.6847,12086
0.6901,12110
0.6957,12175
0.7013,12140
0.7069,12114
0.7125,12111
0.7179,12150
0.7235,12180
0.7291,12150
0.7348,12072
0.7401,12106
0.7457,12169
0.7514,12167
0.757,12105
0.7623,12153
0.768,12125
0.7736,12142
0.7792,12178
0.7846,12121
0.7902,12111
0.7958,12096
0.8015,12153
0.8068,12137
0.8124,12072
0.8181,12091
0.8234,12125
0.829,12146
0.8347,12140
0.8403,12146
0.8459,12140
0.8513,12100
0.8569,12122
0.8625,12143
0.8679,12143
0.8735,12119
0.8792,12120
0.8848,12166
0.8902,12181
0.8958,12164
0.9014,12143
0.9068,12132
0.9124,12179
0.9181,12153
0.9237,12132
0.929,12132
0.9347,12134
0.9403,12149
0.9459,12142
0.9513,12153
0.9569,12176
0.9625,12162
0.9681,12095
0.9735,12163
0.9791,12161
0.9847,12126
0.9903,12119
0.9957,12150
1.0013,12133
1.007,12185
1.0126,12147
1.0179,12104
1.0235,12128
1.0292,12178
1.0348,12153
1.0401,12124
1.0458,12115
1.0514,12136
1.057,12155
1.0626,12150
1.068,12140
1.0736,12142
1.0792,12135
1.0848,12161
1.0902,12163
1.0958,12150
1.1014,12137
1.1068,12166
1.1124,12100
1.1181,12168
1.1237,12201
1.129,12121
1.1347,12115
1.1403,12174
1.1459,12169
1.1513,12158
1.157,12168
1.1623,12152
1.1679,12169
1.1736,12157
1.1792,12120
1.1845,12141
1.1901,12199
1.1958,12176
1.2014,12107
1.207,12129
1.2124,12192
1.218,12176
1.2237,12138
1.2293,12114
1.2346,12156
1.2402,12171
1.2459,12157
1.2515,12172
1.2568,12111
1.2625,12124
1.2681,12161
1.2737,12149
1.279,12118
1.2847,12124
1.2903,12149
1.2957,12144
1.3013,12153
1.3069,12187
1.3125,12116
1.3179,12092
1.3235,12145
1.3292,12159
1.3348,12133
1.3401,12132
1.3458,12148
1.3514,12141
1.357,12157
1.3624,12183
1.368,12146
1.3736,12165
1.379,12162
1.3846,12116
1.3903,12136
1.3959,12140
1.4012,12130
1.4069,12142
1.4125,12142
1.4181,12171
1.4235,12169
1.4291,12177
1.4348,12165
1.4401,12168
1.4458,12131
1.4514,12133
1.457,12184
1.4624,12179
1.468,12152
1.4736,12176
1.4792,12175
1.4846,12153
1.4903,12152
1.4959,12156
1.5012,12135
1.5069,12159
1.5125,12201
1.5181,12206
1.5235,12127
1.5291,12141
1.5348,12136
1.5401,12200
1.5458,12195
1.5514,12160
1.5568,12115
1.5624,12152
1.568,12190
1.5736,12185
1.5793,12154
1.5846,12151
1.5902,12153
1.5959,12163
1.6015,12175
1.6068,12168
1.6124,12141
1.6181,12142
1.6237,12198
1.6291,12152
1.6347,12135
1.6403,12131
1.6457,12136
1.6513,12091
1.6569,12123
1.6626,12132
1.6679,12154
1.6736,12166
1.6792,12132
1.6848,12120
1.6902,12146
1.6958,12170
1.7015,12132
1.7068,12101
1.7124,12136
1.7181,12212
1.7237,12133
1.729,12096
1.7346,12153
1.7403,12159
1.7459,12132
1.7513,12154
1.7569,12142
1.7624,12115
1.768,12120
1.7736,12118
1.7793,12183
1.7846,12162
1.7902,12120
1.7958,12138
1.8014,12171
1.8071,12167
1.8124,12166
1.818,12141
1.8236,12137
1.8293,12197
1.8346,12140
1.8402,12134
1.8458,12192
1.8514,12139
1.8571,12159
1.8624,12160
1.868,12128
1.8736,12128
1.8792,12193
1.8846,12202
1.8902,12163
1.8958,12157
1.9014,12156
1.9071,12153
1.9124,12176
1.918,12172
1.9237,12157
1.9292,12158
1.9349,12170
1.9402,12176
1.9458,12183
1.9515,12166
1.9568,12178
1.9624,12183
1.9681,12185
1.9737,12158
1.979,12166
1.9847,12176
1.9903,12184
1.9959,12178
2.0069,12152
2.0126,12178
2.018,12175
2.0236,12162
2.0292,12175
2.0348,12185
2.0402,12173
2.0458,12190
2.0515,12160
2.0568,12162
2.0624,12183
2.0681,12182
2.0737,12165
2.0791,12168
2.0847,12127
2.0904,12182
2.096,12169
2.1013,12132
2.107,12106
2.1126,12188
2.1179,12179
2.1236,12135
2.1292,12172
2.1348,12166
2.1401,12142
2.1458,12193
2.1514,12174
2.157,12167
2.1624,12115
2.168,12140
2.1736,12195
2.1793,12177
2.1846,12126
2.1902,12096
2.1959,12219
2.2015,12224
2.2069,12175
2.2125,12145
2.2181,12169
2.2235,12146
2.2291,12191
2.2347,12157
2.2404,12159
2.2457,12137
2.2514,12142
2.257,12177
2.2627,12130
2.268,12125
2.2737,12139
2.2793,12163
2.2847,12120
2.2903,12144
2.2959,12164
2.3015,12170
2.3069,12133
2.3125,12109
2.3182,12115
2.3235,12152
2.3291,12137
2.3348,12078
2.3404,12116
2.3457,12173
2.3514,12073
2.357,12129
2.3626,12156
2.368,12071
2.3736,12071
2.3792,12092
2.3849,12105
2.3902,12097
2.3958,12058
2.4015,12075
2.4068,12114
2.4124,12090
2.4181,12113
2.4237,12096
2.4293,12083
2.4347,12128
2.4403,12097
2.446,12091
2.4513,12081
2.457,12056
2.4626,12089
2.4682,12122
2.4736,12094
2.4792,12035
2.4848,12097
2.4902,12090
2.4958,12076
2.5014,12054
2.5071,12084
2.5124,12059
2.5181,12065
2.5237,12029
2.5293,12050
2.5347,12042
2.5403,12051
2.5459,12029
2.5513,12043
2.5569,12046
2.5626,12022
2.5682,12030
2.5736,12029
2.5792,12011
2.5848,12017
2.5905,12038
2.5958,12040
2.6014,12021
2.6071,12015
2.6124,12026
2.618,12040
2.6236,12052
2.6293,12020
2.6346,12033
2.6403,12018
2.6459,12021
2.6515,12027
2.6569,12002
2.6625,12020
2.6681,12003
2.6737,12021
2.6793,12029
2.6847,12043
2.6903,12011
2.6959,12024
2.7016,12034
2.7069,12026
2.7126,12038
2.7182,12047
2.7235,12050
2.7292,12007
2.7348,12031
2.7404,12067
2.7458,12025
2.7514,12033
2.757,12020
2.7626,12020
2.768,12065
2.7736,12019
2.7792,12000
2.7849,12057
2.7902,12056
2.7959,11979
2.8015,12026
2.8071,12074
2.8125,12028
2.8181,12027
2.8237,12039
2.8291,12042
2.8347,12021
2.8404,12037
2.846,12025
2.8513,12027
2.857,12016
2.8626,12029
2.8682,12060
2.8736,12021
2.8792,12009
2.8848,12034
2.8902,12093
2.8958,12035
2.9015,11977
2.9071,12020
2.9124,12054
2.9181,12064
2.9237,12019
2.9293,12006
2.9346,12032
2.9403,12053
2.9459,12034
2.9515,12049
2.9571,12039
2.9625,12042
2.9681,12053
2.9737,12118
2.9793,12029
2.9847,11984
2.9903,12049
2.9959,12067
3.0069,12033
3.0125,12001
3.0182,12056
3.0236,12075
3.0292,12067
3.0348,12037
3.0405,12099
3.0458,12081
3.0514,12041
3.0571,12096
3.0627,12097
3.068,12102
3.0737,12055
3.0793,12061
3.0849,12110
3.0902,12122
3.0959,12068
3.1015,12062
3.1071,12074
3.1125,12092
3.1181,12059
3.1237,12074
3.1294,12039
3.1347,12019
3.1403,12103
3.146,12120
3.1513,12066
3.157,12042
3.1626,12054
3.1682,12136
3.1736,12102
3.1792,12047
3.1848,12042
3.1905,12060
3.1958,12072
3.2014,12041
3.207,12093
3.2127,12062
3.218,12047
3.2236,12066
3.2293,12072
3.2349,12037
3.2402,12071
3.2458,12061
3.2515,12064
3.2571,12055
3.2627,12039
3.268,12077
3.2737,12087
3.2793,12027
3.2846,12014
3.2903,12055
3.2959,12080
3.3015,12047
3.3071,12030
3.3125,12045
3.3181,12052
3.3237,12090
3.3294,12035
3.3347,12036
3.3403,12067
3.3459,12059
3.3516,12077
3.3569,12092
3.3625,12061
3.3681,12014
3.3737,12089
3.3791,12105
3.3847,12060
3.3904,12053
3.3959,12060
3.4015,12062
3.4072,12070
3.4125,12079
3.4181,12074
3.4237,12027
3.4293,12086
3.4347,12151
3.4404,12081
3.446,12033
3.4513,12066
3.457,12127
3.4626,12081
3.4682,12040
3.4739,12061
3.4792,12076
3.4848,12071
3.4904,12059
3.4961,12062
3.5015,12041
3.5071,12064
3.5127,12048
3.518,12058
3.5237,12080
3.5293,12051
3.5346,12053
3.5403,12053
3.5459,12078
3.5515,12072
3.5572,12107
3.5625,12092
3.5681,12033
3.5738,12067
3.5794,12122
3.5847,12097
3.5903,12061
3.596,12060
3.6016,12075
3.6069,12113
3.6126,12078
3.6182,12061
3.6236,12051
3.6292,12061
3.6349,12065
3.6405,12057
3.6458,12032
3.6515,12029
3.6571,12054
3.6627,12057
3.6681,12054
3.6737,12077
3.6793,12025
3.6847,12036
3.6903,12050
3.696,12072
3.7016,12055
3.7069,12034
3.7126,12058
3.7182,12048
3.7238,12090
3.7292,12092
3.7348,12053
3.7405,12061
3.7458,12042
3.7514,12042
3.7571,12119
3.7627,12041
3.7681,12014
3.7737,12056
3.7793,12154
3.7849,12092
3.7903,12040
3.7959,12102
3.8015,12100
3.8072,12130
3.8125,12133
3.8182,12131
3.8238,12083
3.8291,12103
3.8348,12137
3.8404,12086
3.846,12119
3.8514,12142
3.857,12100
3.8626,12103
3.8682,12082
