Experiment: Mar_23_T2_osmo_expt vial 3, Tue Mar 23 18:19:48 2021
0.0016,55251
0.0069,55218
0.0125,55222
0.0179,55164
0.0235,55179
0.0292,55183
0.0348,55169
0.0401,55174
0.0458,55183
0.0514,55174
0.057,55173
0.0624,55183
0.068,55167
0.0736,55180
0.0793,55169
0.0846,55175
0.0902,55166
0.0959,55167
0.1015,55165
0.1068,55167
0.1124,55167
0.1181,55157
0.1234,55157
0.129,55161
0.1346,55157
0.1403,55151
0.1459,55145
0.1512,55139
0.1569,55142
0.1625,55133
0.1681,55132
0.1735,55129
0.1791,55125
0.1847,55127
0.1904,55120
0.1957,55115
0.2013,55114
0.207,55109
0.2123,55103
0.2179,55103
0.2236,55099
0.2292,55099
0.2346,55099
0.2401,55098
0.2457,55089
0.2514,55090
0.257,55097
0.2623,55092
0.2679,55086
0.2735,55094
0.2792,55091
0.2848,55091
0.2901,55095
0.2957,55098
0.3014,55095
0.307,55099
0.3123,55105
0.318,55105
0.3235,55104
0.3292,55098
0.3348,55097
0.3401,55106
0.3458,55103
0.3513,55092
0.357,55098
0.3623,55097
0.368,55099
0.3736,55087
0.3792,55071
0.3848,55079
0.3901,55085
0.3958,55074
0.4014,55067
0.407,55071
0.4126,55068
0.4179,55064
0.4236,55066
0.4292,55054
0.4348,55061
0.4401,55057
0.4458,55056
0.4514,55059
0.4568,55060
0.4624,55057
0.468,55051
0.4737,55049
0.479,55051
0.4846,55049
0.4903,55051
0.4959,55049
0.5012,55041
0.5069,55041
0.5125,55035
0.5181,55040
0.5234,55043
0.5291,55045
0.5347,55034
0.5401,55044
0.5458,55045
0.5514,55030
0.557,55038
0.5623,55044
0.568,55032
0.5736,55036
0.5792,55037
0.5846,55036
0.5902,55030
0.5959,55031
0.6015,55034
0.6068,55027
0.6125,55021
0.6181,55019
0.6237,55014
0.629,55014
0.6347,55008
0.6403,55004
0.6457,55000
0.6513,55001
0.6569,54998
0.6625,54997
0.6679,54989
0.6735,54995
0.6791,54998
0.6847,54989
0.6901,54994
0.6957,54995
0.7013,54989
0.7069,54996
0.7125,54989
0.7179,54990
0.7235,54997
0.7291,54991
0.7348,54983
0.7401,54988
0.7457,54990
0.7514,54988
0.757,54985
0.7623,54993
0.768,54991
0.7736,54987
0.7792,54994
0.7846,54983
0.7902,54987
0.7958,54980
0.8015,54992
0.8068,54993
0.8124,54966
0.8181,54988
0.8234,54984
0.829,54983
0.8347,54977
0.8403,54981
0.8459,54972
0.8513,54973
0.8569,54968
0.8625,54973
0.8679,54969
0.8735,54960
0.8792,54961
0.8848,54956
0.8902,54955
0.8958,54958
0.9014,54955
0.9068,54955
0.9124,54955
0.9181,54953
0.9237,54955
0.929,54949
0.9347,54954
0.9403,54948
0.9459,54950
0.9513,54944
0.9569,54945
0.9625,54947
0.9681,54938
0.9735,54942
0.9791,54950
0.9847,54942
0.9903,54942
0.9957,54944
1.0013,54947
1.007,54950
1.0126,54945
1.0179,54946
1.0235,54949
1.0292,54947
1.0348,54947
1.0401,54939
1.0458,54947
1.0514,54948
1.057,54951
1.0626,54953
1.068,54950
1.0736,54946
1.0792,54953
1.0848,54936
1.0902,54931
1.0958,54934
1.1014,54938
1.1068,54940
1.1124,54936
1.1181,54939
1.1237,54937
1.129,54934
1.1347,54938
1.1403,54934
1.1459,54934
1.1513,54924
1.157,54922
1.1623,54926
1.1679,54927
1.1736,54924
1.1792,54919
1.1845,54917
1.1901,54921
1.1958,54917
1.2014,54907
1.207,54901
1.2124,54902
1.218,54894
1.2237,54888
1.2293,54890
1.2346,54887
1.2402,54889
1.2459,54887
1.2515,54877
1.2568,54870
1.2625,54871
1.2681,54880
1.2737,54881
1.279,54877
1.2847,54873
1.2903,54870
1.2957,54871
1.3013,54879
1.3069,54875
1.3125,54878
1.3179,54869
1.3235,54876
1.3292,54875
1.3348,54875
1.3401,54883
1.3458,54877
1.3514,54876
1.357,54878
1.3624,54868
1.368,54875
1.3736,54873
1.379,54866
1.3846,54860
1.3903,54869
1.3959,54870
1.4012,54870
1.4069,54871
1.4125,54867
1.4181,54870
1.4235,54871
1.4291,54871
1.4348,54870
1.4401,54866
1.4458,54865
1.4514,54862
1.457,54867
1.4624,54869
1.468,54863
1.4736,54863
1.4792,54864
1.4846,54866
1.4903,54858
1.4959,54858
1.5012,54855
1.5069,54851
1.5125,54842
1.5181,54851
1.5235,54841
1.5291,54842
1.5348,54834
1.5401,54842
1.5458,54841
1.5514,54833
1.5568,54830
1.5624,54835
1.568,54837
1.5736,54834
1.5793,54833
1.5846,54827
1.5902,54832
1.5959,54826
1.6015,54829
1.6068,54825
1.6124,54823
1.6181,54824
1.6237,54825
1.6291,54826
1.6347,54821
1.6403,54823
1.6457,54825
1.6513,54817
1.6569,54823
1.6626,54822
1.6679,54818
1.6736,54821
1.6792,54822
1.6848,54812
1.6902,54813
1.6958,54824
1.7015,54811
1.7068,54813
1.7124,54818
1.7181,54822
1.7237,54816
1.729,54811
1.7346,54814
1.7403,54807
1.7459,54812
1.7513,54815
1.7569,54819
1.7624,54816
1.768,54817
1.7736,54823
1.7793,54830
1.7846,54827
1.7902,54828
1.7958,54827
1.8014,54839
1.8071,54837
1.8124,54835
1.818,54827
1.8236,54833
1.8293,54841
1.8346,54843
1.8402,54845
1.8458,54853
1.8514,54856
1.8571,54866
1.8624,54866
1.868,54864
1.8736,54870
1.8792,54872
1.8846,54882
1.8902,54882
1.8958,54880
1.9014,54882
1.9071,54883
1.9124,54886
1.918,54885
1.9237,54882
1.9292,54889
1.9349,54888
1.9402,54887
1.9458,54891
1.9515,54886
1.9568,54887
1.9624,54895
1.9681,54900
1.9737,54893
1.979,54891
1.9847,54900
1.9903,54902
1.9959,54898
2.0069,54891
2.0126,54898
2.018,54894
2.0236,54883
2.0292,54891
2.0348,54888
2.0402,54877
2.0458,54883
2.0515,54883
2.0568,54877
2.0624,54880
2.0681,54870
2.0737,54868
2.0791,54869
2.0847,54871
2.0904,54871
2.096,54875
2.1013,54867
2.107,54864
2.1126,54867
2.1179,54841
2.1236,54866
2.1292,54870
2.1348,54868
2.1401,54872
2.1458,54872
2.1514,54879
2.157,54874
2.1624,54866
2.168,54875
2.1736,54880
2.1793,54893
2.1846,54845
2.1902,54883
2.1959,54890
2.2015,54892
2.2069,54890
2.2125,54895
2.2181,54894
2.2235,54897
2.2291,54892
2.2347,54898
2.2404,54897
2.2457,54886
2.2514,54887
2.257,54876
2.2627,54877
2.268,54877
2.2737,54877
2.2793,54872
2.2847,54856
2.2903,54862
2.2959,54848
2.3015,54846
2.3069,54851
2.3125,54863
2.3182,54856
2.3235,54863
2.3291,54859
2.3348,54867
2.3404,54869
2.3457,54883
2.3514,54861
2.357,54869
2.3626,54871
2.368,54871
2.3736,54872
2.3792,54863
2.3849,54879
2.3902,54872
2.3958,54881
2.4015,54886
2.4068,54895
2.4124,54898
2.4181,54900
2.4237,54903
2.4293,54891
2.4347,54897
2.4403,54883
2.446,54909
2.4513,54912
2.457,54907
2.4626,54905
2.4682,54914
2.4736,54917
2.4792,54918
2.4848,54918
2.4902,54918
2.4958,54919
2.5014,54920
2.5071,54931
2.5124,54921
2.5181,54929
2.5237,54922
2.5293,54929
2.5347,54928
2.5403,54928
2.5459,54925
2.5513,54932
2.5569,54928
2.5626,54929
2.5682,54935
2.5736,54930
2.5792,54920
2.5848,54924
2.5905,54926
2.5958,54929
2.6014,54921
2.6071,54934
2.6124,54922
2.618,54898
2.6236,54929
2.6293,54897
2.6346,54912
2.6403,54920
2.6459,54920
2.6515,54919
2.6569,54922
2.6625,54914
2.6681,54911
2.6737,54921
2.6793,54923
2.6847,54911
2.6903,54914
2.6959,54917
2.7016,54915
2.7069,54920
2.7126,54930
2.7182,54916
2.7235,54915
2.7292,54918
2.7348,54915
2.7404,54909
2.7458,54922
2.7514,54917
2.757,54925
2.7626,54923
2.768,54925
2.7736,54925
2.7792,54925
2.7849,54926
2.7902,54921
2.7959,54919
2.8015,54923
2.8071,54921
2.8125,54926
2.8181,54922
2.8237,54910
2.8291,54921
2.8347,54912
2.8404,54910
2.846,54913
2.8513,54911
2.857,54902
2.8626,54904
2.8682,54913
2.8736,54910
2.8792,54876
2.8848,54911
2.8902,54914
2.8958,54915
2.9015,54905
2.9071,54914
2.9124,54916
2.9181,54908
2.9237,54916
2.9293,54916
2.9346,54919
2.9403,54923
2.9459,54924
2.9515,54916
2.9571,54914
2.9625,54918
2.9681,54918
2.9737,54915
2.9793,54918
2.9847,54912
2.9903,54912
2.9959,54919
3.0069,54922
3.0125,54917
3.0182,54925
3.0236,54930
3.0292,54923
3.0348,54923
3.0405,54930
3.0458,54932
3.0514,54934
3.0571,54932
3.0627,54938
3.068,54939
3.0737,54932
3.0793,54924
3.0849,54933
3.0902,54931
3.0959,54932
3.1015,54929
3.1071,54934
3.1125,54935
3.1181,54936
3.1237,54934
3.1294,54933
3.1347,54934
3.1403,54935
3.146,54943
3.1513,54937
3.157,54932
3.1626,54933
3.1682,54940
3.1736,54937
3.1792,54939
3.1848,54945
3.1905,54939
3.1958,54939
3.2014,54938
3.207,54938
