Experiment: Mar_1_Turb_expt vial 8, Mon Mar  1 18:39:12 2021
0.0038,1628
0.0094,1635
0.0151,1631
0.0204,1631
0.0261,1633
0.0318,1635
0.0372,1629
0.0429,1628
0.0482,1632
0.0539,1637
0.0595,1633
0.065,1627
0.0707,1628
0.0766,1634
0.0817,1636
0.0873,1629
0.0927,1627
0.0984,1632
0.104,1637
0.1094,1631
0.115,1626
0.1207,1629
0.126,1635
0.1317,1635
0.1373,1630
0.143,1627
0.1483,1628
0.154,1639
0.1594,1635
0.165,1630
0.1707,1627
0.1761,1632
0.1817,1635
0.1874,1631
0.1928,1627
0.1985,1633
0.2039,1636
0.2096,1633
0.215,1629
0.2205,1630
0.2261,1635
0.2315,1635
0.2373,1630
0.2427,1627
0.2483,1633
0.254,1636
0.2594,1632
0.265,1626
0.2707,1628
0.2761,1637
0.2817,1634
0.2874,1628
0.2927,1627
0.2984,1633
0.304,1637
0.3094,1631
0.3151,1627
0.3207,1633
0.3261,1637
0.3317,1636
0.3374,1628
0.3427,1628
0.3484,1634
0.354,1636
0.3594,1630
0.365,1629
0.3707,1634
0.3761,1636
0.3817,1629
0.3874,1628
0.3927,1633
0.3984,1635
0.404,1631
0.4094,1629
0.415,1632
0.4207,1637
0.426,1634
0.4317,1628
0.4373,1628
0.4429,1635
0.4483,1638
0.4539,1631
0.4596,1627
0.465,1631
0.4706,1637
0.476,1635
0.4817,1628
0.4873,1627
0.4929,1632
0.4983,1640
0.504,1636
0.5096,1628
0.515,1628
0.5206,1634
0.5263,1637
0.5316,1630
0.5373,1628
0.5429,1631
0.5483,1637
0.5539,1634
0.5596,1628
0.5649,1627
0.5706,1634
0.5762,1638
0.5819,1632
0.5872,1628
0.5929,1632
0.5982,1637
0.6039,1634
0.6095,1628
0.6152,1627
0.6205,1633
0.6262,1638
0.6318,1632
0.6372,1626
0.6428,1630
0.6485,1636
0.6539,1638
0.6594,1629
0.665,1627
0.6706,1631
0.6763,1637
0.6817,1632
0.6872,1627
0.6928,1631
0.6985,1636
0.7038,1634
0.7095,1627
0.715,1629
0.7206,1635
0.7263,1636
0.7316,1630
0.7373,1628
0.7428,1631
0.7484,1638
0.7541,1634
0.7594,1627
0.7651,1628
0.7706,1634
0.7763,1637
0.7816,1632
0.7873,1626
0.7929,1629
0.7983,1636
0.8039,1635
0.8096,1628
0.8152,1627
0.8206,1631
0.8262,1637
0.8316,1636
0.8372,1629
