Experiment: Mar_1_Turb_expt vial 4, Mon Mar  1 18:39:12 2021
0.0038,1612
0.0094,1610
0.0151,1610
0.0204,1614
0.0261,1608
0.0318,1612
0.0372,1613
0.0429,1608
0.0482,1611
0.0539,1612
0.0595,1608
0.065,1613
0.0707,1612
0.0766,1608
0.0817,1614
0.0873,1610
0.0927,1605
0.0984,1614
0.104,1611
0.1094,1609
0.115,1614
0.1207,1613
0.126,1610
0.1317,1614
0.1373,1608
0.143,1612
0.1483,1613
0.154,1609
0.1594,1612
0.165,1614
0.1707,1610
0.1761,1609
0.1817,1613
0.1874,1608
0.1928,1610
0.1985,1615
0.2039,1606
0.2096,1607
0.215,1617
0.2205,1611
0.2261,1609
0.2315,1614
0.2373,1609
0.2427,1609
0.2483,1616
0.254,1608
0.2594,1609
0.265,1614
0.2707,1610
0.2761,1608
0.2817,1612
0.2874,1611
0.2927,1609
0.2984,1615
0.304,1611
0.3094,1608
0.3151,1612
0.3207,1610
0.3261,1608
0.3317,1614
0.3374,1611
0.3427,1608
0.3484,1611
0.354,1612
0.3594,1608
0.365,1611
0.3707,1615
0.3761,1607
0.3817,1610
0.3874,1615
0.3927,1609
0.3984,1609
0.404,1613
0.4094,1610
0.415,1608
0.4207,1613
0.426,1612
0.4317,1610
0.4373,1613
0.4429,1610
0.4483,1607
0.4539,1611
0.4596,1612
0.465,1609
0.4706,1615
0.476,1611
0.4817,1606
0.4873,1613
0.4929,1613
0.4983,1606
0.504,1612
0.5096,1612
0.515,1608
0.5206,1611
0.5263,1613
0.5316,1607
0.5373,1611
0.5429,1616
0.5483,1608
0.5539,1609
0.5596,1613
0.5649,1611
0.5706,1607
0.5762,1613
0.5819,1612
0.5872,1607
0.5929,1614
0.5982,1612
0.6039,1608
0.6095,1612
0.6152,1612
0.6205,1609
0.6262,1613
0.6318,1611
0.6372,1605
0.6428,1609
0.6485,1613
0.6539,1606
0.6594,1612
0.665,1614
0.6706,1606
0.6763,1609
0.6817,1615
0.6872,1610
0.6928,1610
0.6985,1614
0.7038,1609
0.7095,1611
0.715,1613
0.7206,1608
0.7263,1610
0.7316,1611
0.7373,1607
0.7428,1607
0.7484,1615
0.7541,1612
0.7594,1607
0.7651,1612
0.7706,1614
0.7763,1607
0.7816,1607
0.7873,1616
0.7929,1611
0.7983,1606
0.8039,1611
0.8096,1614
0.8152,1608
0.8206,1609
0.8262,1615
0.8316,1610
0.8372,1606
0.8429,1613
0.8485,1611
0.8539,1608
0.8595,1611
0.8649,1613
0.8706,1607
0.8762,1611
0.8818,1616
0.8872,1608
0.8928,1609
0.8985,1616
0.9039,1612
0.9095,1607
0.9152,1612
0.9205,1612
0.9262,1609
0.9318,1612
0.9372,1612
0.9428,1609
0.9485,1612
0.9539,1614
0.9595,1608
0.9652,1610
0.9705,1616
0.9762,1610
0.9818,1609
0.9872,1614
0.9928,1607
0.9985,1610
1.0039,1614
1.0095,1611
1.0151,1610
1.0208,1613
1.0261,1611
1.0318,1607
1.0372,1615
1.0428,1611
1.0485,1608
1.0539,1611
1.0595,1612
1.0651,1609
1.0705,1612
1.0761,1611
1.0818,1609
1.0872,1612
1.0928,1609
1.0985,1610
1.1038,1613
1.1095,1609
1.1151,1607
1.1205,1614
1.1261,1608
1.1318,1608
1.1371,1614
1.1428,1612
1.1484,1608
1.1541,1612
1.1594,1615
1.1651,1606
1.1705,1606
