Experiment: Mar_1_Turb_expt vial 9, Mon Mar  1 18:39:12 2021
0.0038,1637
0.0094,1632
0.0151,1627
0.0204,1618
0.0261,1619
0.0318,1626
0.0372,1624
0.0429,1623
0.0482,1626
0.0539,1621
0.0595,1621
0.065,1625
0.0707,1621
0.0766,1624
0.0817,1632
0.0873,1630
0.0927,1622
0.0984,1619
0.104,1624
0.1094,1624
0.115,1620
0.1207,1624
0.126,1626
0.1317,1621
0.1373,1626
0.143,1624
0.1483,1622
0.154,1625
0.1594,1621
0.165,1622
0.1707,1624
0.1761,1620
0.1817,1625
0.1874,1623
0.1928,1621
0.1985,1624
0.2039,1622
0.2096,1621
0.215,1627
0.2205,1622
0.2261,1621
0.2315,1627
0.2373,1621
0.2427,1621
0.2483,1625
0.254,1622
0.2594,1621
0.265,1626
0.2707,1621
0.2761,1621
0.2817,1626
0.2874,1620
0.2927,1622
0.2984,1626
0.304,1619
0.3094,1623
0.3151,1626
0.3207,1621
0.3261,1623
0.3317,1622
0.3374,1621
0.3427,1624
0.3484,1622
0.354,1622
0.3594,1625
0.365,1622
0.3707,1621
0.3761,1626
0.3817,1621
0.3874,1622
0.3927,1626
0.3984,1620
0.404,1625
0.4094,1624
0.415,1623
0.4207,1625
0.426,1623
0.4317,1621
0.4373,1626
0.4429,1622
0.4483,1622
0.4539,1624
0.4596,1621
0.465,1624
0.4706,1625
0.476,1620
0.4817,1625
0.4873,1622
0.4929,1620
0.4983,1623
0.504,1622
0.5096,1624
0.515,1625
0.5206,1622
0.5263,1626
0.5316,1623
0.5373,1622
0.5429,1624
0.5483,1622
0.5539,1624
0.5596,1624
0.5649,1622
0.5706,1623
0.5762,1623
0.5819,1624
0.5872,1623
0.5929,1623
0.5982,1625
0.6039,1620
0.6095,1622
0.6152,1624
0.6205,1622
0.6262,1623
0.6318,1625
0.6372,1622
0.6428,1625
0.6485,1624
0.6539,1618
0.6594,1626
0.665,1623
0.6706,1621
0.6763,1626
0.6817,1620
0.6872,1622
0.6928,1625
0.6985,1621
0.7038,1623
0.7095,1625
0.715,1621
0.7206,1623
0.7263,1623
0.7316,1621
0.7373,1624
0.7428,1622
0.7484,1623
0.7541,1626
0.7594,1621
0.7651,1622
0.7706,1623
0.7763,1621
0.7816,1626
0.7873,1623
0.7929,1624
0.7983,1623
0.8039,1622
0.8096,1624
0.8152,1623
0.8206,1625
0.8262,1622
0.8316,1622
0.8372,1624
0.8429,1621
0.8485,1624
0.8539,1624
0.8595,1623
0.8649,1623
0.8706,1621
0.8762,1623
0.8818,1625
0.8872,1622
0.8928,1626
0.8985,1621
0.9039,1624
0.9095,1624
0.9152,1623
0.9205,1621
0.9262,1624
0.9318,1619
0.9372,1622
0.9428,1624
0.9485,1619
0.9539,1623
0.9595,1625
0.9652,1622
0.9705,1622
0.9762,1623
0.9818,1621
0.9872,1625
0.9928,1621
0.9985,1623
1.0039,1623
1.0095,1622
1.0151,1625
1.0208,1623
1.0261,1623
1.0318,1623
1.0372,1621
1.0428,1624
1.0485,1621
1.0539,1623
1.0595,1624
1.0651,1622
1.0705,1624
1.0761,1622
1.0818,1624
1.0872,1624
1.0928,1623
1.0985,1624
1.1038,1621
1.1095,1623
1.1151,1624
1.1205,1621
1.1261,1624
1.1318,1624
1.1371,1623
1.1428,1626
1.1484,1622
1.1541,1621
1.1594,1626
1.1651,1622
1.1705,1621
1.1761,1627
1.1818,1622
1.1874,1622
1.1928,1623
1.1984,1620
1.2041,1626
1.2095,1622
1.2151,1623
1.2205,1624
1.2262,1622
1.2318,1622
1.2372,1625
1.2428,1621
1.2485,1624
1.2538,1620
1.2595,1623
1.2651,1625
1.2705,1622
1.2762,1625
1.2818,1622
1.2874,1621
1.2928,1626
1.2984,1622
1.3038,1623
1.3095,1623
1.3151,1622
1.3208,1623
1.3261,1622
1.3318,1624
1.3374,1620
1.3428,1621
1.3484,1624
1.3541,1621
1.3594,1625
1.3651,1623
1.3707,1622
1.3761,1625
1.3818,1621
1.3871,1623
1.3928,1623
1.3984,1623
1.4041,1627
1.4094,1622
1.4151,1624
1.4208,1624
1.4261,1621
1.4318,1624
1.4371,1623
1.4428,1622
1.4484,1624
1.4538,1623
1.4595,1624
1.4651,1622
1.4705,1623
1.4762,1626
1.4818,1622
1.4872,1625
1.4928,1623
1.4985,1621
1.5038,1625
1.5095,1621
1.5151,1623
1.5205,1623
1.5262,1620
1.5316,1625
1.5373,1624
1.543,1620
1.5483,1624
1.554,1623
1.5594,1622
1.565,1626
1.5706,1619
1.5763,1624
1.5817,1625
1.5872,1622
1.5929,1623
1.5985,1625
1.6039,1620
1.6095,1623
1.6151,1623
1.6207,1621
1.6261,1626
1.6317,1624
1.6373,1622
1.6427,1625
1.6484,1624
1.654,1623
1.6594,1622
1.665,1624
1.6706,1621
1.6763,1624
1.6817,1621
1.6873,1623
1.6927,1625
1.6983,1621
1.704,1625
1.7094,1624
1.715,1620
1.7206,1624
1.7263,1622
1.7317,1622
1.7373,1625
1.743,1622
1.7483,1626
1.754,1625
1.7596,1620
1.765,1626
1.7707,1621
1.7763,1621
1.7817,1625
1.7873,1622
1.7927,1626
1.7983,1622
1.804,1624
1.8096,1624
1.815,1622
1.8206,1625
1.8263,1621
1.8317,1624
