Experiment: Mar_1_Turb_expt vial 11, Mon Mar  1 18:39:12 2021
0.0038,1626
0.0094,1622
0.0151,1625
0.0204,1626
0.0261,1622
0.0318,1624
0.0372,1627
0.0429,1622
0.0482,1622
0.0539,1627
0.0595,1623
0.065,1621
0.0707,1628
0.0766,1626
0.0817,1621
0.0873,1624
0.0927,1626
0.0984,1621
0.104,1623
0.1094,1629
0.115,1624
0.1207,1620
0.126,1625
0.1317,1627
0.1373,1621
0.143,1622
0.1483,1627
0.154,1624
0.1594,1621
0.165,1626
0.1707,1628
0.1761,1620
0.1817,1624
0.1874,1630
0.1928,1623
0.1985,1621
0.2039,1628
0.2096,1627
0.215,1620
0.2205,1622
0.2261,1629
0.2315,1626
0.2373,1619
0.2427,1624
0.2483,1628
0.254,1622
0.2594,1623
0.265,1628
0.2707,1625
0.2761,1620
0.2817,1624
0.2874,1626
0.2927,1623
0.2984,1621
0.304,1628
0.3094,1625
0.3151,1621
0.3207,1627
0.3261,1625
0.3317,1621
0.3374,1625
0.3427,1626
0.3484,1621
0.354,1624
0.3594,1627
0.365,1621
0.3707,1620
0.3761,1627
0.3817,1623
0.3874,1620
0.3927,1627
0.3984,1627
0.404,1619
0.4094,1621
0.415,1628
0.4207,1624
0.426,1621
0.4317,1626
0.4373,1626
0.4429,1621
0.4483,1627
0.4539,1626
0.4596,1622
0.465,1626
0.4706,1627
0.476,1620
0.4817,1624
0.4873,1629
0.4929,1623
0.4983,1622
0.504,1627
0.5096,1627
0.515,1622
0.5206,1627
0.5263,1625
0.5316,1623
0.5373,1625
0.5429,1625
0.5483,1624
0.5539,1625
0.5596,1626
0.5649,1620
0.5706,1625
0.5762,1626
0.5819,1620
0.5872,1624
0.5929,1628
0.5982,1622
0.6039,1621
0.6095,1627
0.6152,1626
0.6205,1622
0.6262,1629
0.6318,1623
0.6372,1621
0.6428,1626
0.6485,1625
0.6539,1621
0.6594,1625
0.665,1627
0.6706,1620
0.6763,1622
0.6817,1627
0.6872,1622
0.6928,1621
0.6985,1626
0.7038,1623
0.7095,1623
0.715,1627
0.7206,1622
0.7263,1622
0.7316,1626
0.7373,1622
0.7428,1621
0.7484,1625
0.7541,1626
0.7594,1621
0.7651,1625
0.7706,1628
0.7763,1622
0.7816,1626
0.7873,1624
0.7929,1623
0.7983,1625
0.8039,1628
0.8096,1622
0.8152,1624
0.8206,1627
0.8262,1622
0.8316,1621
0.8372,1629
0.8429,1624
0.8485,1620
0.8539,1626
0.8595,1626
0.8649,1621
0.8706,1624
0.8762,1628
0.8818,1624
0.8872,1623
0.8928,1627
0.8985,1628
0.9039,1623
0.9095,1625
0.9152,1627
0.9205,1620
0.9262,1624
0.9318,1629
0.9372,1624
0.9428,1621
0.9485,1626
0.9539,1627
0.9595,1620
0.9652,1624
0.9705,1625
0.9762,1622
0.9818,1624
0.9872,1627
0.9928,1621
0.9985,1624
1.0039,1627
1.0095,1622
1.0151,1623
1.0208,1627
1.0261,1621
1.0318,1623
1.0372,1629
1.0428,1625
1.0485,1622
1.0539,1625
1.0595,1627
1.0651,1621
1.0705,1624
1.0761,1629
1.0818,1623
1.0872,1622
1.0928,1626
1.0985,1624
1.1038,1621
1.1095,1624
1.1151,1627
1.1205,1621
1.1261,1622
1.1318,1626
1.1371,1622
1.1428,1620
1.1484,1627
1.1541,1626
1.1594,1622
1.1651,1627
1.1705,1625
1.1761,1622
1.1818,1625
1.1874,1628
1.1928,1623
1.1984,1621
1.2041,1629
1.2095,1624
1.2151,1623
1.2205,1627
1.2262,1624
1.2318,1621
1.2372,1626
1.2428,1626
1.2485,1623
1.2538,1625
1.2595,1625
1.2651,1621
1.2705,1623
1.2762,1625
1.2818,1622
1.2874,1621
1.2928,1626
1.2984,1626
1.3038,1622
1.3095,1626
1.3151,1624
1.3208,1620
1.3261,1623
1.3318,1627
1.3374,1621
1.3428,1621
1.3484,1628
1.3541,1624
1.3594,1619
1.3651,1626
1.3707,1627
1.3761,1622
1.3818,1624
1.3871,1627
1.3928,1621
1.3984,1624
1.4041,1627
1.4094,1620
1.4151,1622
1.4208,1629
1.4261,1624
1.4318,1621
1.4371,1624
1.4428,1628
1.4484,1623
1.4538,1622
1.4595,1628
1.4651,1625
1.4705,1621
1.4762,1626
1.4818,1628
1.4872,1621
1.4928,1626
1.4985,1625
1.5038,1621
1.5095,1624
1.5151,1626
1.5205,1623
1.5262,1625
1.5316,1628
1.5373,1621
1.543,1620
1.5483,1629
1.554,1623
1.5594,1621
1.565,1624
1.5706,1627
1.5763,1620
1.5817,1624
1.5872,1630
1.5929,1621
1.5985,1621
1.6039,1628
1.6095,1626
1.6151,1621
1.6207,1625
1.6261,1628
1.6317,1622
1.6373,1623
1.6427,1628
1.6484,1626
1.654,1621
1.6594,1623
1.665,1627
1.6706,1621
1.6763,1623
1.6817,1629
1.6873,1625
1.6927,1621
1.6983,1625
1.704,1627
1.7094,1624
1.715,1622
1.7206,1627
1.7263,1624
1.7317,1620
1.7373,1624
1.743,1627
1.7483,1621
1.754,1623
1.7596,1626
1.765,1625
1.7707,1620
1.7763,1625
1.7817,1625
1.7873,1620
1.7927,1626
1.7983,1627
1.804,1623
1.8096,1623
1.815,1628
1.8206,1622
1.8263,1621
1.8317,1628
1.8373,1623
1.843,1621
1.8483,1624
1.854,1626
1.8596,1622
1.865,1625
1.8707,1628
1.876,1622
1.8817,1622
1.8871,1628
1.8928,1623
1.8984,1623
1.904,1625
1.9094,1623
1.915,1622
1.9207,1627
1.926,1622
1.9317,1622
1.9373,1626
1.9427,1626
1.9483,1621
1.954,1624
1.9596,1630
1.965,1623
1.9706,1622
1.9763,1626
1.9816,1626
1.9873,1621
1.9929,1627
1.9983,1625
2.004,1621
2.0096,1625
2.0149,1625
2.0206,1622
2.0262,1624
2.0318,1627
2.0372,1622
2.0429,1624
2.0485,1627
2.0539,1622
2.0595,1621
2.0651,1627
2.0705,1624
2.0761,1619
2.0818,1626
2.0874,1626
2.0928,1620
2.0983,1624
2.1039,1628
2.1096,1623
2.1149,1620
2.1206,1629
2.1261,1625
2.1317,1621
2.1374,1625
2.1427,1626
2.1484,1620
2.1539,1622
2.1595,1626
2.1652,1622
2.1706,1623
2.1762,1626
2.1816,1624
2.1872,1620
2.1928,1626
2.1985,1629
2.2038,1621
2.2095,1623
2.2151,1628
2.2205,1624
2.2261,1619
2.2318,1627
2.2373,1627
2.2427,1619
2.2483,1622
2.254,1625
2.2596,1622
2.265,1624
2.2706,1624
2.2763,1623
2.2817,1621
2.2873,1626
2.2927,1626
2.2984,1621
2.304,1625
2.3094,1628
2.315,1621
2.3207,1623
2.3261,1627
2.3317,1623
2.3374,1622
2.3427,1626
2.3484,1624
2.354,1622
2.3594,1626
2.365,1624
2.3707,1621
2.376,1626
2.3817,1626
2.3873,1622
2.3927,1622
2.3983,1626
2.404,1622
2.4096,1623
2.415,1629
2.4206,1624
2.4263,1622
2.4316,1625
2.4373,1628
2.4429,1620
2.4483,1624
2.454,1628
2.4596,1622
2.465,1621
2.4706,1625
2.4763,1625
2.4816,1620
2.4873,1626
2.4929,1626
2.4983,1621
2.5039,1623
2.5096,1628
2.515,1623
2.5206,1619
2.5262,1626
2.5316,1627
2.5372,1623
2.5429,1624
2.5483,1627
2.5539,1621
2.5596,1623
2.5649,1627
2.5706,1622
2.5762,1622
2.5816,1627
2.5872,1624
2.5929,1619
2.5982,1626
2.6039,1628
2.6095,1618
2.6152,1622
2.6205,1627
2.6262,1624
2.6318,1622
2.6372,1627
2.6429,1625
2.6485,1620
2.6539,1625
2.6595,1629
2.6649,1622
2.6706,1622
2.6762,1628
2.6818,1623
2.6872,1621
2.6928,1627
2.6982,1625
2.7038,1621
2.7095,1624
2.7151,1627
2.7205,1625
2.7261,1621
2.7318,1626
2.7371,1627
2.7428,1620
2.7484,1623
2.7538,1628
2.7594,1624
2.7651,1619
2.7707,1628
2.7762,1626
2.7818,1621
2.7872,1624
2.7928,1627
2.7982,1622
2.8039,1622
2.8095,1627
2.8151,1622
2.8205,1622
2.8262,1628
2.8318,1623
2.8372,1622
2.8428,1627
2.8484,1624
2.8538,1620
2.8594,1627
2.8651,1627
2.8704,1622
2.8761,1625
2.8817,1627
2.8874,1622
2.8927,1621
2.8984,1629
2.904,1625
2.9094,1620
2.915,1623
2.9207,1627
2.9261,1621
2.9317,1623
2.9374,1627
2.9426,1623
2.9483,1622
2.9539,1628
2.9596,1623
2.965,1621
2.9705,1626
2.9761,1628
2.9818,1622
2.9871,1624
2.9928,1626
2.9983,1623
3.004,1623
3.0093,1629
3.015,1623
3.0206,1620
3.0261,1628
3.0318,1624
3.0371,1621
3.0428,1625
3.0482,1627
3.0539,1623
3.0595,1624
3.0651,1629
3.0705,1623
3.0761,1618
3.0817,1626
3.0873,1627
3.0927,1620
3.0984,1625
3.104,1626
3.1094,1622
3.115,1624
3.1207,1627
3.1261,1621
3.1317,1623
3.1373,1626
3.1427,1622
3.1483,1621
3.154,1626
3.1593,1625
3.165,1621
3.1706,1625
3.176,1631
3.1817,1623
3.1873,1624
3.1927,1627
3.1983,1623
3.204,1624
3.2093,1626
3.215,1621
3.2206,1622
3.2263,1628
3.2316,1623
3.2373,1620
3.2426,1627
3.2483,1625
3.2539,1619
3.2596,1623
3.2649,1627
3.2706,1622
3.2762,1623
3.2816,1627
3.2872,1623
3.2929,1620
3.2983,1628
3.3039,1625
3.3095,1622
3.3149,1623
3.3206,1626
3.3262,1622
3.3316,1626
3.3372,1626
3.3429,1621
3.3482,1624
3.3539,1626
3.3595,1624
3.3649,1620
3.3706,1627
3.3762,1626
3.3816,1621
3.3872,1624
3.3929,1626
3.3985,1623
3.4039,1619
3.4093,1626
3.4149,1625
3.4206,1620
3.4262,1626
3.4316,1627
3.4373,1620
3.4426,1624
3.4483,1628
3.4539,1623
3.4596,1623
3.4649,1626
3.4706,1621
3.4762,1622
3.4816,1627
3.4872,1624
3.4926,1620
3.4983,1627
3.5039,1625
3.5096,1622
3.5149,1625
3.5206,1626
3.5262,1622
3.5316,1623
3.5372,1628
3.5429,1624
3.5483,1620
3.5539,1628
3.5595,1627
3.5649,1620
3.5706,1624
3.5762,1627
3.5816,1626
3.5872,1619
3.5928,1626
3.5983,1628
3.6039,1621
3.6095,1621
3.615,1628
3.6206,1624
3.6263,1620
3.6316,1624
3.6373,1629
3.6429,1622
3.6483,1623
3.6539,1627
3.6595,1622
3.6649,1622
3.6705,1627
3.6762,1623
3.6815,1621
3.6872,1627
3.6928,1627
3.6985,1620
3.7038,1622
3.7095,1627
3.7151,1623
3.7205,1621
3.7261,1627
3.7318,1625
3.7371,1622
3.7428,1624
3.7484,1625
3.7538,1621
3.7594,1624
3.7651,1624
3.7704,1621
3.7761,1624
3.7817,1626
3.7873,1622
3.7927,1623
3.7983,1627
3.804,1622
3.8093,1624
3.815,1628
3.8206,1621
3.826,1622
3.8316,1628
3.8373,1621
3.8427,1622
3.8483,1626
3.854,1625
3.8594,1620
3.865,1626
3.8706,1629
3.876,1621
3.8816,1621
3.8873,1628
3.8927,1624
3.8983,1621
3.904,1627
3.9093,1625
3.915,1620
3.9206,1625
3.926,1626
3.9316,1621
3.9373,1623
3.9429,1628
3.9483,1624
3.9539,1620
3.9593,1625
3.9649,1628
3.9706,1622
3.976,1626
3.9816,1625
3.9873,1621
3.9929,1623
3.9983,1627
4.004,1622
4.0093,1624
4.015,1626
4.0204,1620
4.026,1623
4.0317,1626
4.0373,1625
4.0427,1623
4.0484,1627
4.0538,1624
4.0594,1622
4.0651,1624
4.0704,1627
4.0761,1621
4.0818,1623
4.0872,1628
4.0928,1627
4.0985,1621
4.1038,1624
4.1095,1628
4.1149,1622
4.1205,1624
4.1262,1629
4.1315,1621
4.1372,1624
4.1429,1626
4.1482,1621
4.1539,1624
4.1593,1626
4.1649,1621
4.1706,1623
4.1762,1627
4.1816,1621
4.1872,1622
4.1929,1626
4.1982,1625
4.2039,1621
4.2095,1626
4.2151,1629
4.2205,1620
4.2262,1622
4.2315,1629
4.2372,1623
4.2429,1622
4.2482,1625
4.2539,1628
4.2595,1621
4.2648,1622
4.2705,1626
4.2761,1622
4.2818,1621
4.2871,1629
4.2928,1625
4.2984,1620
4.3038,1626
4.3094,1625
4.315,1621
4.3207,1621
4.326,1627
4.3317,1623
4.3373,1620
4.3427,1626
4.3483,1626
4.354,1619
4.3593,1624
4.365,1628
4.3706,1623
4.376,1624
4.3816,1626
4.3873,1624
4.3929,1623
4.3983,1626
4.404,1625
4.4093,1624
4.415,1626
4.4206,1622
4.426,1621
4.4316,1626
4.4373,1625
4.4426,1621
4.4483,1626
4.4539,1626
4.4596,1621
4.4649,1626
4.4706,1627
4.4762,1623
4.4816,1624
4.4872,1628
4.4926,1622
4.4983,1624
4.5039,1626
4.5096,1623
4.5149,1625
4.5204,1629
4.5261,1622
4.5317,1622
4.5371,1626
4.5427,1622
4.5482,1621
4.5539,1626
4.5595,1625
4.5649,1620
4.5705,1625
4.5761,1625
4.5817,1620
4.5871,1627
4.5927,1628
4.5984,1621
4.6039,1622
4.6095,1627
4.6149,1624
4.6203,1621
4.626,1627
4.6316,1626
4.6373,1621
4.6427,1622
4.6483,1629
4.654,1624
4.6594,1619
4.665,1626
4.6706,1625
4.676,1621
4.6817,1623
4.6873,1629
4.6927,1620
4.6983,1623
4.704,1628
4.7093,1623
4.715,1622
4.7204,1628
4.726,1625
4.7317,1622
4.7373,1626
4.7427,1626
4.7483,1621
4.7539,1626
4.7593,1625
4.765,1621
4.7706,1625
4.776,1629
4.7816,1620
4.7873,1620
4.7926,1626
4.7983,1623
4.8039,1620
4.8093,1626
4.8149,1625
4.8206,1620
4.8259,1622
4.8316,1629
4.8372,1623
4.8429,1623
4.8482,1626
4.8539,1625
4.8595,1621
4.8649,1626
4.8706,1627
4.8762,1620
4.8816,1625
4.8873,1627
4.8926,1622
4.8982,1623
4.9039,1627
4.9095,1624
4.9149,1620
4.9205,1626
4.9262,1626
4.9315,1621
4.9372,1624
4.9428,1628
4.9484,1621
4.9538,1621
4.9594,1628
4.9648,1624
4.9704,1622
4.9761,1629
4.9818,1623
4.9871,1622
4.9928,1627
4.9982,1625
5.0038,1621
5.0095,1626
5.0149,1625
5.0206,1622
5.0259,1622
5.0316,1627
5.0373,1623
5.0427,1621
5.0483,1627
5.0539,1621
5.0593,1623
5.065,1628
5.0706,1624
5.076,1621
5.0817,1626
5.0873,1624
5.0926,1620
5.0983,1623
5.104,1628
5.1094,1623
5.115,1622
5.1204,1628
5.126,1624
5.1317,1622
5.1371,1627
5.1427,1627
5.1484,1622
5.1537,1623
5.1594,1627
5.165,1623
5.1704,1622
5.1761,1626
5.1817,1625
5.1871,1619
5.1927,1624
5.1984,1627
5.2038,1622
5.2095,1624
5.2148,1627
5.2205,1624
5.2262,1621
