Experiment: Feb_22_tst3_chemo_expt vial 14, Mon Feb 22 14:25:20 2021
0.0045,1626
0.0102,1622
0.0158,1628
0.0215,1626
0.0272,1621
0.0325,1628
0.0382,1626
0.0438,1625
0.0492,1632
0.0548,1624
0.0605,1623
0.0658,1628
0.0714,1623
0.0771,1627
0.0824,1625
0.0881,1624
0.0937,1626
0.0991,1622
0.1048,1626
0.1104,1625
0.1161,1623
0.1216,1626
0.1269,1625
0.1326,1623
0.1382,1629
0.1436,1627
0.1492,1621
0.1549,1628
0.1605,1627
0.1658,1623
0.1715,1628
0.1772,1625
0.1825,1621
0.1882,1628
