Experiment: Feb_22_tst3_chemo_expt vial 1, Mon Feb 22 14:25:20 2021
0.0045,1629
0.0102,1632
0.0158,1626
0.0215,1627
0.0272,1631
0.0325,1625
0.0382,1626
0.0438,1631
0.0492,1636
0.0548,1626
0.0605,1626
0.0658,1632
0.0714,1631
0.0771,1628
0.0824,1629
0.0881,1632
0.0937,1629
0.0991,1625
0.1048,1630
0.1104,1631
0.1161,1627
0.1216,1628
0.1269,1632
0.1326,1627
0.1382,1627
0.1436,1632
0.1492,1629
0.1549,1627
0.1605,1630
0.1658,1632
0.1715,1626
0.1772,1627
0.1825,1631
0.1882,1630
