Experiment: Feb_22_tst3_chemo_expt vial 8, Mon Feb 22 14:25:20 2021
0.0045,1630
0.0102,1630
0.0158,1634
0.0215,1633
0.0272,1629
0.0325,1633
0.0382,1636
0.0438,1631
0.0492,1633
0.0548,1632
0.0605,1637
0.0658,1631
0.0714,1628
0.0771,1632
0.0824,1635
0.0881,1633
0.0937,1630
0.0991,1635
0.1048,1632
0.1104,1629
0.1161,1630
0.1216,1635
0.1269,1636
0.1326,1630
0.1382,1628
0.1436,1634
0.1492,1637
0.1549,1632
0.1605,1628
0.1658,1634
0.1715,1636
0.1772,1629
0.1825,1628
0.1882,1634
