Experiment: Feb_22_tst3_chemo_expt vial 9, Mon Feb 22 14:25:20 2021
0.0045,1624
0.0102,1621
0.0158,1624
0.0215,1623
0.0272,1622
0.0325,1625
0.0382,1622
0.0438,1624
0.0492,1627
0.0548,1624
0.0605,1621
0.0658,1620
0.0714,1624
0.0771,1623
0.0824,1621
0.0881,1625
0.0937,1621
0.0991,1624
0.1048,1624
0.1104,1621
0.1161,1622
0.1216,1625
0.1269,1623
0.1326,1620
0.1382,1624
0.1436,1623
0.1492,1621
0.1549,1624
0.1605,1622
0.1658,1620
0.1715,1626
0.1772,1621
0.1825,1620
0.1882,1627
