Experiment: Feb_19_real_eric2_expt vial 12, Fri Feb 19 13:52:14 2021
0.0021,1609
0.0078,1610
0.0132,1615
0.0188,1613
0.0242,1607
0.0298,1610
0.0355,1618
0.0408,1613
0.0465,1608
0.0521,1609
0.0575,1615
0.0632,1614
0.0688,1610
0.0742,1608
0.0798,1614
0.0855,1612
0.0909,1608
0.0965,1612
0.1022,1615
0.1075,1610
0.1132,1608
0.1188,1611
0.1242,1617
0.1298,1611
0.1355,1607
0.1409,1611
0.1465,1616
0.1522,1610
0.1575,1606
0.1632,1612
0.1688,1615
0.1742,1611
0.1799,1607
0.1855,1613
0.1909,1614
0.1965,1609
0.2022,1609
0.2076,1615
0.2132,1612
0.2189,1611
0.2242,1611
0.2299,1614
0.2355,1614
0.2409,1609
0.2466,1611
0.2519,1617
0.2576,1610
0.2632,1607
0.2689,1611
0.2743,1615
0.2799,1611
0.2856,1609
0.2909,1614
0.2966,1614
0.302,1609
0.3076,1610
0.3133,1614
0.3187,1613
0.3243,1608
0.33,1609
0.3353,1614
0.341,1615
0.3466,1608
0.352,1608
0.3577,1614
0.3633,1614
0.3687,1610
0.3743,1609
0.38,1614
0.3853,1613
0.391,1608
0.3966,1609
0.402,1616
0.4077,1613
0.4131,1606
0.4187,1609
0.4244,1613
0.4298,1614
0.4354,1611
0.4411,1610
0.4464,1615
0.4521,1613
0.4577,1610
0.4631,1611
0.4688,1614
0.4744,1611
0.4798,1607
0.4854,1613
0.4911,1614
0.4964,1612
0.5021,1607
0.5077,1611
0.5131,1616
0.5188,1612
0.5242,1609
0.5299,1614
0.5355,1616
0.5409,1613
0.5466,1607
0.552,1612
0.5577,1617
0.5631,1612
0.5688,1608
0.5744,1611
0.5798,1614
0.5854,1611
0.5911,1609
0.5964,1612
0.6021,1614
0.6076,1611
0.6132,1609
0.6189,1613
0.6242,1616
0.6299,1610
0.6354,1609
0.641,1611
0.6464,1614
0.6521,1610
0.6577,1609
0.6631,1614
0.6688,1614
0.6745,1608
0.6798,1611
0.6855,1614
0.6909,1610
0.6965,1608
0.7022,1613
0.7076,1614
0.7132,1609
0.7188,1611
0.7242,1613
0.7299,1612
0.7355,1608
0.7409,1612
0.7465,1614
0.7522,1614
0.7576,1608
0.7632,1611
0.7689,1616
0.7742,1613
0.7799,1609
0.7853,1611
0.791,1612
0.7966,1613
0.802,1607
0.8077,1614
0.8133,1615
0.8187,1611
0.8243,1608
0.83,1614
0.8354,1614
0.841,1612
0.8467,1608
0.852,1614
0.8577,1616
0.8631,1610
0.8687,1607
0.8744,1615
0.88,1616
0.8854,1609
0.8911,1609
0.8964,1615
0.9021,1615
0.9078,1610
0.9131,1609
0.9188,1613
0.9244,1615
0.9298,1610
0.9355,1610
0.9411,1612
0.9465,1615
0.9521,1611
0.9578,1606
0.9631,1615
0.9688,1616
0.9744,1611
0.9798,1609
0.9855,1615
0.9909,1613
0.9965,1610
1.0022,1607
1.0076,1612
1.0132,1613
1.0189,1609
1.0243,1609
1.0299,1614
1.0356,1612
1.0409,1610
1.0466,1612
1.052,1615
1.0576,1612
1.0633,1607
1.0686,1612
1.0743,1613
1.08,1613
1.0853,1607
1.091,1611
1.0966,1614
1.102,1614
1.1077,1607
1.1133,1613
1.1187,1616
1.1244,1613
1.1298,1607
1.1354,1612
1.1411,1617
1.1465,1612
1.1521,1608
1.1578,1612
1.1632,1614
1.1688,1611
1.1742,1609
1.1798,1613
1.1855,1614
1.1909,1609
1.1965,1611
1.2022,1614
1.2075,1611
1.2132,1607
1.2188,1611
1.2242,1615
1.2299,1612
1.2355,1608
1.2409,1611
1.2466,1616
1.2522,1613
1.2576,1609
1.2633,1611
1.2687,1616
1.2743,1612
1.2797,1609
1.2854,1610
1.291,1617
1.2964,1612
1.3021,1610
1.3077,1611
1.3131,1616
1.3188,1612
1.3244,1608
1.3298,1612
1.3354,1615
1.3411,1612
1.3465,1608
1.3521,1609
1.3578,1615
1.3631,1614
1.3688,1609
1.3744,1608
1.3798,1614
1.3855,1615
1.3908,1608
1.3965,1608
1.4021,1612
1.4078,1613
1.4132,1608
1.4188,1608
1.4245,1615
1.4298,1613
1.4355,1608
1.4409,1609
1.4465,1613
1.4522,1616
1.4578,1607
1.4632,1609
1.4688,1616
1.4742,1613
1.4799,1607
1.4855,1609
1.4909,1614
1.4965,1614
1.5021,1609
1.5078,1608
1.5132,1614
1.5188,1614
1.5242,1610
1.5299,1609
1.5355,1617
1.5409,1613
1.5465,1609
1.5522,1610
1.5578,1614
1.5632,1612
1.5688,1607
1.5742,1610
1.5799,1615
1.5855,1614
1.5909,1609
1.5966,1612
1.6022,1616
1.6076,1613
1.6133,1608
1.6187,1611
1.6243,1616
1.6299,1611
1.6354,1609
1.641,1612
1.6467,1616
1.6521,1610
1.6577,1609
1.6634,1612
1.6688,1615
1.6744,1613
1.6798,1609
1.6855,1613
1.6909,1617
1.6966,1612
1.7022,1609
1.7076,1612
1.7132,1614
1.7186,1613
1.7243,1609
1.7299,1612
1.7356,1617
1.741,1613
1.7466,1605
1.752,1611
1.7577,1615
1.7633,1615
1.7687,1608
1.7744,1609
1.7797,1613
1.7854,1614
1.7911,1611
1.7965,1610
1.8021,1614
1.8078,1615
1.8132,1608
1.8188,1609
1.8245,1615
1.8298,1614
1.8355,1609
1.8409,1609
1.8466,1615
1.852,1613
1.8577,1608
1.8631,1610
1.8687,1615
1.8744,1615
1.8798,1608
1.8854,1608
1.8911,1615
1.8964,1614
1.9022,1610
1.9076,1608
1.9132,1614
1.9187,1615
1.9243,1611
1.93,1610
1.9354,1615
1.9411,1613
1.9465,1610
1.9522,1609
1.9576,1613
1.9632,1615
1.9686,1612
1.9743,1609
1.9797,1617
1.9854,1613
1.991,1609
1.9967,1608
2.0021,1615
2.0077,1614
2.0132,1608
2.0189,1607
2.0243,1615
2.03,1613
2.0354,1610
2.0411,1610
2.0465,1614
2.0522,1612
2.0576,1607
2.0633,1612
2.0687,1615
2.0744,1610
2.0798,1610
2.0854,1615
2.0909,1614
2.0966,1608
2.102,1610
2.1077,1616
2.1131,1613
2.1188,1607
2.1242,1611
2.1299,1615
2.1356,1614
2.141,1608
2.1466,1610
2.152,1614
2.1577,1614
2.1633,1608
2.1686,1609
2.1743,1616
2.18,1616
2.1854,1610
2.1911,1607
2.1965,1612
2.2021,1617
2.2078,1613
2.2132,1609
2.2189,1610
2.2243,1617
2.23,1613
2.2354,1608
2.2411,1611
2.2465,1616
2.2522,1613
2.2576,1609
2.2633,1608
2.2688,1614
2.2745,1612
2.2798,1608
2.2855,1608
2.2909,1614
2.2966,1615
2.302,1608
2.3077,1611
2.3131,1614
2.3187,1615
2.3242,1608
2.3299,1608
2.3356,1614
2.341,1613
2.3467,1607
2.3521,1609
2.3578,1616
2.3632,1615
2.3689,1609
2.3743,1608
2.38,1613
2.3854,1613
2.3911,1609
2.3965,1608
2.4022,1614
2.4076,1612
2.4133,1609
2.4187,1612
2.4244,1615
2.4299,1612
2.4355,1607
2.4409,1611
2.4466,1616
2.4521,1613
2.4577,1605
2.4631,1611
2.4688,1614
2.4744,1614
2.4798,1607
2.4853,1610
2.491,1616
2.4967,1613
2.5021,1608
2.5078,1610
2.5132,1614
2.5189,1614
2.5243,1609
2.53,1608
2.5354,1615
2.5411,1613
2.5465,1609
2.5521,1610
2.5576,1615
2.5633,1612
2.5687,1608
2.5744,1609
2.5798,1616
2.5855,1615
2.5909,1609
2.5966,1611
2.602,1616
2.6077,1614
2.6131,1608
2.6188,1609
2.6242,1616
2.6299,1612
2.6353,1609
2.641,1612
2.6464,1616
2.6521,1611
2.6578,1608
2.6632,1614
2.6689,1614
2.6743,1609
2.68,1608
2.6854,1614
2.6911,1614
2.6965,1611
2.7022,1606
2.7078,1612
2.7132,1616
2.7187,1608
2.7243,1609
2.7298,1615
2.7355,1616
2.7409,1611
2.7466,1608
2.752,1615
2.7577,1616
2.7633,1611
2.7687,1609
2.7744,1612
2.7798,1614
2.7854,1610
2.7909,1609
2.7966,1612
2.802,1616
2.8077,1610
2.8131,1610
2.8188,1615
2.8242,1613
2.8299,1610
2.8354,1609
2.8411,1615
2.8464,1612
2.8521,1610
2.8578,1610
2.8632,1616
2.8689,1614
2.8743,1608
2.88,1612
2.8855,1614
2.8909,1611
2.8966,1607
2.902,1613
2.9076,1615
2.9133,1609
2.9187,1608
2.9244,1613
2.9298,1616
2.9355,1611
2.9409,1608
2.9466,1613
2.952,1615
2.9577,1610
2.9631,1607
2.9689,1613
2.9743,1616
2.9799,1611
2.9853,1608
2.991,1611
2.9964,1615
3.0021,1611
3.0075,1609
3.0132,1612
3.0188,1615
3.0243,1610
3.03,1610
3.0354,1613
3.0411,1616
3.0465,1608
3.052,1610
3.0576,1614
3.0633,1613
3.0687,1610
3.0744,1610
3.0798,1614
3.0855,1613
3.0909,1608
3.0966,1612
3.102,1615
3.1077,1611
3.1131,1608
3.1188,1612
3.1242,1616
3.1299,1609
3.1353,1610
3.141,1614
3.1467,1615
3.1521,1609
3.1578,1609
3.1632,1614
3.1689,1614
3.1742,1608
3.1799,1608
3.1854,1616
3.1911,1611
3.1965,1610
3.2022,1611
3.2076,1615
3.2133,1610
3.2187,1608
3.2244,1611
3.2298,1616
3.2354,1609
3.2411,1609
3.2465,1612
3.2522,1616
3.2576,1609
3.2633,1611
3.2688,1614
3.2742,1615
3.2799,1607
3.2853,1610
3.291,1613
3.2966,1616
3.3021,1608
3.3078,1610
3.3132,1614
3.3187,1614
3.3243,1609
3.33,1610
3.3354,1614
3.3409,1616
3.3465,1610
3.3522,1607
3.3576,1613
3.3633,1615
3.3687,1610
3.3743,1609
3.38,1614
3.3855,1615
3.3911,1612
3.3965,1607
3.4021,1613
3.4078,1614
3.4132,1608
3.4186,1610
3.4243,1613
3.43,1612
3.4354,1609
3.4411,1608
3.4465,1616
3.4521,1614
3.4578,1608
3.4632,1610
3.4689,1617
3.4743,1614
3.48,1607
3.4854,1610
