Experiment: Feb_19_real_eric2_expt vial 2, Fri Feb 19 13:52:14 2021
0.0021,1604
0.0078,1611
0.0132,1608
0.0188,1605
0.0242,1608
0.0298,1615
0.0355,1606
0.0408,1604
0.0465,1610
0.0521,1609
0.0575,1605
0.0632,1607
0.0688,1611
0.0742,1607
0.0798,1602
0.0855,1609
0.0909,1611
0.0965,1605
0.1022,1605
0.1075,1613
0.1132,1606
0.1188,1603
0.1242,1610
0.1298,1607
0.1355,1604
0.1409,1609
0.1465,1610
0.1522,1603
0.1575,1608
0.1632,1612
0.1688,1603
0.1742,1607
0.1799,1611
0.1855,1607
0.1909,1604
0.1965,1610
0.2022,1609
0.2076,1603
0.2132,1610
0.2189,1610
0.2242,1606
0.2299,1609
0.2355,1611
0.2409,1606
0.2466,1603
0.2519,1611
0.2576,1610
0.2632,1604
0.2689,1610
0.2743,1609
0.2799,1604
0.2856,1608
0.2909,1611
0.2966,1605
0.302,1609
0.3076,1610
0.3133,1606
0.3187,1606
0.3243,1611
0.33,1605
0.3353,1605
0.341,1610
0.3466,1611
0.352,1605
0.3577,1606
0.3633,1611
0.3687,1607
0.3743,1602
0.38,1611
0.3853,1608
0.391,1605
0.3966,1608
0.402,1608
0.4077,1606
0.4131,1609
0.4187,1608
0.4244,1604
0.4298,1609
0.4354,1609
0.4411,1605
0.4464,1609
0.4521,1611
0.4577,1606
0.4631,1607
0.4688,1611
0.4744,1607
0.4798,1604
0.4854,1611
0.4911,1610
0.4964,1602
0.5021,1608
0.5077,1609
0.5131,1603
0.5188,1607
0.5242,1612
0.5299,1608
0.5355,1604
0.5409,1610
0.5466,1612
0.552,1604
0.5577,1605
0.5631,1612
0.5688,1608
0.5744,1604
0.5798,1608
0.5854,1612
0.5911,1604
0.5964,1610
0.6021,1611
0.6076,1605
0.6132,1607
0.6189,1612
0.6242,1607
0.6299,1606
0.6354,1611
0.641,1605
0.6464,1606
0.6521,1611
0.6577,1605
0.6631,1606
0.6688,1611
0.6745,1607
0.6798,1605
0.6855,1611
0.6909,1608
0.6965,1604
0.7022,1609
0.7076,1611
0.7132,1604
0.7188,1608
0.7242,1612
0.7299,1606
0.7355,1605
0.7409,1610
0.7465,1609
0.7522,1603
0.7576,1608
0.7632,1611
0.7689,1606
0.7742,1607
0.7799,1611
0.7853,1606
0.791,1605
0.7966,1613
0.802,1606
0.8077,1606
0.8133,1610
0.8187,1609
0.8243,1603
0.83,1605
0.8354,1610
0.841,1608
0.8467,1607
0.852,1610
0.8577,1610
0.8631,1605
0.8687,1612
0.8744,1607
0.88,1604
0.8854,1609
0.8911,1607
0.8964,1605
0.9021,1610
0.9078,1610
0.9131,1602
0.9188,1606
0.9244,1611
0.9298,1608
0.9355,1605
0.9411,1609
0.9465,1609
0.9521,1607
0.9578,1608
0.9631,1611
0.9688,1604
0.9744,1609
0.9798,1611
0.9855,1606
0.9909,1607
0.9965,1611
1.0022,1603
1.0076,1604
1.0132,1612
1.0189,1607
1.0243,1605
1.0299,1607
1.0356,1609
1.0409,1606
1.0466,1609
1.052,1610
1.0576,1604
1.0633,1610
1.0686,1608
1.0743,1605
1.08,1608
1.0853,1610
1.091,1602
1.0966,1608
1.102,1611
1.1077,1606
1.1133,1604
1.1187,1610
1.1244,1610
1.1298,1603
1.1354,1607
1.1411,1611
1.1465,1608
1.1521,1604
1.1578,1610
1.1632,1611
1.1688,1604
1.1742,1607
1.1798,1612
1.1855,1609
1.1909,1606
1.1965,1609
1.2022,1612
1.2075,1604
1.2132,1607
1.2188,1611
1.2242,1607
1.2299,1605
1.2355,1612
1.2409,1611
1.2466,1604
1.2522,1608
1.2576,1608
1.2633,1607
1.2687,1606
1.2743,1611
1.2797,1606
1.2854,1606
1.291,1610
1.2964,1607
1.3021,1607
1.3077,1610
1.3131,1607
1.3188,1603
1.3244,1608
1.3298,1610
1.3354,1603
1.3411,1607
1.3465,1610
1.3521,1607
1.3578,1604
1.3631,1610
1.3688,1607
1.3744,1605
1.3798,1611
1.3855,1610
1.3908,1603
1.3965,1606
1.4021,1611
1.4078,1608
1.4132,1604
1.4188,1609
1.4245,1610
1.4298,1605
1.4355,1610
1.4409,1611
1.4465,1606
1.4522,1609
1.4578,1611
1.4632,1605
1.4688,1608
1.4742,1610
1.4799,1604
1.4855,1609
1.4909,1608
1.4965,1605
1.5021,1608
1.5078,1610
1.5132,1604
1.5188,1606
1.5242,1611
1.5299,1609
1.5355,1605
1.5409,1609
1.5465,1609
1.5522,1605
1.5578,1610
1.5632,1608
1.5688,1603
1.5742,1612
1.5799,1610
1.5855,1608
1.5909,1606
1.5966,1608
1.6022,1604
1.6076,1608
1.6133,1610
1.6187,1605
1.6243,1605
1.6299,1612
1.6354,1609
1.641,1606
1.6467,1611
1.6521,1609
1.6577,1606
1.6634,1609
1.6688,1611
1.6744,1607
1.6798,1604
1.6855,1612
1.6909,1610
1.6966,1604
1.7022,1610
1.7076,1612
1.7132,1607
1.7186,1605
1.7243,1609
1.7299,1609
1.7356,1605
1.741,1609
1.7466,1611
1.752,1607
1.7577,1607
1.7633,1612
1.7687,1607
1.7744,1603
1.7797,1610
1.7854,1605
1.7911,1605
1.7965,1611
1.8021,1609
1.8078,1605
1.8132,1611
1.8188,1608
1.8245,1604
1.8298,1609
1.8355,1610
1.8409,1605
1.8466,1607
1.852,1610
1.8577,1607
1.8631,1605
1.8687,1612
1.8744,1608
1.8798,1604
1.8854,1609
1.8911,1609
1.8964,1604
1.9022,1609
1.9076,1611
1.9132,1606
1.9187,1608
1.9243,1609
1.93,1606
1.9354,1606
1.9411,1612
1.9465,1608
1.9522,1606
1.9576,1612
