Experiment: Feb_19_real_eric2_expt vial 0, Fri Feb 19 13:52:14 2021
0.0021,1634
0.0078,1636
0.0132,1633
0.0188,1632
0.0242,1637
0.0298,1631
0.0355,1634
0.0408,1639
0.0465,1631
0.0521,1634
0.0575,1635
0.0632,1632
0.0688,1637
0.0742,1632
0.0798,1631
0.0855,1634
0.0909,1630
0.0965,1635
0.1022,1633
0.1075,1631
0.1132,1637
0.1188,1632
0.1242,1631
0.1298,1635
0.1355,1632
0.1409,1633
0.1465,1636
0.1522,1633
0.1575,1631
0.1632,1636
0.1688,1631
0.1742,1634
0.1799,1637
0.1855,1632
0.1909,1634
0.1965,1635
0.2022,1633
0.2076,1637
0.2132,1633
0.2189,1631
0.2242,1634
0.2299,1632
0.2355,1637
0.2409,1635
0.2466,1632
0.2519,1635
0.2576,1633
0.2632,1633
0.2689,1635
0.2743,1633
0.2799,1631
0.2856,1637
0.2909,1632
0.2966,1633
0.302,1635
0.3076,1632
0.3133,1632
0.3187,1635
0.3243,1631
0.33,1636
0.3353,1635
0.341,1632
0.3466,1636
0.352,1633
0.3577,1633
0.3633,1638
0.3687,1633
0.3743,1632
0.38,1637
0.3853,1631
0.391,1634
0.3966,1636
0.402,1632
0.4077,1636
0.4131,1629
0.4187,1634
0.4244,1637
0.4298,1632
0.4354,1633
0.4411,1636
0.4464,1632
0.4521,1634
0.4577,1636
0.4631,1631
0.4688,1637
0.4744,1636
0.4798,1631
0.4854,1637
0.4911,1634
0.4964,1629
0.5021,1636
0.5077,1635
0.5131,1632
0.5188,1634
0.5242,1633
0.5299,1632
0.5355,1638
0.5409,1636
0.5466,1630
0.552,1636
0.5577,1635
0.5631,1631
0.5688,1637
0.5744,1631
0.5798,1633
0.5854,1636
0.5911,1630
0.5964,1635
0.6021,1635
0.6076,1631
0.6132,1636
0.6189,1633
0.6242,1632
0.6299,1640
0.6354,1631
0.641,1630
0.6464,1635
0.6521,1634
0.6577,1632
0.6631,1638
0.6688,1633
0.6745,1633
0.6798,1637
0.6855,1630
0.6909,1633
0.6965,1637
0.7022,1631
0.7076,1633
0.7132,1634
0.7188,1632
0.7242,1636
0.7299,1633
0.7355,1630
0.7409,1635
0.7465,1635
0.7522,1631
0.7576,1636
0.7632,1635
0.7689,1630
0.7742,1635
0.7799,1634
0.7853,1633
0.791,1636
0.7966,1631
0.802,1633
0.8077,1634
0.8133,1631
0.8187,1635
0.8243,1634
0.83,1633
0.8354,1635
0.841,1631
0.8467,1635
0.852,1633
0.8577,1634
0.8631,1636
0.8687,1631
0.8744,1632
0.88,1636
0.8854,1631
0.8911,1634
0.8964,1635
0.9021,1631
0.9078,1637
0.9131,1634
0.9188,1631
0.9244,1639
0.9298,1632
0.9355,1632
0.9411,1637
0.9465,1631
0.9521,1631
0.9578,1636
0.9631,1633
0.9688,1634
0.9744,1636
0.9798,1633
0.9855,1635
0.9909,1634
0.9965,1631
1.0022,1636
1.0076,1635
1.0132,1632
1.0189,1635
1.0243,1635
1.0299,1635
1.0356,1636
1.0409,1631
1.0466,1636
1.052,1634
1.0576,1634
1.0633,1636
1.0686,1633
1.0743,1632
1.08,1635
1.0853,1633
1.091,1634
1.0966,1633
1.102,1632
1.1077,1637
1.1133,1632
1.1187,1634
1.1244,1635
1.1298,1631
1.1354,1634
1.1411,1636
1.1465,1633
1.1521,1636
1.1578,1631
1.1632,1630
1.1688,1637
1.1742,1634
1.1798,1635
1.1855,1636
1.1909,1632
1.1965,1634
1.2022,1636
1.2075,1631
1.2132,1635
1.2188,1636
1.2242,1630
1.2299,1636
1.2355,1638
1.2409,1632
1.2466,1632
1.2522,1636
1.2576,1633
1.2633,1630
1.2687,1638
1.2743,1633
1.2797,1630
1.2854,1637
1.291,1635
1.2964,1629
1.3021,1637
1.3077,1635
1.3131,1630
1.3188,1636
1.3244,1636
1.3298,1632
1.3354,1637
1.3411,1630
1.3465,1633
1.3521,1638
1.3578,1631
1.3631,1631
1.3688,1637
1.3744,1634
1.3798,1630
1.3855,1635
1.3908,1635
1.3965,1634
1.4021,1634
1.4078,1631
1.4132,1636
1.4188,1633
1.4245,1633
1.4298,1635
1.4355,1631
1.4409,1636
1.4465,1633
1.4522,1634
1.4578,1635
1.4632,1632
1.4688,1636
1.4742,1634
1.4799,1634
1.4855,1636
1.4909,1632
1.4965,1636
1.5021,1632
1.5078,1632
1.5132,1637
1.5188,1633
1.5242,1636
1.5299,1633
1.5355,1632
