Experiment: April_28_Phage_Osmo_expt vial 2, Wed Apr 28 17:10:52 2021
0,0
13.3806,0.8139955596048866
14.6193,0.51011681400193
15.8195,0.5379636855529965
16.9916,0.5259298660994768
18.2807,0.5104873669596771
19.7586,0.5426398763667261
21.0752,0.590246556438818
55.8041,0.027380856466511932
59.1874,0.20096903270766797
61.6986,0.2875165677264283
64.3155,0.20151203490230157
66.7598,0.30892147375059953
68.9211,0.32603231020869183
71.1546,0.3018361404187044
73.3323,0.3499726128999905
75.5659,0.3185757545807005
77.8271,0.3159339374971251
80.1826,0.3275602043662621
82.477,0.32970371460333475
84.8662,0.3194656565259883
87.2774,0.32051302888464844
89.6552,0.3052028378561309
92.083,0.3317338803894022
94.4165,0.31472802981004017
96.772,0.3196289782698858
99.1998,0.31850348470424583
101.3944,0.3373720930293149
103.7722,0.35015928419056525
106.1056,0.3474860999971968
108.4112,0.3434703893285428
110.689,0.36574376056176683
113.0447,0.3312633797469525
115.2559,0.34488164249899506
117.6224,0.328603575885596
119.8782,0.3645009655098653
122.206,0.3392987437846979
124.6004,0.33661239216542493
127.006,0.33683361600883793
129.534,0.33417986044285813
132.1006,0.3283483600745771
134.3672,0.3427443287984368
137.0451,0.30782044278876886
139.54,0.3037430261850822
142.0623,0.33093523584539986
144.7069,0.30712100973599804
147.4791,0.30373086992917686
150.3569,0.28605987144962575
153.5238,0.2633758518876939
157.3685,0.22433237837910022
161.9017,0.18730877825780676
167.113,0.15821821702511518
172.2799,0.17451296246092393
176.9244,0.19455625668578808
180.7744,0.236268890009788
183.6913,0.28300089893318536
186.3692,0.30491811369042054
188.6692,0.3417876387896738
190.7468,0.3578742836187483
192.7415,0.40477826083247087
195.4303,0.29292495485507647
197.8749,0.3350837997749487
200.0953,0.3732921626593136
202.225,0.3684554691334848
204.3031,0.3863439514941812
206.1085,0.43352672296938527
208.3475,0.3221996899882486
210.3198,0.40653276367019786
212.2644,0.39602992611548454
214.3143,0.3732383491637423
216.2921,0.4009546373475814
218.4424,0.33978377178123903
220.459,0.3707547375565971
222.5034,0.3880821566554485
224.5814,0.39026848029489136
226.6424,0.3969476996437114
228.9092,0.3666426603904446
232.326,0.22229277972458014
235.7926,0.21472404117860067
238.7149,0.24775536939020873
241.3871,0.30326581745695597
244.0317,0.32086871734238115
246.3595,0.3370630186739047
248.7596,0.3416881421443534
251.0097,0.34946246336363135
253.2821,0.3613089676233031
255.3487,0.3764904992561895
257.5321,0.3386913930943375
259.6879,0.3500114238098513
261.7546,0.3229196598510106
263.9935,0.3194880054499376
266.1157,0.3715270509288696
268.1546,0.38279711849160386
270.3546,0.34556899527380674
272.4935,0.37723364767497053
274.5937,0.3847292018838457
276.6881,0.3689079120434404
278.1995,0.4106010085318333
280.6049,0.36295615803645037
