Experiment: Feb_19_real_eric2_expt vial 10, Fri Feb 19 13:52:14 2021
0.0021,28677
0.0078,28731
0.0132,28695
0.0188,28705
0.0242,28682
0.0298,28687
0.0355,28717
0.0408,28679
0.0465,28691
0.0521,28646
0.0575,28712
0.0632,28669
0.0688,28728
0.0742,28692
0.0798,28708
0.0855,28719
0.0909,28724
0.0965,28692
0.1022,28689
0.1075,28718
0.1132,28713
0.1188,28719
0.1242,28637
0.1298,28711
0.1355,28693
0.1409,28633
0.1465,28708
0.1522,28617
0.1575,28728
0.1632,28733
0.1688,28653
0.1742,28713
0.1799,28724
0.1855,28717
0.1909,28717
0.1965,28761
0.2022,28751
0.2076,28697
0.2132,28738
0.2189,28739
0.2242,28717
0.2299,28752
0.2355,28753
0.2409,28774
0.2466,28758
0.2519,28755
0.2576,28769
0.2632,28730
0.2689,28757
0.2743,28746
0.2799,28757
0.2856,28746
0.2909,28753
0.2966,28762
0.302,28749
0.3076,28765
0.3133,28753
0.3187,28747
0.3243,28722
0.33,28723
0.3353,28749
0.341,28752
0.3466,28767
0.352,28750
0.3577,28746
0.3633,28755
0.3687,28760
0.3743,28759
0.38,28722
0.3853,28747
0.391,28757
0.3966,28760
0.402,28773
0.4077,28776
0.4131,28767
0.4187,28773
0.4244,28738
0.4298,28725
0.4354,28764
0.4411,28748
0.4464,28771
0.4521,28762
0.4577,28758
0.4631,28749
0.4688,28771
0.4744,28774
0.4798,28742
0.4854,28786
0.4911,28779
0.4964,28772
0.5021,28790
0.5077,28780
0.5131,28785
0.5188,28774
0.5242,28776
0.5299,28776
0.5355,28754
0.5409,28761
0.5466,28786
0.552,28772
0.5577,28788
0.5631,28749
0.5688,28786
0.5744,28783
0.5798,28774
0.5854,28773
0.5911,28787
0.5964,28770
0.6021,28793
0.6076,28789
0.6132,28781
0.6189,28789
0.6242,28789
0.6299,28790
0.6354,28790
0.641,28802
0.6464,28801
0.6521,28783
0.6577,28809
0.6631,28787
0.6688,28795
0.6745,28778
0.6798,28786
0.6855,28796
0.6909,28775
0.6965,28801
0.7022,28794
0.7076,28797
0.7132,28790
0.7188,28793
0.7242,28811
0.7299,28807
0.7355,28797
0.7409,28785
0.7465,28801
0.7522,28804
0.7576,28806
0.7632,28813
0.7689,28820
0.7742,28812
0.7799,28817
0.7853,28818
0.791,28815
0.7966,28825
0.802,28824
0.8077,28826
0.8133,28836
0.8187,28830
0.8243,28839
0.83,28830
0.8354,28832
0.841,28833
0.8467,28827
0.852,28824
0.8577,28840
0.8631,28838
0.8687,28847
0.8744,28826
0.88,28822
0.8854,28831
0.8911,28855
0.8964,28854
0.9021,28869
0.9078,28845
0.9131,28839
0.9188,28848
0.9244,28855
0.9298,28853
0.9355,28842
0.9411,28848
0.9465,28840
0.9521,28842
0.9578,28837
0.9631,28837
0.9688,28823
0.9744,28821
0.9798,28839
0.9855,28850
0.9909,28844
0.9965,28848
1.0022,28849
1.0076,28864
1.0132,28826
1.0189,28850
1.0243,28861
1.0299,28869
1.0356,28864
1.0409,28857
