Experiment: Feb_19_real_eric2_expt vial 7, Fri Feb 19 13:52:14 2021
0.0021,28502
0.0078,28406
0.0132,28439
0.0188,28513
0.0242,28447
0.0298,28409
0.0355,28464
0.0408,28418
0.0465,28361
0.0521,28419
0.0575,28418
0.0632,28416
0.0688,28437
0.0742,28372
0.0798,28404
0.0855,28541
0.0909,28469
0.0965,28485
0.1022,28452
0.1075,28490
0.1132,28506
0.1188,28389
0.1242,28502
0.1298,28504
0.1355,28475
0.1409,28218
0.1465,28182
0.1522,28328
0.1575,28188
0.1632,28491
0.1688,28445
0.1742,28115
0.1799,28427
0.1855,28355
0.1909,28459
0.1965,28396
0.2022,28441
0.2076,28400
0.2132,28134
0.2189,28216
0.2242,28431
0.2299,28255
0.2355,28352
0.2409,28466
0.2466,28358
0.2519,28328
0.2576,28200
0.2632,28426
0.2689,28323
0.2743,28328
0.2799,28120
0.2856,28295
0.2909,28296
0.2966,28071
0.302,28474
0.3076,27954
0.3133,28419
0.3187,28287
0.3243,28252
0.33,28440
0.3353,28377
0.341,28387
0.3466,28426
0.352,27498
0.3577,28369
0.3633,28283
0.3687,28455
0.3743,28427
0.38,28378
0.3853,28379
0.391,28436
0.3966,28294
0.402,28424
0.4077,28438
0.4131,28463
0.4187,28373
0.4244,28386
0.4298,28327
0.4354,28432
0.4411,28474
0.4464,28451
0.4521,28485
0.4577,28437
0.4631,28186
0.4688,28411
0.4744,28320
0.4798,28246
0.4854,28331
0.4911,28327
0.4964,28324
0.5021,28392
0.5077,28265
0.5131,28227
0.5188,28304
0.5242,28419
0.5299,28451
0.5355,28438
0.5409,28115
0.5466,28161
0.552,28354
0.5577,28369
0.5631,28376
0.5688,28359
0.5744,28457
0.5798,28217
0.5854,28151
0.5911,28250
0.5964,28327
0.6021,28394
0.6076,28432
0.6132,28024
0.6189,28462
0.6242,28414
0.6299,28471
0.6354,28313
0.641,28462
0.6464,28358
0.6521,28402
0.6577,28295
0.6631,28250
0.6688,28430
0.6745,28439
0.6798,28482
0.6855,28445
0.6909,28367
0.6965,28316
0.7022,28337
0.7076,28500
0.7132,28420
0.7188,28309
0.7242,28466
0.7299,28314
0.7355,28446
0.7409,28482
0.7465,28356
0.7522,28458
0.7576,28451
0.7632,28470
0.7689,28271
0.7742,28450
0.7799,28450
0.7853,28415
0.791,28485
0.7966,28472
0.802,28403
0.8077,28461
0.8133,28386
0.8187,28436
0.8243,28466
0.83,28447
0.8354,28376
0.841,28379
0.8467,28473
0.852,28407
0.8577,28475
0.8631,28476
0.8687,28468
0.8744,28362
0.88,28409
0.8854,28428
0.8911,28401
0.8964,28388
0.9021,28379
0.9078,28410
0.9131,28413
0.9188,28363
0.9244,28419
0.9298,28395
0.9355,28404
0.9411,28373
0.9465,28470
0.9521,28124
0.9578,28391
0.9631,28426
0.9688,28313
0.9744,28437
0.9798,28422
0.9855,28377
0.9909,28422
0.9965,28470
1.0022,28302
1.0076,28403
1.0132,28433
1.0189,28400
1.0243,28389
1.0299,28417
1.0356,28445
1.0409,28451
1.0466,28332
1.052,28403
1.0576,28425
1.0633,28372
1.0686,28432
1.0743,28434
1.08,28408
1.0853,28429
1.091,28391
1.0966,28312
1.102,28371
1.1077,28401
1.1133,28436
1.1187,28389
1.1244,28433
1.1298,28428
1.1354,28435
1.1411,28461
1.1465,28402
1.1521,28388
1.1578,28402
1.1632,28426
1.1688,28400
1.1742,28422
1.1798,28445
1.1855,28427
1.1909,28410
1.1965,28393
1.2022,28352
1.2075,28399
1.2132,28422
1.2188,28388
1.2242,28395
1.2299,28405
1.2355,28410
1.2409,28404
1.2466,28429
1.2522,28423
1.2576,28390
1.2633,28387
1.2687,28377
1.2743,28429
1.2797,28392
1.2854,28323
1.291,28403
1.2964,28355
1.3021,28412
1.3077,28410
1.3131,28412
1.3188,28392
1.3244,28387
1.3298,28344
1.3354,28429
1.3411,28367
1.3465,28404
1.3521,28389
1.3578,28383
1.3631,28393
1.3688,28386
1.3744,28411
1.3798,28378
1.3855,28392
1.3908,28384
1.3965,28361
1.4021,28343
1.4078,28388
1.4132,28321
1.4188,28355
1.4245,28383
1.4298,28358
1.4355,28347
1.4409,28336
1.4465,28364
1.4522,28340
1.4578,28299
1.4632,28345
1.4688,28323
1.4742,28362
1.4799,28336
1.4855,28297
1.4909,28289
1.4965,28304
1.5021,28308
