Experiment: Feb_19_real_eric2_expt vial 2, Fri Feb 19 13:52:14 2021
0.0021,28781
0.0078,28785
0.0132,28790
0.0188,28786
0.0242,28791
0.0298,28787
0.0355,28795
0.0408,28770
0.0465,28792
0.0521,28788
0.0575,28794
0.0632,28783
0.0688,28774
0.0742,28784
0.0798,28774
0.0855,28780
0.0909,28801
0.0965,28777
0.1022,28793
0.1075,28783
0.1132,28819
0.1188,28793
0.1242,28798
0.1298,28813
0.1355,28816
0.1409,28826
0.1465,28835
0.1522,28803
0.1575,28836
0.1632,28829
0.1688,28814
0.1742,28843
0.1799,28827
0.1855,28825
0.1909,28815
0.1965,28817
0.2022,28823
0.2076,28814
0.2132,28815
0.2189,28801
0.2242,28804
0.2299,28812
0.2355,28807
0.2409,28810
0.2466,28803
0.2519,28804
0.2576,28813
0.2632,28791
0.2689,28802
0.2743,28819
0.2799,28812
0.2856,28815
0.2909,28815
0.2966,28808
0.302,28815
0.3076,28814
0.3133,28819
0.3187,28817
0.3243,28806
0.33,28811
0.3353,28814
0.341,28816
0.3466,28799
0.352,28804
0.3577,28811
0.3633,28797
0.3687,28802
0.3743,28784
0.38,28803
0.3853,28800
0.391,28797
0.3966,28793
0.402,28803
0.4077,28795
0.4131,28811
0.4187,28814
0.4244,28819
0.4298,28808
0.4354,28819
0.4411,28815
0.4464,28820
0.4521,28822
0.4577,28822
0.4631,28816
0.4688,28820
0.4744,28821
0.4798,28822
0.4854,28815
0.4911,28820
0.4964,28811
0.5021,28822
0.5077,28827
0.5131,28820
0.5188,28818
0.5242,28827
0.5299,28818
0.5355,28818
0.5409,28820
0.5466,28824
0.552,28820
0.5577,28820
0.5631,28818
0.5688,28821
0.5744,28820
0.5798,28819
0.5854,28812
0.5911,28811
0.5964,28818
0.6021,28819
0.6076,28817
0.6132,28811
0.6189,28818
0.6242,28813
0.6299,28807
0.6354,28812
0.641,28807
0.6464,28801
0.6521,28808
0.6577,28819
0.6631,28809
0.6688,28798
0.6745,28807
0.6798,28806
0.6855,28809
0.6909,28812
0.6965,28814
0.7022,28814
0.7076,28806
0.7132,28800
0.7188,28813
0.7242,28806
0.7299,28809
0.7355,28794
0.7409,28799
0.7465,28796
0.7522,28805
0.7576,28808
0.7632,28818
0.7689,28815
0.7742,28802
0.7799,28807
0.7853,28811
0.791,28809
0.7966,28800
0.802,28795
0.8077,28802
0.8133,28812
0.8187,28810
0.8243,28814
0.83,28819
0.8354,28817
0.841,28809
0.8467,28804
0.852,28804
0.8577,28807
0.8631,28797
0.8687,28799
0.8744,28798
0.88,28816
0.8854,28811
0.8911,28811
0.8964,28800
0.9021,28800
0.9078,28809
0.9131,28808
0.9188,28803
0.9244,28800
0.9298,28805
0.9355,28817
0.9411,28804
0.9465,28808
0.9521,28804
0.9578,28808
0.9631,28801
0.9688,28800
0.9744,28813
0.9798,28806
0.9855,28793
0.9909,28798
0.9965,28807
1.0022,28792
1.0076,28803
1.0132,28797
1.0189,28793
1.0243,28796
1.0299,28794
1.0356,28784
1.0409,28788
1.0466,28792
1.052,28784
1.0576,28795
1.0633,28794
1.0686,28789
1.0743,28799
1.08,28799
1.0853,28801
1.091,28799
1.0966,28801
1.102,28797
1.1077,28785
1.1133,28797
1.1187,28784
1.1244,28791
1.1298,28786
1.1354,28788
1.1411,28799
1.1465,28802
1.1521,28775
1.1578,28781
1.1632,28778
1.1688,28786
1.1742,28788
1.1798,28790
1.1855,28785
1.1909,28777
1.1965,28788
1.2022,28792
1.2075,28798
1.2132,28784
1.2188,28776
1.2242,28783
1.2299,28786
1.2355,28786
1.2409,28772
1.2466,28778
1.2522,28779
1.2576,28779
1.2633,28768
1.2687,28781
1.2743,28786
1.2797,28780
1.2854,28776
1.291,28790
1.2964,28796
1.3021,28789
1.3077,28776
1.3131,28782
1.3188,28792
1.3244,28784
1.3298,28776
1.3354,28788
1.3411,28790
1.3465,28787
1.3521,28783
1.3578,28793
1.3631,28798
1.3688,28802
1.3744,28797
1.3798,28787
1.3855,28796
1.3908,28790
1.3965,28802
1.4021,28793
1.4078,28795
1.4132,28798
1.4188,28800
1.4245,28808
1.4298,28806
1.4355,28812
1.4409,28811
1.4465,28803
1.4522,28798
1.4578,28799
1.4632,28799
1.4688,28802
1.4742,28792
1.4799,28793
1.4855,28782
1.4909,28788
1.4965,28784
1.5021,28785
1.5078,28788
1.5132,28797
1.5188,28791
1.5242,28801
1.5299,28793
1.5355,28781
1.5409,28788
1.5465,28792
1.5522,28787
1.5578,28785
1.5632,28776
1.5688,28787
1.5742,28780
1.5799,28779
1.5855,28782
1.5909,28771
1.5966,28781
1.6022,28788
1.6076,28780
1.6133,28775
1.6187,28796
1.6243,28799
1.6299,28795
1.6354,28786
1.641,28781
1.6467,28782
1.6521,28787
1.6577,28791
1.6634,28791
1.6688,28790
1.6744,28779
1.6798,28780
1.6855,28788
1.6909,28787
1.6966,28790
1.7022,28792
1.7076,28787
1.7132,28801
1.7186,28806
1.7243,28796
1.7299,28798
1.7356,28798
1.741,28802
1.7466,28808
1.752,28796
1.7577,28794
1.7633,28800
1.7687,28798
1.7744,28794
1.7797,28804
1.7854,28793
1.7911,28793
1.7965,28793
1.8021,28788
1.8078,28794
1.8132,28790
1.8188,28778
1.8245,28780
1.8298,28780
1.8355,28779
1.8409,28781
1.8466,28789
1.852,28796
1.8577,28800
1.8631,28790
1.8687,28792
1.8744,28799
1.8798,28789
1.8854,28790
1.8911,28794
1.8964,28788
1.9022,28791
1.9076,28799
1.9132,28781
1.9187,28788
1.9243,28788
1.93,28782
1.9354,28776
1.9411,28782
1.9465,28780
1.9522,28776
1.9576,28779
1.9632,28781
1.9686,28783
1.9743,28792
1.9797,28793
1.9854,28796
1.991,28796
1.9967,28802
2.0021,28802
2.0077,28796
2.0132,28790
2.0189,28792
2.0243,28792
2.03,28798
2.0354,28792
2.0411,28803
2.0465,28799
2.0522,28785
2.0576,28791
2.0633,28786
2.0687,28788
2.0744,28785
2.0798,28782
2.0854,28782
2.0909,28790
2.0966,28790
2.102,28792
2.1077,28795
2.1131,28797
2.1188,28791
2.1242,28786
2.1299,28783
2.1356,28778
2.141,28786
2.1466,28787
2.152,28793
2.1577,28803
2.1633,28802
2.1686,28801
2.1743,28794
2.18,28792
2.1854,28803
2.1911,28792
2.1965,28791
2.2021,28791
2.2078,28791
2.2132,28800
2.2189,28803
2.2243,28798
2.23,28793
2.2354,28798
2.2411,28782
2.2465,28784
2.2522,28785
2.2576,28773
2.2633,28782
2.2688,28770
2.2745,28786
2.2798,28792
2.2855,28783
2.2909,28777
2.2966,28782
2.302,28793
2.3077,28787
2.3131,28783
2.3187,28782
2.3242,28798
2.3299,28787
2.3356,28786
2.341,28793
2.3467,28792
2.3521,28789
2.3578,28788
2.3632,28793
2.3689,28784
2.3743,28787
2.38,28799
2.3854,28788
2.3911,28800
2.3965,28798
2.4022,28798
2.4076,28806
2.4133,28807
2.4187,28800
2.4244,28801
2.4299,28797
2.4355,28802
2.4409,28794
2.4466,28800
2.4521,28811
2.4577,28794
2.4631,28794
2.4688,28807
2.4744,28804
2.4798,28805
2.4853,28801
2.491,28807
2.4967,28803
2.5021,28810
2.5078,28806
2.5132,28803
2.5189,28806
2.5243,28815
2.53,28802
2.5354,28806
2.5411,28813
2.5465,28807
2.5521,28808
2.5576,28811
2.5633,28809
2.5687,28809
2.5744,28812
2.5798,28808
2.5855,28812
2.5909,28816
2.5966,28813
2.602,28818
2.6077,28815
2.6131,28822
2.6188,28817
2.6242,28815
2.6299,28809
2.6353,28814
2.641,28801
2.6464,28813
2.6521,28813
2.6578,28811
2.6632,28820
2.6689,28818
2.6743,28810
2.68,28802
2.6854,28799
2.6911,28806
2.6965,28806
2.7022,28811
2.7078,28817
2.7132,28822
2.7187,28825
2.7243,28822
2.7298,28820
2.7355,28812
2.7409,28822
2.7466,28812
2.752,28818
2.7577,28818
2.7633,28817
2.7687,28814
2.7744,28815
2.7798,28810
2.7854,28816
2.7909,28821
2.7966,28816
2.802,28811
2.8077,28816
2.8131,28820
2.8188,28819
2.8242,28823
2.8299,28833
2.8354,28824
2.8411,28826
2.8464,28825
2.8521,28820
2.8578,28825
2.8632,28828
2.8689,28820
2.8743,28818
2.88,28820
2.8855,28829
2.8909,28824
2.8966,28818
2.902,28825
2.9076,28838
2.9133,28830
2.9187,28823
2.9244,28808
2.9298,28816
2.9355,28806
2.9409,28809
2.9466,28802
2.952,28814
2.9577,28815
2.9631,28825
2.9689,28806
2.9743,28813
2.9799,28818
2.9853,28817
2.991,28814
2.9964,28819
3.0021,28817
3.0075,28819
3.0132,28823
3.0188,28819
3.0243,28820
3.03,28828
3.0354,28831
3.0411,28833
3.0465,28823
3.052,28822
3.0576,28826
3.0633,28818
3.0687,28813
3.0744,28829
3.0798,28817
3.0855,28821
3.0909,28821
3.0966,28824
3.102,28813
3.1077,28808
3.1131,28826
3.1188,28836
3.1242,28825
3.1299,28816
3.1353,28825
3.141,28792
3.1467,28806
3.1521,28809
3.1578,28815
3.1632,28818
3.1689,28823
3.1742,28824
3.1799,28831
3.1854,28822
3.1911,28829
3.1965,28815
3.2022,28825
3.2076,28822
3.2133,28818
3.2187,28820
3.2244,28822
3.2298,28823
3.2354,28821
3.2411,28818
3.2465,28823
3.2522,28827
3.2576,28815
3.2633,28812
3.2688,28819
3.2742,28817
3.2799,28807
3.2853,28816
3.291,28817
3.2966,28812
3.3021,28810
3.3078,28809
3.3132,28818
3.3187,28818
3.3243,28813
3.33,28806
3.3354,28811
3.3409,28802
3.3465,28816
3.3522,28804
3.3576,28805
3.3633,28798
3.3687,28811
3.3743,28811
3.38,28807
3.3855,28809
3.3911,28811
3.3965,28804
3.4021,28810
3.4078,28808
3.4132,28807
3.4186,28814
3.4243,28813
3.43,28822
3.4354,28814
3.4411,28818
3.4465,28820
3.4521,28817
3.4578,28826
3.4632,28827
3.4689,28825
3.4743,28825
3.48,28829
3.4854,28816
3.4911,28820
3.4965,28824
3.5022,28818
3.5076,28825
3.5133,28830
3.5188,28809
3.5244,28831
3.5298,28827
3.5355,28822
3.5409,28821
3.5466,28820
3.5523,28832
3.5576,28829
3.5633,28822
3.5687,28829
3.5744,28817
3.5799,28827
3.5856,28827
3.591,28825
3.5964,28833
3.6021,28830
3.6077,28816
3.6132,28817
3.6189,28815
3.6243,28821
3.63,28828
3.6354,28819
3.641,28819
3.6467,28819
3.6522,28815
3.6576,28821
3.6633,28819
3.6687,28820
3.6745,28820
3.6798,28825
3.6855,28830
3.6909,28825
3.6966,28816
3.7023,28823
3.7077,28824
3.7134,28827
3.7187,28819
3.7244,28824
3.7298,28816
3.7355,28824
3.741,28825
3.7467,28820
3.7521,28819
3.7578,28820
3.7634,28821
3.7689,28817
3.7743,28820
3.78,28811
3.7854,28819
3.7911,28815
3.7967,28811
3.8021,28818
3.8076,28814
3.8133,28827
3.8187,28812
3.8244,28810
3.8298,28810
3.8355,28818
3.8412,28812
3.8466,28813
3.852,28812
3.8577,28804
3.8634,28807
3.8688,28811
3.8744,28810
3.8799,28804
3.8856,28802
3.891,28809
3.8965,28823
3.9022,28815
3.9076,28818
3.9132,28819
3.9189,28823
3.9243,28812
3.93,28815
3.9354,28811
3.9411,28815
3.9467,28808
3.9521,28805
3.9578,28812
3.9632,28790
3.9689,28808
3.9744,28810
3.9801,28817
3.9855,28824
3.9912,28819
3.9965,28821
4.0022,28826
4.0077,28814
4.0133,28815
4.0188,28812
4.0244,28813
4.0301,28812
4.0355,28821
4.0412,28809
4.0466,28821
4.0523,28824
4.0577,28819
4.0631,28828
4.0688,28822
4.0745,28816
4.0799,28812
4.0856,28805
4.091,28804
4.0967,28801
4.1023,28807
4.1077,28809
4.1131,28808
4.1188,28810
4.1245,28796
4.13,28808
4.1354,28805
4.1411,28814
4.1465,28814
4.1521,28810
4.1578,28816
4.1633,28815
4.1689,28821
4.1744,28815
4.18,28815
4.1854,28821
4.1911,28829
4.1968,28819
4.2022,28826
4.2079,28832
4.2133,28834
4.2187,28831
4.2244,28826
4.2301,28831
4.2355,28831
4.2412,28827
4.2466,28822
4.2523,28841
4.2576,28828
4.2633,28835
4.2687,28849
4.2744,28845
4.2799,28849
4.2856,28828
4.291,28833
4.2967,28834
4.3021,28827
4.3077,28832
4.3131,28832
4.3188,28826
4.3245,28828
4.3299,28823
4.3356,28824
4.341,28825
4.3467,28815
4.3521,28813
4.3578,28821
4.3633,28826
4.369,28821
4.3744,28813
