Experiment: Feb_22_tst2_chemo_expt vial 0, Mon Feb 22 14:12:56 2021
0.0055,1665
0.0115,1660
0.0168,1654
0.0225,1651
0.0278,1645
0.0335,1641
0.0389,1634
0.0446,1633
0.0502,1635
0.0556,1633
0.0613,1634
0.0669,1635
0.0723,1633
0.0779,1638
0.0836,1634
0.0889,1635
0.0946,1633
0.1002,1636
0.1056,1635
0.1112,1631
0.1169,1639
0.1225,1633
0.1279,1634
0.1335,1639
0.1389,1632
0.1446,1634
0.1502,1638
0.1556,1631
0.1612,1635
0.1669,1633
0.1744,1632
