Experiment: Mar_2_Turb_expt vial 4, Tue Mar  2 18:45:49 2021
0.0056,28224
0.0113,28247
0.0166,28240
0.0223,28256
0.0279,28243
0.0333,28250
0.0389,28259
0.0446,28262
0.0499,28264
0.0556,28264
0.0612,28268
0.0666,28258
0.0723,28273
0.0779,28273
0.0833,28276
0.0889,28266
0.0946,28269
0.0999,28271
0.1056,28273
0.1112,28282
0.1166,28291
0.1222,28283
0.1279,28257
0.1333,28294
0.1389,28294
0.1445,28295
0.1502,28299
0.1555,28299
0.1611,28308
0.1668,28296
0.1721,28301
0.1777,28286
0.1834,28292
0.189,28284
0.1944,28286
0.2,28303
0.2056,28307
0.2113,28288
0.2166,28305
0.2223,28296
0.2279,28305
0.2332,28310
0.2389,28309
0.2445,28302
0.2501,28309
0.2555,28314
0.2611,28303
0.2668,28307
0.2721,28300
0.2778,28307
0.2834,28305
0.289,28308
0.2944,28310
0.2999,28316
0.3056,28312
0.3112,28315
0.3165,28317
0.3222,28311
0.3277,28318
0.3333,28315
0.339,28316
0.3446,28311
0.3499,28314
0.3555,28320
0.3611,28322
0.3668,28321
0.3721,28324
0.3778,28303
0.3833,28322
0.3889,28324
0.3946,28313
0.3999,28307
0.4056,28309
0.4111,28313
0.4168,28314
0.4224,28315
0.4278,28309
0.4334,28322
0.4389,28321
0.4446,28318
0.4499,28322
0.4556,28309
0.4612,28318
0.4666,28316
0.4722,28309
0.4778,28315
0.4835,28319
0.4888,28324
0.4945,28326
0.5001,28328
0.5055,28326
0.5111,28330
0.5168,28333
0.5221,28327
0.5278,28319
0.5334,28332
0.5388,28334
0.5444,28327
0.5501,28323
0.5557,28314
0.5611,28324
0.5667,28331
0.5723,28332
0.5777,28330
0.5833,28336
0.589,28331
0.5943,28331
0.6,28339
0.6056,28326
0.6112,28334
0.6166,28339
0.6222,28342
0.6279,28353
0.6332,28334
0.6389,28332
0.6445,28337
0.6501,28337
0.6555,28335
0.6611,28342
0.6668,28341
0.6721,28348
0.6777,28343
0.6834,28340
0.689,28342
0.6944,28347
0.7,28357
0.7056,28352
0.7113,28339
0.7166,28351
0.7222,28350
0.7279,28344
0.7332,28350
0.7388,28351
0.7445,28348
0.7501,28360
