Experiment: Mar_2_Turb_expt vial 8, Tue Mar  2 18:45:49 2021
0.0056,103
0.0113,106
0.0166,104
0.0223,104
0.0279,105
0.0333,101
0.0389,102
0.0446,103
0.0499,102
0.0556,104
0.0612,101
0.0666,106
0.0723,103
0.0779,105
0.0833,103
0.0889,103
0.0946,103
0.0999,106
0.1056,104
0.1112,102
0.1166,102
0.1222,101
0.1279,103
0.1333,104
0.1389,103
0.1445,102
0.1502,103
0.1555,106
0.1611,105
0.1668,104
0.1721,104
0.1777,104
0.1834,105
0.189,105
0.1944,105
0.2,104
0.2056,106
0.2113,105
0.2166,102
0.2223,104
0.2279,104
0.2332,105
0.2389,105
0.2445,102
0.2501,101
0.2555,104
0.2611,105
0.2668,104
0.2721,103
0.2778,104
0.2834,99
0.289,105
0.2944,103
0.2999,105
0.3056,102
0.3112,103
0.3165,105
0.3222,105
0.3277,102
0.3333,104
0.339,106
0.3446,104
0.3499,103
0.3555,104
0.3611,102
0.3668,106
0.3721,104
0.3778,101
0.3833,101
0.3889,98
0.3946,101
0.3999,103
0.4056,100
0.4111,100
0.4168,101
0.4224,103
0.4278,104
0.4334,100
0.4389,96
0.4446,103
0.4499,102
0.4556,104
0.4612,106
0.4666,101
0.4722,99
0.4778,102
0.4835,101
0.4888,100
0.4945,103
0.5001,104
0.5055,104
0.5111,104
0.5168,102
0.5221,101
0.5278,101
0.5334,101
0.5388,101
0.5444,97
0.5501,101
0.5557,96
0.5611,101
0.5667,99
0.5723,106
0.5777,103
0.5833,100
0.589,101
0.5943,103
0.6,99
0.6056,99
0.6112,99
0.6166,102
0.6222,104
0.6279,99
0.6332,104
0.6389,100
0.6445,100
0.6501,102
0.6555,104
0.6611,102
0.6668,102
0.6721,101
0.6777,100
0.6834,103
0.689,102
0.6944,102
0.7,103
0.7056,106
0.7113,105
0.7166,103
0.7222,104
0.7279,100
0.7332,100
0.7388,106
0.7445,104
0.7501,103
0.7555,103
0.7611,104
0.7667,102
0.7721,104
0.7777,101
0.7833,100
0.789,104
0.7946,102
0.8,105
0.8056,99
0.811,103
0.8166,102
0.8222,103
0.8279,103
0.8332,104
0.8389,104
0.8445,101
0.8501,105
0.8555,101
0.8612,100
0.8668,102
0.8722,102
0.8778,100
0.8834,98
0.8888,100
0.8944,103
0.9001,102
0.9054,102
0.9111,101
0.9167,105
0.9223,102
0.9277,100
0.9333,106
0.939,101
0.9443,103
0.95,104
0.9554,100
0.961,104
0.9667,100
0.9723,101
0.9777,103
0.9833,101
0.989,104
0.9943,105
1.0,103
1.0056,101
1.0113,104
1.0167,104
1.0223,102
1.0277,102
1.0333,101
1.039,103
1.0443,101
1.05,102
1.0556,102
1.061,104
1.0666,104
1.0723,102
1.0779,103
1.0833,104
1.0889,103
1.0945,105
1.0999,103
1.1055,104
1.1112,104
1.1168,101
1.1222,105
1.1278,102
1.1334,103
1.1388,101
1.1444,98
1.15,99
1.1557,100
1.161,101
1.1667,99
1.1723,102
1.1777,102
1.1833,100
1.1889,104
1.1943,103
1.1999,101
1.2055,103
1.2112,102
1.2166,105
1.2222,99
1.2278,99
1.2332,97
1.2388,103
1.2444,103
1.2501,103
1.2554,102
1.2611,106
1.2667,103
1.2723,104
1.2777,97
1.2833,101
1.2889,103
1.2946,100
1.2999,105
1.3056,103
1.3112,104
1.3165,103
1.3222,104
1.3278,104
1.3334,102
1.3388,104
1.3445,103
1.3501,104
1.3554,102
1.3611,102
1.3667,103
1.3724,100
1.3777,106
1.3833,100
1.389,102
1.3944,105
1.4,104
1.4057,101
1.411,102
1.4166,100
1.4223,105
1.4279,105
1.4333,108
1.4389,106
1.4446,104
1.4499,103
1.4555,102
1.4612,107
1.4666,105
1.4722,101
1.4778,105
1.4835,99
1.4888,99
1.4945,104
1.5001,99
1.5055,100
1.5111,97
1.5168,103
1.5221,104
1.5278,101
1.5334,102
1.539,101
1.5444,105
1.5501,103
1.5557,102
1.561,102
1.5667,104
1.5723,103
1.5777,103
1.5833,103
1.589,99
1.5946,102
1.6,104
1.6056,100
1.6112,101
1.6166,101
1.6222,102
1.6279,101
1.6333,102
1.6389,103
1.6445,103
1.6499,103
1.6555,102
1.6612,102
1.6668,102
1.6722,102
1.6778,104
1.6835,105
1.6888,105
1.6945,105
1.7001,105
1.7057,106
1.7111,104
1.7167,103
1.7224,103
1.7277,103
1.7333,102
1.739,103
1.7446,105
1.7499,104
1.7556,98
1.7612,107
1.7668,101
1.7722,101
1.7778,104
1.7835,102
1.7888,103
1.7944,102
1.8,104
1.8056,100
1.8113,101
1.8166,100
1.8222,103
1.8278,102
1.8335,99
1.8391,100
1.8445,100
1.85,103
1.8556,104
1.8613,104
1.8666,104
1.8723,104
1.8778,102
1.8835,104
1.8891,101
1.8945,102
1.9001,104
1.9056,102
1.9113,101
1.9166,101
1.9223,102
1.9279,101
1.9334,99
1.9391,102
1.9444,101
1.9501,100
1.9557,100
1.9611,104
1.9668,102
1.9724,101
1.9778,99
1.9834,102
1.989,98
1.9944,101
2.0001,103
2.0057,102
2.0111,101
2.0167,102
2.0224,105
2.0277,104
2.0334,104
2.039,100
2.0447,102
2.05,102
2.0557,104
2.061,103
2.0667,104
2.0722,103
2.0778,104
2.0835,103
2.0889,103
2.0945,102
2.1,106
2.1057,105
2.1113,105
2.1167,104
2.1223,102
2.1278,102
2.1335,102
2.1391,104
2.1445,103
2.1501,104
2.1556,104
2.1613,102
2.1666,103
2.1723,104
2.1779,106
2.1833,105
2.1889,103
2.1946,105
2.2002,101
2.2056,99
2.2112,101
2.2169,102
2.2223,103
2.2279,102
2.2335,105
2.2389,103
2.2445,105
2.2502,103
2.2555,104
2.2612,103
2.2668,105
2.2724,103
2.2778,106
2.2834,104
2.2891,103
2.2944,102
2.3001,106
2.3057,105
2.3111,109
2.3167,105
2.3224,104
2.328,105
2.3334,105
2.339,101
2.3447,105
2.3501,105
2.3557,106
2.3611,104
2.3667,105
2.3723,105
2.378,104
2.3833,102
2.389,104
2.3946,106
2.4003,105
2.4056,101
2.4112,106
2.4169,104
2.4223,104
2.4279,104
2.4335,103
2.4389,106
2.4446,100
2.4502,100
2.4556,103
2.4612,102
2.4669,104
2.4722,105
2.4779,106
2.4835,104
2.4892,103
2.4945,105
2.5002,105
2.5055,105
2.5112,106
2.5169,105
2.5222,103
2.5279,101
2.5335,103
2.5389,104
2.5445,102
2.5502,101
2.5555,101
2.5612,99
2.5669,102
