Experiment: Mar_2_Turb_expt vial 5, Tue Mar  2 18:45:49 2021
0.0056,28192
0.0113,28178
0.0166,28185
0.0223,28190
0.0279,28173
0.0333,28196
0.0389,28200
0.0446,28171
0.0499,28188
0.0556,28194
0.0612,28175
0.0666,28206
0.0723,28204
0.0779,28204
0.0833,28211
0.0889,28212
0.0946,28213
0.0999,28211
0.1056,28213
0.1112,28215
0.1166,28217
0.1222,28210
0.1279,28222
0.1333,28211
0.1389,28227
0.1445,28198
0.1502,28219
0.1555,28190
0.1611,28215
0.1668,28214
0.1721,28224
0.1777,28231
0.1834,28169
0.189,28232
0.1944,28226
0.2,28228
0.2056,28222
0.2113,28226
0.2166,28222
0.2223,28229
0.2279,28235
0.2332,28231
0.2389,28231
0.2445,28232
0.2501,28234
0.2555,28229
0.2611,28234
0.2668,28227
0.2721,28228
0.2778,28238
0.2834,28225
0.289,28231
0.2944,28228
0.2999,28218
0.3056,28227
0.3112,28226
0.3165,28224
0.3222,28223
0.3277,28238
0.3333,28221
0.339,28237
0.3446,28225
0.3499,28218
0.3555,28231
0.3611,28230
0.3668,28223
0.3721,28224
0.3778,28217
0.3833,28230
0.3889,28225
0.3946,28230
0.3999,28234
0.4056,28229
0.4111,28229
0.4168,28226
0.4224,28229
0.4278,28231
0.4334,28228
0.4389,28222
0.4446,28210
0.4499,28221
0.4556,28222
0.4612,28225
0.4666,28223
0.4722,28216
0.4778,28203
0.4835,28214
0.4888,28226
0.4945,28221
0.5001,28223
0.5055,28223
0.5111,28230
0.5168,28229
0.5221,28228
0.5278,28224
0.5334,28228
0.5388,28226
0.5444,28225
0.5501,28226
0.5557,28218
0.5611,28223
0.5667,28228
0.5723,28223
0.5777,28233
0.5833,28242
0.589,28230
0.5943,28231
0.6,28237
0.6056,28241
0.6112,28248
0.6166,28245
0.6222,28248
0.6279,28248
0.6332,28245
0.6389,28243
0.6445,28252
0.6501,28240
0.6555,28240
0.6611,28249
0.6668,28246
0.6721,28258
0.6777,28257
0.6834,28270
0.689,28261
0.6944,28259
0.7,28267
0.7056,28252
0.7113,28256
0.7166,28263
0.7222,28260
0.7279,28251
0.7332,28255
0.7388,28259
0.7445,28247
0.7501,28260
0.7555,28254
0.7611,28240
0.7667,28254
0.7721,28251
0.7777,28260
0.7833,28268
0.789,28252
0.7946,28277
0.8,28263
0.8056,28261
0.811,28269
0.8166,28266
0.8222,28262
0.8279,28265
0.8332,28259
0.8389,28265
0.8445,28263
0.8501,28265
0.8555,28266
0.8612,28264
0.8668,28265
0.8722,28269
0.8778,28266
0.8834,28267
0.8888,28268
0.8944,28263
0.9001,28272
0.9054,28265
0.9111,28277
0.9167,28269
0.9223,28274
0.9277,28282
0.9333,28284
0.939,28269
0.9443,28268
0.95,28276
0.9554,28275
0.961,28285
0.9667,28276
0.9723,28274
0.9777,28281
0.9833,28280
0.989,28280
0.9943,28280
1.0,28281
1.0056,28285
1.0113,28291
1.0167,28281
1.0223,28281
1.0277,28277
1.0333,28279
1.039,28283
1.0443,28288
1.05,28290
1.0556,28284
1.061,28284
1.0666,28292
1.0723,28280
1.0779,28283
1.0833,28286
1.0889,28288
1.0945,28286
1.0999,28291
1.1055,28295
1.1112,28288
1.1168,28293
1.1222,28287
1.1278,28285
1.1334,28288
1.1388,28295
1.1444,28286
1.15,28277
1.1557,28288
1.161,28285
1.1667,28282
1.1723,28276
1.1777,28284
1.1833,28288
1.1889,28286
1.1943,28286
1.1999,28299
1.2055,28292
1.2112,28287
1.2166,28284
1.2222,28288
1.2278,28291
1.2332,28286
1.2388,28295
1.2444,28292
1.2501,28294
1.2554,28304
1.2611,28303
1.2667,28304
1.2723,28294
1.2777,28297
1.2833,28290
1.2889,28281
1.2946,28295
1.2999,28287
1.3056,28290
1.3112,28297
1.3165,28304
1.3222,28286
1.3278,28305
1.3334,28295
1.3388,28284
1.3445,28280
1.3501,28291
1.3554,28281
1.3611,28300
1.3667,28297
1.3724,28295
1.3777,28296
1.3833,28294
1.389,28292
1.3944,28285
1.4,28271
1.4057,28286
1.411,28283
1.4166,28291
1.4223,28293
1.4279,28289
1.4333,28293
1.4389,28298
1.4446,28286
1.4499,28287
1.4555,28294
1.4612,28289
1.4666,28290
1.4722,28289
1.4778,28291
1.4835,28293
1.4888,28289
1.4945,28295
1.5001,28294
1.5055,28295
1.5111,28293
1.5168,28289
1.5221,28292
1.5278,28290
1.5334,28295
1.539,28306
1.5444,28308
1.5501,28306
1.5557,28307
1.561,28280
1.5667,28309
1.5723,28308
1.5777,28298
1.5833,28306
1.589,28308
1.5946,28304
1.6,28301
1.6056,28307
1.6112,28302
1.6166,28301
1.6222,28308
1.6279,28301
1.6333,28299
1.6389,28310
1.6445,28301
1.6499,28305
1.6555,28292
1.6612,28298
1.6668,28307
1.6722,28308
1.6778,28304
1.6835,28302
1.6888,28296
1.6945,28301
1.7001,28303
1.7057,28304
1.7111,28304
1.7167,28306
1.7224,28315
1.7277,28326
1.7333,28330
1.739,28327
1.7446,28328
1.7499,28315
1.7556,28321
1.7612,28314
1.7668,28321
1.7722,28324
1.7778,28316
1.7835,28319
1.7888,28323
1.7944,28325
1.8,28333
1.8056,28334
1.8113,28333
1.8166,28325
1.8222,28318
1.8278,28329
1.8335,28324
1.8391,28323
1.8445,28340
1.85,28334
1.8556,28333
1.8613,28325
1.8666,28345
1.8723,28353
1.8778,28346
1.8835,28338
1.8891,28339
1.8945,28342
1.9001,28333
1.9056,28342
1.9113,28339
1.9166,28343
1.9223,28332
1.9279,28349
1.9334,28349
1.9391,28348
1.9444,28335
1.9501,28337
1.9557,28328
1.9611,28336
1.9668,28338
1.9724,28327
1.9778,28327
1.9834,28328
1.989,28317
1.9944,28331
2.0001,28332
2.0057,28329
2.0111,28331
2.0167,28321
2.0224,28324
2.0277,28322
2.0334,28317
2.039,28314
2.0447,28313
2.05,28304
2.0557,28316
2.061,28324
2.0667,28311
2.0722,28327
2.0778,28320
2.0835,28321
2.0889,28306
2.0945,28316
2.1,28302
2.1057,28318
2.1113,28297
2.1167,28296
2.1223,28304
2.1278,28313
2.1335,28320
2.1391,28291
2.1445,28302
2.1501,28296
2.1556,28298
2.1613,28294
2.1666,28285
2.1723,28298
2.1779,28294
2.1833,28289
2.1889,28283
2.1946,28293
2.2002,28274
2.2056,28289
2.2112,28293
2.2169,28280
2.2223,28294
2.2279,28282
2.2335,28292
2.2389,28280
2.2445,28267
2.2502,28268
2.2555,28272
2.2612,28277
2.2668,28279
2.2724,28287
2.2778,28264
2.2834,28278
2.2891,28265
2.2944,28270
2.3001,28272
2.3057,28275
2.3111,28257
2.3167,28256
2.3224,28258
2.328,28246
2.3334,28250
2.339,28255
2.3447,28235
2.3501,28255
2.3557,28244
2.3611,28252
2.3667,28233
2.3723,28236
2.378,28228
2.3833,28221
2.389,28223
2.3946,28244
2.4003,28221
2.4056,28214
2.4112,28225
2.4169,28230
2.4223,28220
2.4279,28222
2.4335,28217
2.4389,28211
2.4446,28206
2.4502,28207
2.4556,28199
2.4612,28204
2.4669,28220
2.4722,28192
2.4779,28202
2.4835,28193
2.4892,28196
2.4945,28201
2.5002,28199
2.5055,28185
2.5112,28190
2.5169,28184
2.5222,28180
2.5279,28183
2.5335,28176
2.5389,28182
2.5445,28167
2.5502,28175
2.5555,28169
2.5612,28159
2.5669,28167
2.5722,28149
2.5779,28162
