Experiment: Mar_18_osmo_expt vial 12, Thu Mar 18 18:20:50 2021
0.0052,27955
0.0109,27954
0.0165,27949
0.0219,27930
0.0275,27941
0.0332,27944
0.0388,27950
0.0442,27956
0.0498,27941
0.0554,27945
0.0608,27954
0.0664,27957
0.072,27951
0.0777,27954
0.083,28020
0.0887,28026
0.0943,28023
0.0997,28023
0.1053,28039
0.111,28037
0.1163,28031
0.122,28021
0.1276,28027
0.1332,28029
0.1386,28028
0.1442,28027
0.1498,28037
0.1554,28035
0.1608,28031
0.1664,28034
0.1721,28033
0.1774,28040
0.183,28034
0.1887,28037
0.1943,28022
0.1997,28036
0.2053,28027
0.2109,28033
0.2166,28025
0.2219,28033
0.2276,28038
0.2332,28032
0.2386,28027
0.2442,28030
0.2498,28028
0.2555,28030
0.2608,28033
0.2665,28039
0.2721,28034
0.2775,28035
0.283,28040
0.2886,28039
0.2942,28035
0.2999,28037
0.3052,28040
0.3108,28039
0.3164,28036
0.3221,28040
0.3275,28035
0.3331,28043
0.3386,28044
0.3442,28042
0.3499,28045
0.3552,28043
0.3608,28040
0.3664,28045
0.372,28041
0.3774,28044
0.383,28039
0.3887,28041
0.3942,28041
0.3998,28040
0.4052,28037
0.4108,28040
0.4165,28045
0.422,28037
0.4277,28045
0.433,28047
0.4387,28039
0.4443,28041
0.4496,28049
0.4553,28049
0.4609,28040
0.4666,28042
0.4719,28041
0.4776,28050
0.4832,28042
0.4885,28040
0.4942,28042
0.4998,28046
0.5054,28039
0.5108,28039
0.5164,28043
0.522,28042
0.5277,28043
0.533,28028
0.5387,28036
0.5443,28038
0.5497,28041
0.5553,28036
0.561,28036
0.5666,28040
0.572,28040
0.5776,28036
0.5832,28031
0.5886,28034
0.5942,28033
0.5999,28032
0.6052,28032
0.6108,28034
0.6165,28036
0.6221,28034
0.6277,28028
0.6331,28035
0.6387,28037
0.6444,28044
0.6497,28036
0.6554,28037
0.661,28026
0.6663,28031
0.672,28030
0.6776,28033
0.6832,28038
0.6886,28034
0.6942,28039
0.6999,28031
0.7052,28025
0.7109,28029
0.7165,28032
0.7221,28033
0.7275,28027
0.7331,28032
0.7388,28036
0.7441,28030
0.7498,28029
0.7554,28032
0.7607,28037
0.7664,28037
0.772,28041
0.7777,28036
0.783,28031
0.7887,28035
0.7943,28041
0.7997,28042
0.8053,28032
0.8109,28030
0.8166,28042
0.8219,28041
0.8276,28033
0.8332,28037
0.8385,28046
0.8442,28045
0.8498,28041
0.8555,28043
0.8608,28046
0.8664,28045
0.872,28039
0.8777,28048
0.883,28054
0.8887,28046
0.8943,28039
0.8997,28046
0.9053,28041
0.9109,28048
0.9163,28045
0.9219,28045
0.9276,28049
0.9332,28049
0.9388,28050
0.9442,28051
0.9498,28050
0.9555,28046
0.9608,28048
0.9663,28049
0.972,28058
0.9776,28051
0.9832,28049
0.9886,28052
0.9941,28049
0.9998,28054
1.0054,28052
1.0108,28047
1.0164,28057
1.022,28056
1.0276,28055
1.0332,28053
1.0386,28059
1.0443,28055
1.0498,28057
1.0554,28054
1.0608,28057
1.0664,28056
1.072,28053
1.0776,28054
1.0832,28055
1.0886,28053
1.0942,28056
1.0999,28060
1.1054,28051
1.111,28049
1.1164,28051
1.122,28056
1.1276,28050
1.133,28059
1.1386,28054
1.1443,28054
1.1499,28056
1.1553,28053
1.1609,28050
1.1666,28054
1.1719,28056
1.1776,28053
1.1832,28059
1.1888,28053
1.1942,28056
1.1998,28047
1.2054,28050
1.2108,28058
1.2164,28052
1.222,28053
1.2277,28061
1.233,28061
1.2387,28059
1.2443,28056
1.2499,28063
1.2553,28064
1.2609,28061
1.2666,28059
1.2719,28059
1.2776,28058
1.2832,28064
1.2888,28056
1.2942,28061
1.2998,28066
1.3055,28063
1.3108,28062
1.3165,28065
1.3221,28062
1.3275,28061
1.3331,28066
1.3387,28064
1.3444,28071
1.3497,28070
1.3554,28061
1.361,28066
1.3664,28068
1.372,28070
1.3776,28070
1.383,28069
1.3886,28070
1.3943,28066
1.3999,28066
1.4053,28069
1.4109,28067
1.4166,28074
1.4219,28067
1.4275,28068
1.4332,28067
1.4388,28068
1.4442,28067
1.4498,28069
1.4554,28066
1.4608,28069
1.4664,28066
1.4721,28070
1.4777,28073
1.4831,28053
1.4887,28058
1.4943,28061
1.4997,28059
1.5053,28063
1.511,28059
1.5166,28047
1.522,28058
1.5276,28067
1.5333,28058
1.5386,28059
1.5443,28063
1.5499,28061
1.5553,28059
1.5609,28065
1.5665,28068
1.5722,28062
1.5775,28063
1.5832,28059
1.5888,28057
1.5942,28060
1.5998,28059
1.6054,28057
1.6108,28063
1.6165,28059
1.6221,28066
1.6277,28066
1.6331,28073
1.6387,28069
1.6443,28068
1.6497,28060
1.6553,28069
1.661,28070
1.6666,28071
1.6719,28070
1.6776,28073
1.6832,28071
1.6886,28066
1.6942,28073
1.6998,28075
1.7055,28070
1.7108,28068
1.7164,28071
1.7221,28070
1.7277,28069
1.7331,28065
1.7387,28074
1.7443,28072
1.7497,28074
1.7553,28075
1.761,28077
1.7666,28072
1.772,28077
1.7776,28069
1.7833,28077
1.7886,28076
1.7942,28071
1.7999,28077
1.8053,28076
1.8109,28071
1.8165,28079
1.8221,28076
1.8275,28079
1.8331,28078
1.8388,28080
1.8441,28081
1.8498,28071
1.8554,28071
1.861,28079
1.8664,28076
1.872,28076
1.8776,28079
1.8833,28081
1.8886,28081
1.8943,28080
1.8999,28078
1.9053,28079
1.9109,28066
1.9164,28068
1.922,28074
1.9277,28076
1.9333,28072
1.9386,28073
1.9442,28079
1.9499,28082
1.9555,28069
1.9609,28078
1.9665,28073
1.972,28076
1.9777,28076
1.9831,28069
1.9887,28066
1.9943,28077
1.9997,28070
2.0053,28066
2.0108,28074
2.0164,28077
2.022,28068
2.0276,28072
2.0333,28075
2.0386,28074
2.0443,28069
2.0499,28078
2.0553,28082
2.0609,28057
2.0666,28036
2.0719,28033
2.0776,28032
2.0832,28014
2.0886,28016
2.0942,27999
2.0998,27999
2.1055,27983
2.1108,27979
2.1165,27971
2.1221,27985
2.1277,27976
2.1331,27966
2.1387,27961
2.1443,27973
2.1497,27976
2.1554,27983
2.161,27972
2.1666,27966
2.172,27966
2.1776,27967
2.1832,27960
2.1886,27962
2.1943,27954
2.1999,27953
2.2052,27965
2.2109,27958
2.2165,27950
2.2219,27952
2.2275,27976
2.2332,27973
2.2388,27974
2.2442,27970
2.2498,27965
2.2555,27969
2.2608,27975
2.2665,27978
2.2721,27965
2.2775,27972
2.2831,27976
2.2887,27972
2.2944,27989
2.2997,28003
2.3054,28004
2.311,27991
2.3166,27999
2.322,28010
2.3277,28004
2.3333,27995
2.3386,27986
2.3443,27984
2.3499,27981
2.3555,27992
2.3609,27988
2.3665,27977
2.3721,27966
2.3775,27986
2.3831,27996
2.3888,27983
2.3944,27993
2.3998,27990
2.4054,27988
2.4108,27983
2.4164,27971
2.4221,27974
2.4277,27971
2.4331,27994
2.4387,28001
2.4443,28005
2.45,28015
2.4553,28005
2.461,28004
2.4666,28021
2.4719,28017
