Experiment: Mar_18_osmo_expt vial 6, Thu Mar 18 18:20:50 2021
0.0052,28263
0.0109,28260
0.0165,28250
0.0219,28253
0.0275,28248
0.0332,28255
0.0388,28256
0.0442,28263
0.0498,28261
0.0554,28255
0.0608,28272
0.0664,28273
0.072,28280
0.0777,28278
0.083,28273
0.0887,28274
0.0943,28274
0.0997,28277
0.1053,28264
0.111,28268
0.1163,28256
0.122,28269
0.1276,28252
0.1332,28265
0.1386,28271
0.1442,28265
0.1498,28250
0.1554,28249
0.1608,28249
0.1664,28258
0.1721,28263
0.1774,28265
0.183,28257
0.1887,28256
0.1943,28253
0.1997,28260
0.2053,28257
0.2109,28258
0.2166,28258
0.2219,28258
0.2276,28256
0.2332,28251
0.2386,28264
0.2442,28255
0.2498,28254
0.2555,28267
0.2608,28263
0.2665,28260
0.2721,28270
0.2775,28265
0.283,28267
0.2886,28270
0.2942,28262
0.2999,28253
0.3052,28255
0.3108,28257
0.3164,28252
0.3221,28260
0.3275,28255
0.3331,28246
0.3386,28250
0.3442,28262
0.3499,28255
0.3552,28245
0.3608,28253
0.3664,28250
0.372,28247
0.3774,28250
0.383,28245
0.3887,28248
0.3942,28237
0.3998,28243
0.4052,28246
0.4108,28244
0.4165,28247
0.422,28237
0.4277,28238
0.433,28245
0.4387,28240
0.4443,28247
0.4496,28257
0.4553,28250
0.4609,28241
0.4666,28254
0.4719,28247
0.4776,28249
0.4832,28244
0.4885,28248
0.4942,28253
0.4998,28253
0.5054,28244
0.5108,28243
0.5164,28251
0.522,28244
0.5277,28248
0.533,28256
0.5387,28255
0.5443,28245
0.5497,28254
0.5553,28249
0.561,28255
0.5666,28244
0.572,28248
0.5776,28250
0.5832,28246
0.5886,28256
0.5942,28253
0.5999,28250
0.6052,28252
0.6108,28243
0.6165,28241
0.6221,28240
0.6277,28249
0.6331,28248
0.6387,28249
0.6444,28247
0.6497,28246
0.6554,28253
0.661,28256
0.6663,28253
0.672,28268
0.6776,28266
0.6832,28265
0.6886,28267
0.6942,28262
0.6999,28266
0.7052,28275
0.7109,28269
0.7165,28269
0.7221,28271
0.7275,28272
0.7331,28277
0.7388,28273
0.7441,28276
0.7498,28273
0.7554,28280
0.7607,28270
0.7664,28279
0.772,28275
0.7777,28290
0.783,28280
0.7887,28278
0.7943,28271
0.7997,28272
0.8053,28278
0.8109,28284
0.8166,28274
0.8219,28267
0.8276,28265
0.8332,28265
0.8385,28270
0.8442,28275
0.8498,28264
0.8555,28267
0.8608,28269
0.8664,28267
0.872,28274
0.8777,28273
