Experiment: Mar_16_osmo_expt vial 7, Tue Mar 16 20:56:43 2021
0.0015,28594
0.0064,28566
0.0118,28588
0.0175,28584
0.0229,28585
0.0286,28581
0.034,28570
0.0397,28576
0.0451,28577
0.0508,28591
0.0562,28584
0.0619,28586
0.0673,28584
0.073,28583
0.0784,28581
0.0841,28578
0.0897,28580
0.0951,28581
0.1008,28581
0.1062,28590
0.1119,28561
0.1173,28583
0.123,28577
0.1284,28579
0.1341,28580
0.1395,28581
0.1452,28577
0.1505,28577
0.1562,28589
0.1619,28575
0.1673,28566
0.173,28574
0.1784,28565
0.1841,28566
0.1895,28572
0.1952,28559
0.2006,28575
0.2063,28575
0.2117,28574
0.2173,28570
0.2231,28575
0.2285,28579
0.2342,28578
0.2395,28566
0.2452,28573
0.2506,28571
0.2563,28574
0.2617,28582
0.2673,28585
0.273,28579
0.2784,28583
0.284,28583
0.2897,28572
0.2951,28588
0.3008,28590
0.3062,28578
0.3119,28587
0.3173,28571
0.3229,28576
0.3286,28587
0.334,28584
0.3397,28580
0.3451,28575
0.3507,28562
0.3561,28573
0.3618,28592
0.3673,28551
0.3729,28591
0.3785,28600
0.3839,28557
0.3897,28585
0.3951,28596
0.4007,28587
0.4061,28586
0.4118,28586
0.4172,28600
0.4229,28594
0.4283,28598
0.434,28594
0.4397,28591
0.4451,28596
0.4508,28595
0.4562,28589
0.462,28592
0.4674,28583
0.473,28588
0.4785,28589
0.4841,28592
0.4895,28590
0.4952,28594
0.5007,28591
0.5063,28596
0.5117,28587
0.5174,28588
0.5228,28603
0.5285,28590
0.5342,28590
0.5396,28599
0.5453,28595
0.5507,28591
0.5564,28567
0.5618,28591
0.5675,28592
0.5729,28590
0.5786,28591
0.584,28595
0.5897,28603
0.5951,28590
0.6008,28598
0.6062,28600
0.6119,28595
0.6173,28604
0.623,28596
0.6285,28600
0.6341,28581
0.6395,28585
0.6452,28587
0.6506,28588
0.6563,28597
0.6617,28606
0.6674,28584
0.6728,28581
0.6785,28589
0.684,28581
0.6897,28587
0.6951,28585
0.7007,28583
0.7062,28585
0.7119,28574
0.7173,28594
0.723,28584
0.7286,28591
0.7341,28594
0.7398,28592
0.7451,28601
0.7508,28600
0.7562,28595
0.7619,28600
0.7673,28601
0.773,28600
0.7784,28618
0.7841,28606
0.7895,28603
0.7952,28609
0.8006,28606
0.8063,28599
0.812,28596
0.8174,28605
0.8231,28604
0.8285,28601
0.8341,28606
0.8396,28599
0.8453,28592
0.8507,28608
0.8561,28606
0.8618,28593
0.8675,28596
0.8729,28604
0.8786,28605
0.884,28588
0.8897,28599
0.8951,28593
0.9008,28609
0.9062,28597
0.9119,28600
0.9173,28606
0.923,28602
0.9284,28600
0.9341,28609
0.9395,28602
0.9452,28606
0.9507,28608
0.9564,28616
0.9618,28611
0.9675,28609
0.9729,28604
0.9786,28615
0.984,28610
0.9897,28601
0.9951,28604
1.0008,28608
1.0062,28607
1.0119,28602
1.0173,28594
1.023,28604
1.0284,28602
1.0341,28614
1.0395,28606
1.0452,28604
1.0506,28598
1.0563,28607
1.0618,28598
1.0675,28604
1.0729,28608
1.0786,28597
1.084,28600
1.0897,28600
1.0951,28605
1.1007,28606
1.1062,28601
1.1119,28596
1.1173,28600
1.1229,28602
1.1284,28603
1.134,28611
1.1394,28602
1.1451,28610
1.1508,28607
1.1563,28609
1.1619,28603
1.1673,28602
1.173,28603
1.1784,28605
1.1841,28611
1.1895,28602
1.1952,28603
1.2006,28599
1.2063,28608
1.212,28612
1.2174,28604
1.2231,28607
1.2285,28607
1.2342,28598
1.2396,28605
1.2453,28610
1.2507,28608
1.2564,28599
1.2618,28605
