Experiment: Mar_16_osmo_expt vial 6, Tue Mar 16 20:56:43 2021
0.0015,28255
0.0064,28250
0.0118,28262
0.0175,28262
0.0229,28266
0.0286,28271
0.034,28275
0.0397,28271
0.0451,28250
0.0508,28268
0.0562,28285
0.0619,28279
0.0673,28279
0.073,28279
0.0784,28267
0.0841,28266
0.0897,28274
0.0951,28283
0.1008,28266
0.1062,28281
0.1119,28279
0.1173,28275
0.123,28273
0.1284,28276
0.1341,28248
0.1395,28259
0.1452,28264
0.1505,28264
0.1562,28280
0.1619,28272
0.1673,28238
0.173,28274
0.1784,28263
0.1841,28247
0.1895,28258
0.1952,28253
0.2006,28270
0.2063,28269
0.2117,28254
0.2173,28269
0.2231,28266
0.2285,28277
0.2342,28279
0.2395,28252
0.2452,28273
0.2506,28281
0.2563,28272
0.2617,28271
0.2673,28274
0.273,28273
0.2784,28260
0.284,28267
0.2897,28264
0.2951,28262
0.3008,28269
0.3062,28265
0.3119,28254
0.3173,28257
0.3229,28245
0.3286,28263
0.334,28263
0.3397,28262
0.3451,28258
0.3507,28273
0.3561,28269
0.3618,28274
0.3673,28272
0.3729,28278
0.3785,28277
0.3839,28265
0.3897,28267
0.3951,28280
0.4007,28277
0.4061,28269
0.4118,28287
0.4172,28272
0.4229,28276
0.4283,28282
0.434,28259
0.4397,28255
0.4451,28270
0.4508,28265
0.4562,28248
0.462,28246
0.4674,28252
0.473,28250
0.4785,28254
0.4841,28255
0.4895,28255
0.4952,28261
0.5007,28255
0.5063,28268
0.5117,28271
0.5174,28262
0.5228,28267
0.5285,28267
0.5342,28260
0.5396,28275
0.5453,28249
0.5507,28261
0.5564,28269
0.5618,28263
0.5675,28263
0.5729,28272
0.5786,28269
0.584,28254
0.5897,28271
0.5951,28270
0.6008,28282
0.6062,28270
0.6119,28269
0.6173,28274
0.623,28267
0.6285,28271
0.6341,28280
0.6395,28265
0.6452,28252
0.6506,28264
0.6563,28273
0.6617,28282
0.6674,28264
0.6728,28256
0.6785,28269
0.684,28264
0.6897,28268
0.6951,28262
0.7007,28265
0.7062,28259
0.7119,28258
0.7173,28261
0.723,28279
0.7286,28258
0.7341,28262
0.7398,28265
0.7451,28262
0.7508,28261
0.7562,28261
0.7619,28250
0.7673,28267
0.773,28263
0.7784,28263
0.7841,28257
0.7895,28247
0.7952,28266
0.8006,28264
0.8063,28259
0.812,28263
0.8174,28266
0.8231,28266
0.8285,28269
0.8341,28281
0.8396,28275
0.8453,28267
0.8507,28287
0.8561,28285
0.8618,28271
0.8675,28265
0.8729,28274
0.8786,28274
0.884,28273
0.8897,28276
0.8951,28265
0.9008,28261
0.9062,28263
0.9119,28266
0.9173,28264
0.923,28256
0.9284,28255
0.9341,28263
0.9395,28268
0.9452,28268
0.9507,28268
0.9564,28280
0.9618,28282
0.9675,28277
0.9729,28274
0.9786,28274
0.984,28277
0.9897,28274
0.9951,28267
1.0008,28259
1.0062,28267
1.0119,28273
1.0173,28272
1.023,28270
1.0284,28258
1.0341,28266
1.0395,28268
1.0452,28276
1.0506,28262
1.0563,28270
1.0618,28265
1.0675,28277
1.0729,28268
1.0786,28263
1.084,28274
1.0897,28274
1.0951,28270
1.1007,28272
1.1062,28266
1.1119,28266
1.1173,28266
1.1229,28252
1.1284,28260
1.134,28267
1.1394,28267
1.1451,28262
1.1508,28259
1.1563,28266
1.1619,28264
1.1673,28255
1.173,28265
1.1784,28261
1.1841,28258
1.1895,28260
1.1952,28265
1.2006,28255
1.2063,28276
1.212,28268
1.2174,28274
1.2231,28263
1.2285,28263
1.2342,28259
1.2396,28263
1.2453,28277
1.2507,28281
1.2564,28268
1.2618,28278
1.2674,28274
1.2728,28267
1.2785,28283
1.284,28272
1.2897,28281
1.2951,28274
1.3007,28275
1.3064,28278
1.3118,28267
1.3175,28258
1.3229,28267
1.3286,28266
1.334,28263
1.3397,28256
1.3451,28269
1.3508,28267
1.3562,28274
1.3619,28280
1.3673,28276
1.373,28284
1.3784,28286
1.3841,28275
1.3895,28275
1.3952,28266
1.4006,28266
1.4063,28281
1.4117,28265
1.4174,28275
1.4228,28284
1.4285,28262
1.4339,28264
1.4396,28269
1.445,28263
1.4507,28277
1.4561,28272
1.4618,28274
1.4672,28269
1.4729,28273
1.4786,28269
1.484,28275
1.4897,28267
1.4951,28266
1.5008,28270
1.5062,28266
1.5119,28264
1.5173,28279
1.523,28282
1.5284,28268
1.5341,28268
1.5395,28276
1.5452,28265
1.5507,28265
1.5564,28267
1.5617,28266
1.5674,28270
1.5729,28277
1.5785,28272
1.584,28281
1.5897,28276
1.5951,28271
1.6008,28267
1.6062,28269
1.6119,28266
1.6173,28275
1.6229,28260
1.6286,28283
1.634,28281
1.6397,28287
1.6451,28288
1.6508,28286
1.6562,28284
1.6619,28291
1.6673,28300
1.673,28294
1.6784,28292
1.6841,28282
1.6895,28290
1.6952,28279
1.7006,28285
1.7061,28288
1.7118,28288
1.7175,28268
1.7229,28281
1.7286,28290
1.7339,28286
1.7396,28287
1.7453,28283
1.7507,28256
1.7564,28271
1.7617,28276
1.7674,28277
1.7731,28274
1.7785,28279
1.7842,28267
1.7895,28277
1.7952,28278
1.8006,28278
