Experiment: Feb_24_Turb_expt vial 11, Wed Feb 24 18:13:41 2021
0.0013,26524
0.0067,26521
0.0121,26541
0.0177,26544
0.0233,26566
0.0287,26573
0.0343,26596
0.04,26616
0.0456,26624
0.051,26645
0.0566,26652
0.0622,26667
0.0676,26672
0.0732,26679
0.0789,26678
0.0845,26690
0.0899,26692
0.0955,26696
0.1011,26706
0.1065,26727
0.1121,26743
0.1177,26735
0.1234,26748
0.1288,26763
0.1344,26779
0.14,26783
0.1454,26790
0.151,26802
0.1567,26810
0.162,26814
0.1677,26819
0.1733,26841
0.1789,26833
0.1843,26830
0.1899,26849
0.1955,26846
0.2012,26856
0.2065,26852
0.2122,26865
0.2178,26852
0.2232,26850
0.2288,26857
0.2344,26865
0.2401,26866
0.2454,26880
0.2511,26857
0.2567,26865
0.2621,26864
0.2677,26859
0.2733,26855
0.2787,26855
0.2844,26865
0.29,26879
0.2956,26866
0.301,26873
0.3066,26867
0.3123,26874
0.3176,26875
0.3233,26875
0.3289,26852
0.3343,26860
0.3399,26860
0.3456,26860
0.3509,26878
0.3566,26871
0.3622,26861
0.3676,26878
0.3732,26866
0.3789,26858
0.3845,26860
0.3899,26856
0.3955,26863
0.4011,26863
0.4065,26854
0.4121,26854
0.4178,26860
0.4231,26854
0.4288,26864
0.4345,26860
0.4398,26864
0.4454,26871
0.4511,26861
0.4567,26860
0.4621,26857
0.4677,26858
0.4733,26842
0.4787,26860
0.4843,26848
0.49,26853
0.4953,26861
0.501,26857
0.5066,26864
0.5122,26870
0.5176,26861
0.5232,26853
0.5289,26848
0.5345,26866
0.5399,26852
0.5455,26856
0.5512,26871
0.5565,26855
0.5622,26862
0.5678,26860
0.5732,26873
0.5788,26863
0.5844,26860
0.59,26853
0.5954,26854
0.601,26851
0.6067,26861
0.6121,26858
0.6177,26856
0.6233,26855
0.6289,26864
0.6343,26870
0.6399,26854
0.6456,26856
0.6509,26856
0.6565,26861
0.6622,26856
0.6678,26872
0.6732,26869
0.6788,26860
0.6844,26859
0.6898,26850
0.6954,26854
0.7011,26851
0.7067,26876
0.712,26850
0.7177,26863
0.7233,26866
0.7289,26878
0.7343,26873
0.7399,26875
0.7456,26883
0.7509,26892
0.7566,26866
0.7622,26875
0.7678,26878
0.7732,26854
0.7789,26881
0.7842,26886
0.7899,26882
0.7955,26898
0.8012,26890
0.8065,26877
0.8121,26891
0.8177,26885
0.8234,26885
0.8287,26887
0.8343,26880
0.8399,26893
0.8456,26897
0.8512,26876
0.8566,26867
0.8621,26874
0.8677,26875
0.8734,26887
0.8787,26881
0.8844,26873
0.8899,26870
0.8955,26876
0.9012,26883
0.9065,26877
0.9122,26874
0.9177,26889
0.9233,26888
0.9287,26899
0.9343,26898
0.94,26888
0.9455,26880
0.9511,26896
0.9565,26895
0.9622,26888
0.9678,26888
0.9732,26891
0.9788,26889
0.9844,26885
0.9898,26884
0.9954,26894
1.0067,26889
1.0121,26883
1.0177,26904
1.0234,26895
1.0287,26886
1.0344,26900
1.04,26886
1.0456,26877
1.051,26889
1.0566,26898
1.0622,26883
1.0676,26905
1.0732,26906
1.0788,26897
1.0842,26891
1.0898,26888
1.0955,26899
1.1011,26900
1.1065,26895
1.1121,26882
1.1178,26879
1.1231,26868
1.1288,26875
1.1344,26876
1.14,26867
1.1454,26887
1.151,26878
1.1566,26872
1.1623,26866
1.1676,26868
1.1733,26876
1.1789,26868
1.1842,26883
1.1899,26872
1.1955,26863
1.2011,26871
1.2065,26868
1.2122,26875
1.2178,26889
1.2231,26884
1.2288,26889
1.2344,26872
1.2398,26883
1.2454,26872
1.2511,26884
1.2567,26871
1.2621,26875
1.2677,26873
1.2734,26880
1.2787,26876
1.2844,26872
1.29,26878
1.2954,26878
1.301,26866
1.3067,26873
1.3121,26887
1.3177,26869
1.3234,26880
1.3287,26870
1.3343,26873
1.34,26884
1.3456,26875
1.351,26867
1.3566,26874
1.3622,26870
1.3676,26871
1.3732,26897
1.3789,26897
1.3845,26889
1.3899,26881
1.3955,26883
1.4011,26889
1.4065,26888
1.4121,26884
1.4178,26877
1.4234,26885
1.4288,26882
1.4344,26878
1.44,26882
1.4454,26885
1.451,26876
1.4567,26878
1.462,26881
1.4677,26888
1.4733,26878
1.4787,26881
1.4844,26884
1.49,26893
1.4954,26886
1.501,26899
1.5067,26894
1.5123,26883
1.5177,26896
1.5233,26892
1.5287,26896
1.5343,26885
1.54,26886
1.5454,26893
1.551,26886
1.5566,26891
1.562,26881
1.5676,26887
1.5733,26874
1.5789,26878
1.5843,26891
1.5899,26867
1.5955,26886
1.6012,26885
1.6065,26882
1.6121,26887
1.6178,26892
1.6231,26882
1.6288,26887
1.6344,26889
1.64,26883
1.6457,26873
1.651,26877
1.6566,26874
1.6622,26877
1.6676,26866
1.6732,26875
1.6788,26868
1.6845,26867
1.6898,26870
1.6954,26872
1.7011,26866
1.7067,26859
1.7121,26850
1.7177,26883
1.7233,26889
1.729,26873
1.7343,26864
1.7399,26872
1.7456,26868
1.7509,26870
1.7566,26869
1.7622,26873
1.7676,26875
1.7732,26882
1.7788,26883
1.7845,26871
1.7898,26882
1.7955,26869
1.8011,26870
1.8065,26869
1.8121,26873
1.8178,26869
1.8234,26885
1.8288,26888
1.8344,26882
1.84,26880
1.8454,26866
1.851,26869
1.8567,26880
1.862,26874
1.8677,26875
1.8733,26884
1.8787,26875
1.8843,26859
1.89,26866
1.8956,26876
1.901,26864
1.9066,26864
1.9122,26871
1.9176,26869
1.9232,26866
1.9289,26875
1.9343,26872
1.9399,26866
1.9455,26853
1.9512,26851
1.9565,26859
1.9622,26862
1.9678,26872
1.9732,26871
1.9788,26869
1.9844,26870
1.9898,26872
1.9955,26883
2.0065,26892
2.0122,26882
2.0178,26876
2.0231,26882
2.0288,26883
2.0344,26878
2.04,26889
2.0454,26886
2.051,26859
2.0566,26882
2.0623,26876
2.0676,26886
2.0733,26893
2.0789,26887
2.0843,26887
2.0899,26888
2.0956,26880
2.1012,26884
2.1065,26877
2.1122,26875
2.1178,26878
2.1234,26881
2.1288,26872
2.1344,26878
2.14,26875
2.1454,26873
2.151,26882
2.1566,26878
2.1623,26865
2.1676,26872
2.1733,26873
2.1789,26872
2.1843,26864
2.1899,26874
2.1956,26866
2.2009,26869
2.2066,26872
2.2122,26871
2.2178,26876
2.2232,26877
2.2288,26883
2.2344,26867
2.2398,26881
2.2455,26870
2.2511,26872
2.2567,26872
2.2621,26875
2.2677,26870
2.2734,26868
2.2787,26869
2.2844,26881
2.29,26877
2.2954,26878
2.301,26866
2.3066,26860
2.3123,26871
2.3176,26870
2.3233,26868
2.3289,26862
2.3343,26872
2.3399,26868
2.3455,26875
2.3512,26863
2.3565,26873
2.3621,26874
2.3678,26866
2.3731,26871
2.3788,26867
2.3843,26869
2.3899,26870
2.3955,26866
2.4012,26875
2.4065,26864
2.4121,26868
2.4177,26863
2.4234,26868
2.4287,26860
2.4344,26864
2.4398,26869
2.4454,26877
2.451,26867
2.4567,26873
2.4623,26876
2.4677,26882
2.4733,26884
2.4789,26882
2.4843,26893
2.49,26888
2.4955,26902
2.5011,26897
2.5065,26914
2.5121,26910
2.5178,26912
2.5231,26912
2.5288,26921
2.5344,26929
2.54,26930
2.5454,26933
2.551,26931
2.5566,26930
2.5623,26928
2.5676,26937
2.5733,26933
2.5789,26928
2.5842,26936
2.5899,26928
2.5955,26935
2.6011,26933
2.6065,26939
2.6121,26949
2.6177,26939
2.6233,26935
2.629,26942
2.6343,26943
2.64,26934
2.6456,26937
2.6509,26932
2.6566,26927
2.6622,26930
2.6676,26931
2.6732,26935
2.6789,26922
2.6845,26926
2.6898,26929
2.6955,26925
2.7011,26925
2.7065,26915
2.7121,26928
2.7178,26909
2.7234,26914
2.7288,26923
2.7344,26922
2.7401,26916
2.7454,26905
2.7511,26929
2.7567,26916
2.7621,26917
2.7677,26913
2.7733,26921
2.7787,26915
2.7843,26907
2.79,26910
2.7956,26923
2.801,26912
2.8066,26915
2.8122,26902
2.8176,26909
2.8233,26911
2.8289,26909
2.8343,26896
2.8399,26900
2.8455,26904
2.8509,26911
2.8566,26901
2.8622,26913
2.8678,26912
2.8733,26914
2.8789,26915
2.8842,26907
2.8899,26913
2.8955,26905
2.9012,26914
2.9065,26918
2.9122,26903
2.9178,26909
2.9232,26912
2.9288,26898
2.9344,26893
2.9401,26895
2.9455,26903
2.9511,26902
2.9565,26901
2.9621,26905
2.9678,26917
2.9734,26909
2.9788,26916
2.9844,26927
2.99,26914
2.9954,26903
3.001,26917
3.0067,26900
3.0121,26907
3.0177,26912
3.0233,26915
3.0287,26923
3.0343,26918
3.04,26916
3.0456,26925
3.051,26913
3.0566,26917
3.0622,26918
3.0676,26909
3.0732,26904
3.0789,26905
3.0845,26906
3.0898,26912
3.0955,26893
3.1011,26916
3.1067,26894
3.1121,26872
3.1177,26879
3.1234,26875
3.1287,26875
3.1344,26873
3.14,26869
3.1456,26863
3.151,26860
3.1567,26861
3.162,26849
3.1676,26839
3.1733,26856
3.1789,26858
3.1843,26851
3.1899,26841
3.1956,26856
3.2009,26855
3.2066,26848
3.2122,26859
3.2178,26860
3.2232,26860
3.2289,26862
3.2345,26868
3.2399,26859
3.2455,26862
3.2511,26858
3.2565,26858
3.2621,26846
3.2678,26841
3.2731,26853
3.2788,26849
3.2844,26854
3.29,26857
3.2954,26870
3.3011,26855
3.3067,26855
3.3121,26847
3.3177,26870
3.3233,26856
3.3287,26868
3.3344,26871
3.34,26871
3.3454,26880
3.351,26877
3.3566,26876
3.3623,26870
3.3676,26856
3.3733,26870
3.3789,26874
3.3843,26877
3.3899,26866
3.3956,26867
3.4009,26864
3.4066,26859
3.4122,26850
3.4176,26854
3.4232,26859
3.4289,26863
3.4345,26870
3.4398,26863
3.4455,26860
3.4511,26862
3.4565,26863
3.4621,26846
3.4678,26865
3.4731,26861
3.4788,26854
3.4844,26856
3.49,26865
3.4954,26866
3.501,26865
