Experiment: Feb_24_Turb_expt vial 8, Wed Feb 24 18:13:41 2021
0.0013,29076
0.0067,29083
0.0121,29090
0.0177,29095
0.0233,29104
0.0287,29111
0.0343,29105
0.04,29107
0.0456,29115
0.051,29136
0.0566,29130
0.0622,29145
0.0676,29138
0.0732,29162
0.0789,29169
0.0845,29180
0.0899,29176
0.0955,29178
0.1011,29190
0.1065,29182
0.1121,29195
0.1177,29197
0.1234,29200
0.1288,29192
0.1344,29203
0.14,29222
0.1454,29223
0.151,29236
0.1567,29222
0.162,29225
0.1677,29238
0.1733,29242
0.1789,29240
0.1843,29243
0.1899,29250
0.1955,29244
0.2012,29251
0.2065,29249
0.2122,29258
0.2178,29258
0.2232,29248
0.2288,29237
0.2344,29243
0.2401,29257
0.2454,29243
0.2511,29250
0.2567,29253
0.2621,29256
0.2677,29260
0.2733,29254
0.2787,29260
0.2844,29257
0.29,29249
0.2956,29257
0.301,29251
0.3066,29257
0.3123,29246
0.3176,29255
0.3233,29248
0.3289,29235
0.3343,29255
0.3399,29249
0.3456,29253
0.3509,29253
0.3566,29254
0.3622,29256
0.3676,29259
0.3732,29255
0.3789,29253
0.3845,29241
0.3899,29243
0.3955,29251
0.4011,29231
0.4065,29240
0.4121,29236
0.4178,29253
0.4231,29247
0.4288,29248
0.4345,29232
0.4398,29246
0.4454,29234
0.4511,29244
0.4567,29237
0.4621,29248
0.4677,29243
0.4733,29233
0.4787,29235
0.4843,29245
0.49,29236
0.4953,29242
0.501,29240
0.5066,29240
0.5122,29247
0.5176,29241
0.5232,29243
0.5289,29242
0.5345,29247
0.5399,29253
0.5455,29242
0.5512,29240
0.5565,29247
0.5622,29243
0.5678,29254
0.5732,29254
0.5788,29241
0.5844,29239
0.59,29235
0.5954,29246
0.601,29248
0.6067,29240
0.6121,29253
0.6177,29257
0.6233,29239
0.6289,29243
0.6343,29242
0.6399,29246
0.6456,29233
0.6509,29237
0.6565,29239
0.6622,29246
0.6678,29244
0.6732,29239
0.6788,29228
0.6844,29251
0.6898,29240
0.6954,29225
0.7011,29235
0.7067,29233
0.712,29227
0.7177,29241
0.7233,29238
0.7289,29245
0.7343,29246
0.7399,29226
0.7456,29244
0.7509,29241
0.7566,29243
0.7622,29237
0.7678,29234
0.7732,29240
0.7789,29245
0.7842,29241
0.7899,29252
0.7955,29233
0.8012,29233
0.8065,29244
0.8121,29252
0.8177,29244
0.8234,29245
0.8287,29243
0.8343,29245
0.8399,29249
0.8456,29240
0.8512,29242
0.8566,29250
0.8621,29251
0.8677,29247
0.8734,29248
0.8787,29245
0.8844,29242
0.8899,29245
0.8955,29244
0.9012,29249
0.9065,29238
0.9122,29239
0.9177,29244
0.9233,29236
0.9287,29243
0.9343,29243
0.94,29242
0.9455,29241
0.9511,29255
0.9565,29242
0.9622,29247
0.9678,29251
0.9732,29248
0.9788,29250
0.9844,29251
0.9898,29247
0.9954,29247
1.0067,29239
1.0121,29212
1.0177,29245
1.0234,29242
1.0287,29252
1.0344,29249
1.04,29240
1.0456,29246
1.051,29247
1.0566,29254
1.0622,29251
1.0676,29247
1.0732,29253
1.0788,29256
1.0842,29250
1.0898,29258
1.0955,29253
1.1011,29254
1.1065,29244
1.1121,29250
1.1178,29256
1.1231,29253
1.1288,29243
1.1344,29250
1.14,29254
1.1454,29256
1.151,29249
1.1566,29248
1.1623,29249
1.1676,29253
1.1733,29249
1.1789,29243
1.1842,29245
1.1899,29251
1.1955,29250
