Experiment: June_23_negative_cntrl_expt vial 0, Wed Jun 23 11:25:39 2021
0.0044,101
0.0101,101
0.0157,97
0.0211,101
0.0268,102
0.0324,102
0.0378,100
0.0435,99
0.0489,97
0.0545,99
0.0602,100
0.0656,100
0.0713,100
0.0766,103
0.0823,100
0.0879,100
0.0933,99
0.099,101
0.1046,99
0.11,98
0.1157,101
0.1213,102
0.1267,102
0.1324,102
0.1377,101
0.1434,100
0.149,98
0.1546,97
0.16,104
0.1656,100
0.1713,100
0.1766,100
0.1822,97
0.1879,98
0.1935,96
0.1989,99
0.2045,101
0.2099,97
0.2156,98
0.2213,95
0.2266,99
0.2323,97
0.238,101
0.2434,97
0.249,100
0.2544,100
0.2601,94
0.2657,95
0.2711,99
0.2768,100
0.2821,97
0.2878,97
0.2934,101
0.2991,100
0.3044,100
0.31,102
0.3157,97
0.3213,102
0.3267,99
0.3323,100
0.3379,101
0.3433,102
0.3489,97
0.3546,97
0.3602,100
0.3655,97
0.3712,96
0.3768,98
0.3822,97
0.3879,96
0.3935,98
0.3989,99
0.4045,94
0.4102,102
0.4155,100
0.4212,101
0.4268,99
0.4322,100
0.4379,99
0.4433,101
0.4489,101
0.4546,102
0.4602,100
0.4656,100
0.4711,97
0.4768,100
0.4822,98
0.4878,98
0.4934,102
0.4989,103
0.5046,101
0.5102,98
0.5156,102
0.5212,101
0.5266,100
0.5323,101
0.5379,100
0.5435,101
0.5489,102
0.5544,102
0.5601,98
0.5657,98
0.5713,98
0.5767,100
0.5823,103
0.5879,100
0.5935,97
0.5989,103
0.6045,100
0.6101,98
0.6157,99
0.6213,100
0.6267,99
0.6323,103
0.6379,97
0.6435,98
0.6488,99
0.6545,100
0.6601,99
0.6657,102
0.6713,103
0.6767,100
0.6823,102
0.6879,105
0.6935,97
0.6989,98
0.7045,99
0.7101,101
0.7157,99
0.7211,96
0.7267,103
0.7324,104
0.7377,101
0.7434,98
0.749,97
0.7546,105
0.76,100
0.7656,96
0.7712,99
0.7768,101
0.7822,100
0.7878,98
0.7935,101
0.7991,99
0.8044,103
0.8101,99
0.8157,97
0.8211,96
0.8267,100
0.8323,101
0.838,97
0.8433,98
0.8489,102
0.8546,100
0.8602,102
0.8655,101
0.8712,101
0.8768,100
0.8824,98
0.8878,102
0.8934,101
0.899,97
0.9046,102
0.91,99
0.9156,99
0.9212,100
0.9266,96
0.9322,100
0.9379,97
0.9435,98
0.9491,99
0.9545,98
0.9601,101
0.9657,101
0.9711,97
0.9767,101
0.9823,102
0.988,99
0.9933,99
0.9989,100
1.0046,97
1.01,100
1.0156,99
1.0213,100
1.0266,100
1.0323,101
1.0379,101
1.0433,100
1.0489,101
1.0544,100
1.0601,100
1.0655,98
1.0712,98
1.0766,98
1.0822,100
1.0879,99
1.0933,101
1.099,95
1.1044,96
1.1101,100
1.1158,98
1.1211,97
1.1268,97
1.1322,96
1.1379,98
1.1435,97
1.1489,104
1.1545,101
1.1602,96
1.1656,101
1.1712,101
1.1769,98
1.1822,101
1.1879,100
1.1935,100
1.1989,101
1.2046,100
1.21,100
1.2157,100
1.2211,102
1.2268,100
1.2325,101
1.2379,101
1.2436,100
1.249,100
1.2546,95
1.2601,101
1.2658,102
1.2712,99
1.2768,100
1.2823,99
1.2879,100
1.2934,100
1.299,99
1.3044,97
1.3102,101
1.3156,99
1.3213,100
1.3267,98
1.3324,100
1.3378,101
1.3435,94
1.3489,99
1.3546,101
1.36,97
1.3657,97
1.3711,97
1.3768,99
1.3823,98
1.388,98
1.3934,98
1.3991,100
1.4045,99
1.4101,97
1.4155,99
1.4212,100
1.4266,103
1.4323,101
1.438,102
1.4434,99
1.4491,100
1.4545,96
1.4602,99
1.4656,103
1.4713,100
1.4767,96
1.4824,97
1.4878,98
1.4935,98
1.4989,102
1.5046,99
1.51,98
1.5157,101
1.5211,100
1.5268,103
1.5322,100
1.5379,99
1.5433,100
1.549,97
1.5547,101
1.5601,99
1.5658,101
1.5712,96
1.5769,97
1.5823,95
1.5879,96
1.5933,100
1.5991,98
1.6045,100
1.6102,97
1.6156,102
1.6213,101
1.6267,100
1.6324,97
1.6378,93
1.6435,98
1.6489,100
1.6545,102
1.6602,101
1.6656,102
1.6713,98
1.6766,98
1.6823,99
1.6879,97
1.6935,99
1.6989,101
1.7046,102
1.7099,100
1.7157,98
1.7211,98
1.7266,101
1.7323,99
1.738,102
1.7434,101
1.7491,101
1.7545,103
1.76,100
1.7656,102
1.7711,96
1.7766,101
1.7823,100
1.7878,102
1.7933,99
1.799,100
1.8045,102
1.81,100
1.8157,99
1.8211,99
1.8267,98
1.8323,101
1.8377,105
1.8433,100
1.849,101
1.8545,99
1.86,98
1.8657,100
1.8711,100
1.8767,98
1.8823,97
1.8878,96
1.8934,101
1.899,101
1.9044,99
1.91,100
1.9157,96
1.9211,100
1.9267,100
1.9324,99
1.9378,103
1.9434,100
1.9491,98
1.9545,98
1.96,99
1.9657,103
1.9711,101
1.9767,98
1.9824,97
1.9878,99
1.9933,96
1.999,100
2.0044,101
2.0101,102
2.0158,102
2.0211,104
2.0268,100
2.0325,98
2.0379,99
2.0433,100
2.0489,99
2.0546,101
2.06,98
2.0657,99
2.0711,103
2.0766,100
2.0823,99
2.0878,101
2.0934,102
2.0989,100
2.1045,99
2.1101,100
2.1155,97
2.1212,100
2.1266,97
2.1323,101
2.138,98
2.1434,101
2.1491,98
2.1545,101
2.1601,101
2.1658,101
2.1712,101
2.1768,97
2.1822,100
2.1879,99
2.1933,98
2.199,100
2.2044,98
2.2101,97
2.2155,103
2.2212,98
2.2268,102
2.2322,100
2.2379,99
2.2433,100
2.249,100
2.2544,97
2.2601,97
2.2655,99
2.2712,102
2.2766,101
2.2823,100
2.2878,98
2.2935,95
2.2989,100
2.3046,99
2.31,98
2.3157,98
2.3211,100
2.3268,98
2.3323,98
2.338,101
2.3434,99
2.3491,95
2.3545,97
2.3602,98
2.3656,100
2.3713,96
2.3767,98
2.3824,97
2.3878,96
2.3935,96
2.3989,97
2.4046,99
2.41,97
2.4157,99
2.4211,97
2.4268,95
2.4322,101
2.4379,101
2.4433,100
2.449,99
2.4544,102
2.4601,100
2.4655,107
2.4712,100
2.4767,96
2.4823,103
2.488,99
2.4934,100
2.4991,100
2.5046,99
2.51,100
2.5157,96
2.5211,100
2.5268,97
2.5322,96
2.5379,99
2.5433,97
2.549,102
2.5544,100
2.5601,95
2.5656,97
2.5713,98
2.5767,99
2.5823,99
2.5877,99
2.5934,100
2.5991,100
2.6045,101
2.6101,99
2.6155,95
2.6212,97
2.6269,97
2.6323,102
2.6379,99
2.6433,99
2.649,96
2.6546,94
2.66,100
2.6656,99
2.6713,102
2.6766,97
2.6823,105
2.6878,99
2.6934,100
2.6991,97
2.7044,98
2.7101,101
2.7156,102
2.7212,99
2.7269,97
2.7322,100
2.7379,99
2.7434,98
2.7491,100
2.7544,99
2.76,101
2.7657,101
2.7711,100
2.7767,97
2.7824,97
2.788,90
2.7933,95
2.799,94
2.8046,98
2.81,97
2.8157,93
2.8213,99
2.8266,98
2.8323,97
2.8379,96
2.8433,96
2.8489,97
2.8546,95
2.8599,95
2.8656,98
2.8712,99
2.8766,100
2.8823,96
2.8879,99
2.8933,97
2.8989,96
2.9046,101
2.9102,100
2.9155,98
2.9212,101
2.9268,101
2.9324,100
2.9378,98
2.9435,101
2.9491,100
2.9544,100
2.9601,104
2.9657,100
2.9713,99
2.9768,100
2.9824,103
2.9878,101
2.9934,97
2.9991,96
3.0044,97
3.0101,97
3.0157,100
3.0214,98
3.0267,97
3.0323,99
3.038,101
3.0434,99
3.049,100
3.0544,101
3.06,102
3.0657,101
3.0713,100
3.0767,100
3.0823,99
3.0878,101
3.0934,99
3.0991,97
3.1044,95
3.1101,97
3.1157,100
3.1213,101
3.1267,98
3.1323,102
3.1379,97
3.1436,95
3.1489,99
3.1546,99
3.1602,96
3.1655,102
3.1712,100
3.1769,101
3.1823,101
3.1879,98
3.1935,99
3.1989,101
3.2045,100
3.2102,97
3.2158,98
3.2212,102
3.2268,103
3.2325,98
3.2378,103
3.2435,98
3.2489,99
3.2545,98
3.2602,98
3.2658,99
3.2712,96
