Experiment: June_23_negative_cntrl_expt vial 14, Wed Jun 23 11:25:39 2021
0.0044,32682
0.0101,32686
0.0157,32683
0.0211,32684
0.0268,32680
0.0324,32683
0.0378,32683
0.0435,32685
0.0489,32686
0.0545,32685
0.0602,32680
0.0656,32680
0.0713,32686
0.0766,32684
0.0823,32684
0.0879,32682
0.0933,32682
0.099,32681
0.1046,32683
0.11,32682
0.1157,32681
0.1213,32683
0.1267,32684
0.1324,32679
0.1377,32682
0.1434,32687
0.149,32680
0.1546,32682
0.16,32685
0.1656,32683
0.1713,32679
0.1766,32683
0.1822,32680
0.1879,32682
0.1935,32680
0.1989,32683
0.2045,32683
0.2099,32682
0.2156,32680
0.2213,32678
0.2266,32677
0.2323,32684
0.238,32683
0.2434,32681
0.249,32682
0.2544,32679
0.2601,32677
0.2657,32680
0.2711,32685
0.2768,32680
0.2821,32683
0.2878,32683
0.2934,32686
0.2991,32682
0.3044,32681
0.31,32686
0.3157,32683
0.3213,32683
0.3267,32682
0.3323,32681
0.3379,32683
0.3433,32683
0.3489,32681
0.3546,32683
0.3602,32682
0.3655,32684
0.3712,32680
0.3768,32678
0.3822,32680
0.3879,32681
0.3935,32681
0.3989,32681
0.4045,32677
0.4102,32685
0.4155,32687
0.4212,32685
0.4268,32682
0.4322,32684
0.4379,32682
0.4433,32680
0.4489,32682
0.4546,32682
0.4602,32683
0.4656,32684
0.4711,32681
0.4768,32686
0.4822,32683
0.4878,32683
0.4934,32682
0.4989,32687
0.5046,32684
0.5102,32681
0.5156,32685
0.5212,32685
0.5266,32683
0.5323,32683
0.5379,32683
0.5435,32684
0.5489,32682
0.5544,32682
0.5601,32679
0.5657,32683
0.5713,32683
0.5767,32683
0.5823,32687
0.5879,32684
0.5935,32685
0.5989,32686
0.6045,32683
0.6101,32681
0.6157,32685
0.6213,32686
0.6267,32684
0.6323,32686
0.6379,32683
0.6435,32686
0.6488,32684
0.6545,32681
0.6601,32683
0.6657,32685
0.6713,32686
0.6767,32684
0.6823,32687
0.6879,32683
0.6935,32680
0.6989,32684
0.7045,32686
0.7101,32684
0.7157,32683
0.7211,32682
0.7267,32687
0.7324,32686
0.7377,32685
0.7434,32685
0.749,32683
0.7546,32685
0.76,32682
0.7656,32684
0.7712,32685
0.7768,32685
0.7822,32686
0.7878,32684
0.7935,32684
0.7991,32686
0.8044,32687
0.8101,32684
0.8157,32685
0.8211,32684
0.8267,32685
0.8323,32683
0.838,32685
0.8433,32686
0.8489,32685
0.8546,32685
0.8602,32686
0.8655,32684
0.8712,32686
0.8768,32685
0.8824,32684
0.8878,32683
0.8934,32684
0.899,32682
0.9046,32687
0.91,32681
0.9156,32684
0.9212,32689
0.9266,32683
0.9322,32683
0.9379,32685
0.9435,32686
0.9491,32681
0.9545,32685
0.9601,32682
0.9657,32684
0.9711,32683
0.9767,32686
0.9823,32683
0.988,32684
0.9933,32683
0.9989,32686
1.0046,32683
1.01,32683
1.0156,32686
1.0213,32684
1.0266,32686
1.0323,32686
1.0379,32688
1.0433,32683
1.0489,32687
1.0544,32684
1.0601,32685
1.0655,32684
1.0712,32683
1.0766,32683
1.0822,32687
1.0879,32684
1.0933,32686
1.099,32685
1.1044,32682
1.1101,32686
1.1158,32686
1.1211,32684
1.1268,32682
1.1322,32682
1.1379,32684
1.1435,32681
1.1489,32687
1.1545,32686
1.1602,32686
1.1656,32687
1.1712,32684
1.1769,32687
1.1822,32685
1.1879,32684
1.1935,32687
1.1989,32686
1.2046,32685
1.21,32685
1.2157,32685
1.2211,32687
1.2268,32686
1.2325,32689
1.2379,32683
1.2436,32683
1.249,32683
1.2546,32682
1.2601,32683
1.2658,32683
1.2712,32684
1.2768,32683
1.2823,32679
1.2879,32685
1.2934,32687
1.299,32683
1.3044,32684
1.3102,32684
1.3156,32683
1.3213,32682
1.3267,32683
1.3324,32684
1.3378,32689
1.3435,32683
1.3489,32687
1.3546,32683
1.36,32682
1.3657,32681
1.3711,32680
1.3768,32682
1.3823,32685
1.388,32684
1.3934,32686
1.3991,32684
1.4045,32681
1.4101,32684
1.4155,32681
1.4212,32686
1.4266,32687
1.4323,32687
1.438,32686
1.4434,32684
1.4491,32685
1.4545,32683
1.4602,32684
1.4656,32685
1.4713,32686
1.4767,32682
1.4824,32684
1.4878,32681
1.4935,32685
1.4989,32686
1.5046,32685
1.51,32680
1.5157,32686
1.5211,32683
1.5268,32689
1.5322,32683
1.5379,32685
1.5433,32687
1.549,32683
1.5547,32687
1.5601,32681
1.5658,32683
1.5712,32680
1.5769,32681
1.5823,32681
1.5879,32682
1.5933,32680
1.5991,32682
1.6045,32684
1.6102,32683
1.6156,32683
1.6213,32685
1.6267,32684
1.6324,32681
1.6378,32680
1.6435,32682
1.6489,32685
1.6545,32685
1.6602,32687
1.6656,32687
1.6713,32682
1.6766,32683
1.6823,32686
1.6879,32682
1.6935,32683
1.6989,32686
1.7046,32684
1.7099,32681
1.7157,32684
1.7211,32686
1.7266,32685
1.7323,32686
1.738,32687
1.7434,32688
1.7491,32684
1.7545,32687
1.76,32686
1.7656,32686
1.7711,32682
1.7766,32682
1.7823,32682
1.7878,32684
1.7933,32683
1.799,32688
1.8045,32686
1.81,32687
1.8157,32686
1.8211,32684
1.8267,32683
1.8323,32687
1.8377,32689
1.8433,32688
1.849,32684
1.8545,32687
1.86,32687
1.8657,32683
1.8711,32687
1.8767,32685
1.8823,32683
1.8878,32681
1.8934,32689
1.899,32687
1.9044,32686
1.91,32686
1.9157,32683
1.9211,32685
1.9267,32683
1.9324,32682
1.9378,32690
1.9434,32689
1.9491,32687
1.9545,32687
1.96,32685
1.9657,32688
1.9711,32689
1.9767,32685
1.9824,32680
1.9878,32683
1.9933,32685
1.999,32688
2.0044,32689
2.0101,32688
2.0158,32686
2.0211,32687
2.0268,32682
2.0325,32682
2.0379,32684
2.0433,32683
2.0489,32690
2.0546,32687
2.06,32687
2.0657,32684
2.0711,32684
2.0766,32683
2.0823,32684
2.0878,32688
2.0934,32684
2.0989,32688
2.1045,32688
2.1101,32685
2.1155,32682
2.1212,32686
2.1266,32685
2.1323,32686
2.138,32688
2.1434,32686
2.1491,32687
2.1545,32685
2.1601,32684
2.1658,32686
2.1712,32684
2.1768,32683
2.1822,32688
2.1879,32685
2.1933,32683
2.199,32683
2.2044,32682
2.2101,32685
2.2155,32684
2.2212,32687
2.2268,32686
2.2322,32685
2.2379,32687
2.2433,32685
2.249,32685
2.2544,32684
2.2601,32681
2.2655,32684
2.2712,32686
2.2766,32688
2.2823,32685
2.2878,32683
2.2935,32684
2.2989,32685
2.3046,32685
2.31,32686
2.3157,32682
2.3211,32683
2.3268,32681
2.3323,32685
2.338,32687
2.3434,32685
2.3491,32681
2.3545,32682
2.3602,32683
2.3656,32684
2.3713,32682
2.3767,32683
2.3824,32683
2.3878,32683
2.3935,32681
2.3989,32679
2.4046,32684
2.41,32685
2.4157,32682
2.4211,32681
2.4268,32682
2.4322,32685
2.4379,32685
2.4433,32685
2.449,32685
2.4544,32686
2.4601,32684
2.4655,32683
2.4712,32683
2.4767,32682
2.4823,32688
2.488,32683
2.4934,32684
2.4991,32683
2.5046,32682
2.51,32684
2.5157,32686
2.5211,32686
2.5268,32682
2.5322,32682
2.5379,32686
2.5433,32685
2.549,32689
2.5544,32683
2.5601,32682
2.5656,32682
2.5713,32680
2.5767,32685
2.5823,32682
2.5877,32685
2.5934,32685
2.5991,32684
2.6045,32686
2.6101,32682
2.6155,32682
2.6212,32682
2.6269,32687
2.6323,32682
2.6379,32682
2.6433,32681
2.649,32683
2.6546,32680
2.66,32686
2.6656,32684
2.6713,32684
2.6766,32685
2.6823,32688
2.6878,32687
2.6934,32683
2.6991,32685
2.7044,32686
2.7101,32684
2.7156,32686
2.7212,32684
2.7269,32685
2.7322,32686
2.7379,32683
2.7434,32684
2.7491,32685
2.7544,32687
2.76,32684
2.7657,32682
2.7711,32687
2.7767,32683
2.7824,32679
2.788,32680
2.7933,32683
2.799,32678
2.8046,32683
2.81,32681
2.8157,32682
2.8213,32685
2.8266,32682
2.8323,32683
2.8379,32682
2.8433,32678
2.8489,32679
2.8546,32679
2.8599,32682
2.8656,32680
2.8712,32682
2.8766,32684
2.8823,32686
2.8879,32687
2.8933,32685
2.8989,32682
2.9046,32682
2.9102,32687
2.9155,32685
2.9212,32683
2.9268,32686
2.9324,32686
2.9378,32683
2.9435,32684
2.9491,32685
2.9544,32683
