Experiment: Apr29_heat_tst_expt vial 3, Fri Apr 29 15:10:13 2022
0.0028,1635
0.0084,1636
0.0141,1634
0.0194,1630
0.0251,1627
0.0307,1630
0.0361,1632
0.0417,1626
0.0474,1628
0.0528,1632
0.0584,1630
0.0641,1626
0.0695,1630
0.0751,1629
0.0808,1626
0.0861,1629
0.0918,1630
0.0972,1626
0.1028,1630
0.1085,1629
0.1138,1625
0.1195,1630
0.1252,1627
0.1306,1625
0.1362,1628
0.1419,1628
0.1472,1625
0.1529,1630
0.1583,1628
0.1639,1625
0.1696,1632
0.175,1630
0.1806,1625
0.1863,1630
0.1917,1631
0.1973,1625
0.203,1626
0.2084,1631
0.2139,1627
0.2196,1628
0.225,1631
0.2306,1628
0.2363,1626
0.2417,1631
0.2473,1626
0.253,1629
0.2583,1632
0.264,1627
0.2696,1625
0.2751,1631
