Experiment: Apr29_heat_tst_expt vial 7, Fri Apr 29 15:10:13 2022
0.0028,1627
0.0084,1619
0.0141,1625
0.0194,1636
0.0251,1635
0.0307,1627
0.0361,1624
0.0417,1632
0.0474,1635
0.0528,1626
0.0584,1627
0.0641,1635
0.0695,1633
0.0751,1624
0.0808,1626
0.0861,1636
0.0918,1630
0.0972,1625
0.1028,1631
0.1085,1633
0.1138,1628
0.1195,1625
0.1252,1633
0.1306,1634
0.1362,1627
0.1419,1625
0.1472,1634
0.1529,1632
0.1583,1626
0.1639,1624
0.1696,1634
0.175,1632
0.1806,1630
0.1863,1624
0.1917,1632
0.1973,1636
0.203,1630
0.2084,1626
0.2139,1631
0.2196,1634
0.225,1627
0.2306,1626
0.2363,1633
0.2417,1633
0.2473,1626
0.253,1625
0.2583,1634
0.264,1632
0.2696,1624
0.2751,1628
