Experiment: Apr29_heat_tst_expt vial 11, Fri Apr 29 15:10:13 2022
0.0028,1633
0.0084,1628
0.0141,1622
0.0194,1628
0.0251,1629
0.0307,1623
0.0361,1621
0.0417,1628
0.0474,1628
0.0528,1623
0.0584,1624
0.0641,1629
0.0695,1626
0.0751,1621
0.0808,1626
0.0861,1629
0.0918,1627
0.0972,1620
0.1028,1628
0.1085,1630
0.1138,1626
0.1195,1621
0.1252,1625
0.1306,1631
0.1362,1626
0.1419,1620
0.1472,1626
0.1529,1632
0.1583,1627
0.1639,1619
0.1696,1626
0.175,1632
0.1806,1624
0.1863,1621
0.1917,1626
0.1973,1629
0.203,1624
0.2084,1622
0.2139,1627
0.2196,1628
0.225,1622
0.2306,1625
0.2363,1629
0.2417,1624
0.2473,1620
0.253,1628
0.2583,1628
0.264,1622
0.2696,1622
0.2751,1630
