Experiment: Apr29_heat_tst_expt vial 6, Fri Apr 29 15:10:13 2022
0.0028,1635
0.0084,1631
0.0141,1621
0.0194,1614
0.0251,1615
0.0307,1621
0.0361,1626
0.0417,1623
0.0474,1616
0.0528,1612
0.0584,1619
0.0641,1626
0.0695,1626
0.0751,1618
0.0808,1613
0.0861,1618
0.0918,1626
0.0972,1624
0.1028,1618
0.1085,1614
0.1138,1618
0.1195,1627
0.1252,1626
0.1306,1618
0.1362,1614
0.1419,1616
0.1472,1625
0.1529,1628
0.1583,1622
0.1639,1614
0.1696,1612
0.175,1624
0.1806,1629
0.1863,1623
0.1917,1613
0.1973,1613
0.203,1618
0.2084,1628
0.2139,1625
0.2196,1619
0.225,1611
0.2306,1618
0.2363,1626
0.2417,1628
0.2473,1620
0.253,1613
0.2583,1616
0.264,1623
0.2696,1626
0.2751,1623
