Experiment: Feb_24_Turb_expt vial 0, Wed Feb 24 18:13:37 2021
0.0013,0.0
0.0067,-0.006951320515640569
0.0121,-0.01407427518831375
0.0177,-0.01639196167021062
0.0233,-0.01998744655728231
0.0287,-0.023019044187421595
0.0343,-0.028023932595282117
0.04,-0.03297838405479453
0.0456,-0.03770551922872302
0.051,-0.037489488485460035
0.0566,-0.0443956211208764
0.0622,-0.04393907181609055
0.0676,-0.04876356172540672
0.0732,-0.05239754638161073
0.0789,-0.05440384228010198
0.0845,-0.060228663796848825
0.0899,-0.06091352483690092
0.0955,-0.06461379683408242
0.1011,-0.06780327217757387
0.1065,-0.0702912421728854
0.1121,-0.07330746315694156
0.1177,-0.07799941427966171
0.1234,-0.07838721711220063
0.1288,-0.07657074204053838
0.1344,-0.08225829226614612
0.14,-0.07930345084496046
0.1454,-0.08336974511857835
0.151,-0.08748141240474065
0.1567,-0.08608076092785723
0.162,-0.08981479235198947
0.1677,-0.0836898070136257
0.1733,-0.08669492242139185
0.1789,-0.07964928315960651
0.1843,-0.08561874330131473
0.1899,-0.08805921784846436
0.1955,-0.08842501527517332
0.2012,-0.07476882420665189
0.2065,-0.08806186845361322
0.2122,-0.08891559869949789
0.2178,-0.08639571823344527
0.2232,-0.08752377953141419
0.2288,-0.08805921784846436
0.2344,-0.08615385142702958
0.2401,-0.09067387937174101
0.2454,-0.09097375851965311
0.2511,-0.09084602620058421
0.2567,-0.08715835042647335
0.2621,-0.08827395030128603
0.2677,-0.0885735277659133
0.2733,-0.09084602620058421
0.2787,-0.08775970033233303
0.2844,-0.08835878129637866
0.29,-0.08778361719470436
0.2956,-0.08919405226900358
0.301,-0.08844623153213398
0.3066,-0.08677368398741901
0.3123,-0.08399286476521778
0.3176,-0.08926013475215777
0.3233,-0.08724550543368213
0.3289,-0.08411933595360788
0.3343,-0.08408102872735021
0.3399,-0.08647431634252133
0.3456,-0.08728785622911449
0.3509,-0.08660440896423015
0.3566,-0.0871819787733975
0.3622,-0.08698842863572263
0.3676,-0.08765087941659579
0.3732,-0.08829515814348773
0.3789,-0.08754496300132285
0.3845,-0.08696726124791058
0.3899,-0.08923651563914593
0.3955,-0.08681908778928343
0.4011,-0.08555536175365641
0.4065,-0.08538290047679442
0.4121,-0.0864320139179644
0.4178,-0.08304974505055078
0.4231,-0.08407717913995043
0.4288,-0.08534066250521488
0.4345,-0.08602366366931118
0.4398,-0.07951286588036766
0.4454,-0.0895385677350801
0.4511,-0.08780208354110673
0.4567,-0.08615385142702958
0.4621,-0.08405610063969893
0.4677,-0.08486900201451941
0.4733,-0.08690375871078153
0.4787,-0.08621728084728307
0.4843,-0.0869249262854409
0.49,-0.08623842386280386
0.4953,-0.08720315438911053
0.501,-0.08750259599921893
0.5066,-0.08378207446845644
0.5122,-0.08435515862254828
0.5176,-0.08651661851793722
0.5232,-0.08542513819923829
0.5289,-0.08326447447876116
0.5345,-0.0869249262854409
0.5399,-0.08478459064889843
0.5455,-0.08773850863452164
0.5512,-0.08821032640097382
0.5565,-0.08551310707712326
0.5622,-0.0858123129903905
0.5678,-0.08499927831971768
0.5732,-0.0889817316811995
0.5788,-0.08638971124426646
0.5844,-0.08589685400937508
0.59,-0.08694609379782081
0.5954,-0.08502038948245866
0.601,-0.08563987035929965
0.6067,-0.08587571884805527
0.6121,-0.08606927799469655
0.6177,-0.08660440896423015
0.6233,-0.0864320139179644
0.6289,-0.08690375871078153
0.6343,-0.08611156483543181
0.6399,-0.08658324930604411
0.6456,-0.0832434201639376
0.6509,-0.0858545836244542
0.6565,-0.08641086261225783
0.6622,-0.08872458282021067
0.6678,-0.08636855981399028
0.6732,-0.08506261162107907
0.6788,-0.08482679645627944
0.6844,-0.08658324930604411
0.6898,-0.08399286476521778
0.6954,-0.0852984242844943
0.7011,-0.0864320139179644
0.7067,-0.08814670194010187
0.712,-0.08495705580739195
0.7177,-0.0880168184330191
0.7233,-0.08748141240474065
0.7289,-0.0862839534700374
0.7343,-0.08662556856012249
0.7399,-0.08688259107383378
0.7456,-0.08606927799469655
0.7509,-0.0879532188427169
0.7566,-0.08474238459237995
0.7622,-0.08630510514945638
0.7678,-0.08609042144620747
0.7732,-0.0852561858146327
0.7789,-0.0871819787733975
0.7842,-0.08994667016997335
0.7899,-0.09033150088012251
0.7955,-0.0885735277659133
0.8012,-0.08844623153213398
0.8065,-0.08705492377114013
