Experiment: Feb_24_Turb_expt vial 7, Wed Feb 24 18:13:37 2021
0.0013,0.0
0.0067,-0.008439443897666266
0.0121,-0.007917218181169083
0.0177,-0.0008482787521182367
0.0233,-0.014968201211774446
0.0287,-0.020203098800852803
0.0343,-0.03056042099398315
0.04,-0.03667443330720044
0.0456,-0.03339757871641025
0.051,-0.03712654028338225
0.0566,-0.03947338093630126
0.0622,-0.05084524301217552
0.0676,-0.05223592578851166
0.0732,-0.055088339827770394
0.0789,-0.05371039627780272
0.0845,-0.05417886528673721
0.0899,-0.051257717228768485
0.0955,-0.05559846845267913
0.1011,-0.061350415065606345
0.1065,-0.06651714607017967
0.1121,-0.0679546715772319
0.1177,-0.06371160872727799
0.1234,-0.07315782178179298
0.1288,-0.072256483839094
0.1344,-0.08269433291661832
0.14,-0.08412408053103748
0.1454,-0.08274719306851352
0.151,-0.0870375916731736
0.1567,-0.09041252768235797
0.162,-0.08854724605075148
0.1677,-0.09573557475588412
0.1733,-0.09319965878153003
0.1789,-0.09524907868814747
0.1843,-0.09960340036378224
0.1899,-0.09766910521158012
0.1955,-0.10289774072600943
0.2012,-0.10439794441612893
0.2065,-0.10292326923511785
0.2122,-0.10348702930870868
0.2178,-0.1019872000132267
0.2232,-0.0996290635972441
0.2288,-0.10446156724005373
0.2344,-0.10249989317291197
0.2401,-0.10489804903315436
0.2454,-0.10636043480473267
0.2511,-0.09818155209077828
0.2567,-0.09576141341559907
0.2621,-0.10010312005830757
0.2677,-0.09825870613002685
0.2733,-0.09407477761247707
0.2787,-0.09193583343843947
0.2844,-0.0857777877567183
0.29,-0.08546316023259548
0.2956,-0.10171738009735032
0.301,-0.07563347077155003
0.3066,-0.08175027673147639
0.3123,-0.0868273436186211
0.3176,-0.09456089865646833
0.3233,-0.07860767825686432
0.3289,-0.08226555901908039
0.3343,-0.09557197189470834
0.3399,-0.07783795189793352
0.3456,-0.09857967958492564
0.3509,-0.09801630601844868
0.3566,-0.07615376906215765
0.3622,-0.07123473617694609
0.3676,-0.10071700431457753
0.3732,-0.0881923177262447
0.3789,-0.07541628811040724
0.3845,-0.08837256656234782
0.3899,-0.07091233573482514
0.3955,-0.07212171522889
0.4011,-0.08543690259255277
0.4065,-0.07718841301962609
0.4121,-0.0746216733772358
0.4178,-0.06384095590788608
0.4231,-0.09740133879451829
0.4288,-0.08472928296244842
0.4345,-0.07036160088564358
