Experiment: Feb_24_Turb_expt vial 10, Wed Feb 24 18:13:37 2021
0.0013,0.0
0.0067,-0.0019865372846155083
0.0121,-0.0019085980662005841
0.0177,-0.005343842480279415
0.0233,-0.005866533128417117
0.0287,-0.005005160544699017
0.0343,-0.006076552480398512
0.04,-0.010323178853627546
0.0456,-0.01375791082657929
0.051,-0.015924310499810357
0.0566,-0.01631839174448846
0.0622,-0.012189323693921006
0.0676,-0.013652713153653462
0.0732,-0.022304335244942797
0.0789,-0.013309303653858962
0.0845,-0.017333919490043703
0.0899,-0.009790109013358972
0.0955,-0.016301137657287468
0.1011,-0.013871902569182915
0.1065,-0.014463730632419347
0.1121,-0.01672992472750634
0.1177,-0.018755855126033172
0.1234,-0.0180952149892164
0.1288,-0.014881872902317017
0.1344,-0.015299705618023296
0.14,-0.013565334004390639
0.1454,-0.0190846940149747
0.151,-0.020021044508003127
0.1567,-0.019032230240648262
0.162,-0.020293686788152687
0.1677,-0.020991248296621245
0.1733,-0.01862496744496278
0.1789,-0.014105606388063574
0.1843,-0.023567679111810236
0.1899,-0.022437525464328534
0.1955,-0.01597768787355447
0.2012,-0.015781164026449357
0.2065,-0.014054876833976326
0.2122,-0.014123701878516748
0.2178,-0.014960742814151384
0.2232,-0.01470393483995247
0.2288,-0.011230454533181389
0.2344,-0.016206014227981624
0.2401,-0.017764742497599517
0.2454,-0.012961250700798788
0.2511,-0.017032351300623194
0.2567,-0.014537926259489131
0.2621,-0.01401878388078659
0.2677,-0.015455569392581525
0.2733,-0.011588067789732648
0.2787,-0.0059150611229761285
0.2844,-0.01207358847619
0.29,-0.016852277313060604
0.2956,-0.009106562731246104
0.301,-0.00753863236924901
0.3066,-0.010272045137493802
0.3123,-0.011130318343524959
0.3176,-0.005467845932524806
0.3233,-0.0069148998434303
0.3289,-0.005318289326007752
0.3343,-0.006027938500914765
0.3399,-0.00836283116182801
0.3456,-0.007918487336644242
0.3509,-0.008515809201210311
0.3566,-0.0013984225684182672
0.3622,-0.0036640431422758635
0.3676,-0.003477505158590688
0.3732,-0.005885518960111913
0.3789,-0.002823708453532303
0.3845,-7.371646302889445e-05
0.3899,-0.005497739783075772
0.3955,-0.0053599600951057536
0.4011,-0.0006232463676107969
0.4065,-0.010715883688313443
0.4121,-0.000891423706764316
0.4178,0.0007334072264786329
0.4231,0.003904513931992648
0.4288,-0.0035708522684247956
0.4345,-0.00172907917254439
0.4398,0.0004163000437180653
0.4454,-0.0011630940295708214
0.4511,-0.0018153835025991327
0.4567,-0.0036051301570185768
0.4621,-0.001305249005427278
0.4677,-0.0025352047628126595
0.4733,0.0021609110033060652
0.4787,0.0003693744548092237
0.4843,-0.0008750302475526439
0.49,0.00558037042082038
0.4953,0.0006151430199070607
0.501,0.0064946747329992505
0.5066,0.007881187280310176
0.5122,0.0030263629597799824
0.5176,0.002648213261894572
0.5232,0.004369359589890598
0.5289,0.00691343024362423
0.5345,0.0025786799971525554
0.5399,0.004792300953728068
0.5455,0.006438385570133098
0.5512,0.006060754401136181
0.5565,0.004621272372150598
0.5622,0.004310817128391209
0.5678,0.0038186854981050455
0.5732,0.00927510242817986
0.5788,0.008078040501874995
0.5844,0.0060528499434149285
0.59,0.006116871329717277
0.5954,0.00868348099499694
0.601,0.010685678475703675
0.6067,0.006853247120274464
0.6121,0.011919598172185797
0.6177,0.011222506567673207
0.6233,0.010656250682794077
0.6289,0.0018778942322039693
0.6343,0.00878529993074939
0.6399,0.007967777526505904
0.6456,0.0043556882828852395
0.6509,0.010718499335904852
0.6565,0.005177637145307168
0.6622,0.010524917510445153
0.6678,0.010651911053376928
0.6732,0.003978112537156964
0.6788,0.014717186503076851
0.6844,0.006480766217104694
0.6898,0.011237102178924374
0.6954,0.017435767281856362
0.7011,0.01024323877486455
0.7067,0.011124840497680921
0.712,0.012633214327398168
0.7177,0.010451928013722966
0.7233,0.014712558220013605
0.7289,0.016015169392123108
0.7343,0.015095528740546538
0.7399,0.011481065572779059
0.7456,0.005200048147503633
0.7509,0.007225882727864619
0.7566,0.00778891242404578
0.7622,0.017386697549412355
0.7678,0.011857338414589691
0.7732,0.009825951766684327
0.7789,0.01041120714073962
0.7842,0.0160622788982121
0.7899,0.01731907984106451
0.7955,0.013759778090376873
0.8012,0.014939364775995667
0.8065,0.01772944459775294
0.8121,0.010186976621709087
0.8177,0.014329106556762117
0.8234,0.010785855201034034
0.8287,0.017704784467486467
0.8343,0.01778644965306353
0.8399,0.009641934860716628
0.8456,0.014145831641338757
0.8512,0.013723618013948169
0.8566,0.016495677755024918
0.8621,0.016458675866961592
0.8677,0.020686526284539486
0.8734,0.01825873871642303
0.8787,0.01807536444552227
0.8844,0.020575368609334843
0.8899,0.024979305906956295
0.8955,0.025038148808846028
0.9012,0.025320577045061743
0.9065,0.021057255763068383
0.9122,0.01594779497091392
0.9177,0.022151561289474486
0.9233,0.022360502155002848
0.9287,0.020643569699337005
0.9343,0.01912431956874605
0.94,0.019120769594254128
0.9455,0.02915816091053358
0.9511,0.020225214723345042
0.9565,0.02424409434118968
0.9622,0.022522226608181484
0.9678,0.025021925979885395
0.9732,0.03044352331794964
0.9788,0.018502823779306787
0.9844,0.018675322750196344
0.9898,0.023997729555280012
0.9954,0.02070409453999722
1.0067,0.026531115593446675
1.0121,0.01970063862246363
1.0177,0.01693400208253193
1.0234,0.028379488710176926
1.0287,0.019762654872762075
1.0344,0.01615858709022966
1.04,0.02091461451941745
1.0456,0.02631320655114089
1.051,0.02298122249671586
1.0566,0.025903675152563643
1.0622,0.025044506419543255
1.0676,0.019227011843979014
1.0732,0.01854442115535404
1.0788,0.024471149153521887
